"node1_protein";"node2_protein";"node1_gene";"node2_gene";"score"
"ENSP00000300061";"ENSP00000345751";"ENSG00000166828";"ENSG00000168447";999
"ENSP00000256010";"ENSP00000359532";"ENSG00000133636";"ENSG00000101188";999
"ENSP00000342278";"ENSP00000388001";"ENSG00000111335";"ENSG00000089127";999
"ENSP00000263923";"ENSP00000457421";"ENSG00000128052";"ENSG00000261371";999
"ENSP00000340510";"ENSP00000465630";"ENSG00000118898";"ENSG00000167880";999
"ENSP00000297261";"ENSP00000496870";"ENSG00000164690";"ENSG00000081479";992
"ENSP00000263923";"ENSP00000376123";"ENSG00000128052";"ENSG00000027869";991
"ENSP00000220616";"ENSP00000496870";"ENSG00000042832";"ENSG00000081479";966
"ENSP00000332256";"ENSP00000480439";"ENSG00000184254";"ENSG00000162496";961
"ENSP00000241125";"ENSP00000372295";"ENSG00000121743";"ENSG00000165474";957
"ENSP00000249750";"ENSP00000480439";"ENSG00000128918";"ENSG00000162496";956
"ENSP00000219255";"ENSP00000376333";"ENSG00000102981";"ENSG00000073350";950
"ENSP00000319281";"ENSP00000478061";"ENSG00000176788";"ENSG00000277443";946
"ENSP00000199936";"ENSP00000478561";"ENSG00000086696";"ENSG00000138061";941
"ENSP00000316924";"ENSP00000411821";"ENSG00000154930";"ENSG00000108602";940
"ENSP00000359643";"ENSP00000363553";"ENSG00000171517";"ENSG00000198121";938
"ENSP00000300060";"ENSP00000353731";"ENSG00000166825";"ENSG00000197635";931
"ENSP00000290295";"ENSP00000484945";"ENSG00000159184";"ENSG00000229637";921
"ENSP00000388001";"ENSP00000395590";"ENSG00000089127";"ENSG00000068079";916
"ENSP00000263341";"ENSP00000264832";"ENSG00000125538";"ENSG00000090339";912
"ENSP00000342278";"ENSP00000395590";"ENSG00000111335";"ENSG00000068079";908
"ENSP00000241125";"ENSP00000463752";"ENSG00000121743";"ENSG00000183153";907
"ENSP00000358309";"ENSP00000493716";"ENSG00000135333";"ENSG00000125266";907
"ENSP00000372295";"ENSP00000463752";"ENSG00000165474";"ENSG00000183153";906
"ENSP00000249750";"ENSP00000332256";"ENSG00000128918";"ENSG00000184254";903
"ENSP00000405738";"ENSP00000418748";"ENSG00000104413";"ENSG00000103067";903
