"gene_id";"log2FoldChange";"pvalue";"padj";"gene_name";"gene_chr";"gene_start";"gene_end";"gene_strand";"gene_length";"gene_biotype";"gene_description"
"ENSG00000000003";-2,19814399479463;7,42644037227466e-36;1,3672665606092e-34;"TSPAN6";"X";100627108;100637104;"-";9997;"protein_coding";"tetraspanin 6 [Source:HGNC Symbol;Acc:HGNC:11858]"
"ENSG00000000971";-6,37582955521428;4,45852591992702e-233;1,73332971635861e-230;"CFH";"1";196651878;196747504;"+";95627;"protein_coding";"complement factor H [Source:HGNC Symbol;Acc:HGNC:4883]"
"ENSG00000001036";1,5266885694647;1,58694048419027e-44;3,90130648150128e-43;"FUCA2";"6";143494812;143511883;"-";17072;"protein_coding";"alpha-L-fucosidase 2 [Source:HGNC Symbol;Acc:HGNC:4008]"
"ENSG00000001084";-3,20584010894438;9,0661811137981e-210;2,91460287844928e-207;"GCLC";"6";53497341;53545129;"-";47789;"protein_coding";"glutamate-cysteine ligase catalytic subunit [Source:HGNC Symbol;Acc:HGNC:4311]"
"ENSG00000001167";1,260221819849;1,81004161144528e-14;1,23756505597263e-13;"NFYA";"6";41072968;41102407;"+";29440;"protein_coding";"nuclear transcription factor Y subunit alpha [Source:HGNC Symbol;Acc:HGNC:7804]"
"ENSG00000001461";1,02217156869422;4,01347967528212e-11;2,1622088215176e-10;"NIPAL3";"1";24413360;24472983;"+";59624;"protein_coding";"NIPA like domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25233]"
"ENSG00000001561";3,06238826550472;1,05749556550677e-29;1,54935612345107e-28;"ENPP4";"6";46129964;46146699;"+";16736;"protein_coding";"ectonucleotide pyrophosphatase/phosphodiesterase 4 [Source:HGNC Symbol;Acc:HGNC:3359]"
"ENSG00000002330";-1,16960642028172;8,08975970190033e-06;2,58479573655711e-05;"BAD";"11";64269828;64284704;"-";14877;"protein_coding";"BCL2 associated agonist of cell death [Source:HGNC Symbol;Acc:HGNC:936]"
"ENSG00000002549";1,60851612465014;4,83565018256648e-41;1,03372844120158e-39;"LAP3";"4";17577304;17607967;"+";30664;"protein_coding";"leucine aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:18449]"
"ENSG00000002587";-1,81743317870887;0,000213164267982188;0,000562682309783395;"HS3ST1";"4";11393150;11434398;"-";41249;"protein_coding";"heparan sulfate-glucosamine 3-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5194]"
"ENSG00000002745";5,29971918549507;0,0191177629346371;0,0361774556235373;"WNT16";"7";121325367;121341104;"+";15738;"protein_coding";"Wnt family member 16 [Source:HGNC Symbol;Acc:HGNC:16267]"
"ENSG00000002746";-5,05713305544081;5,03633131265373e-43;1,16771637383679e-41;"HECW1";"7";43112580;43566001;"+";453422;"protein_coding";"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:22195]"
"ENSG00000002834";-1,46690727428921;1,06800484091929e-42;2,43904876033439e-41;"LASP1";"17";38869859;38921770;"+";51912;"protein_coding";"LIM and SH3 protein 1 [Source:HGNC Symbol;Acc:HGNC:6513]"
