"gene_id";"log2FoldChange";"pvalue";"padj";"gene_name";"gene_chr";"gene_start";"gene_end";"gene_strand";"gene_length";"gene_biotype";"gene_description"
"ENSG00000001036";1,5266885694647;1,58694048419027e-44;3,90130648150128e-43;"FUCA2";"6";143494812;143511883;"-";17072;"protein_coding";"alpha-L-fucosidase 2 [Source:HGNC Symbol;Acc:HGNC:4008]"
"ENSG00000001167";1,260221819849;1,81004161144528e-14;1,23756505597263e-13;"NFYA";"6";41072968;41102407;"+";29440;"protein_coding";"nuclear transcription factor Y subunit alpha [Source:HGNC Symbol;Acc:HGNC:7804]"
"ENSG00000001461";1,02217156869422;4,01347967528212e-11;2,1622088215176e-10;"NIPAL3";"1";24413360;24472983;"+";59624;"protein_coding";"NIPA like domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25233]"
"ENSG00000001561";3,06238826550472;1,05749556550677e-29;1,54935612345107e-28;"ENPP4";"6";46129964;46146699;"+";16736;"protein_coding";"ectonucleotide pyrophosphatase/phosphodiesterase 4 [Source:HGNC Symbol;Acc:HGNC:3359]"
"ENSG00000002549";1,60851612465014;4,83565018256648e-41;1,03372844120158e-39;"LAP3";"4";17577304;17607967;"+";30664;"protein_coding";"leucine aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:18449]"
"ENSG00000002745";5,29971918549507;0,0191177629346371;0,0361774556235373;"WNT16";"7";121325367;121341104;"+";15738;"protein_coding";"Wnt family member 16 [Source:HGNC Symbol;Acc:HGNC:16267]"
"ENSG00000003096";4,17376045785555;3,9853323453107e-23;4,53216332085435e-22;"KLHL13";"X";117897813;118117340;"-";219528;"protein_coding";"kelch like family member 13 [Source:HGNC Symbol;Acc:HGNC:22931]"
"ENSG00000003756";1,00956948179958;3,91329053707543e-12;2,2809790065652e-11;"RBM5";"3";50088908;50118964;"+";30057;"protein_coding";"RNA binding motif protein 5 [Source:HGNC Symbol;Acc:HGNC:9902]"
"ENSG00000004139";1,59959910658622;1,24483514861722e-06;4,37458675203575e-06;"SARM1";"17";28371662;28401045;"+";29384;"protein_coding";"sterile alpha and TIR motif containing 1 [Source:HGNC Symbol;Acc:HGNC:17074]"
"ENSG00000004455";1,13563408602383;7,23875345894856e-26;9,18135368537504e-25;"AK2";"1";33007940;33036911;"-";28972;"protein_coding";"adenylate kinase 2 [Source:HGNC Symbol;Acc:HGNC:362]"
"ENSG00000004534";1,17727526543086;6,65920985674276e-21;6,72640550907364e-20;"RBM6";"3";49940041;50077252;"+";137212;"protein_coding";"RNA binding motif protein 6 [Source:HGNC Symbol;Acc:HGNC:9903]"
"ENSG00000005059";1,67866234594212;8,11630903608775e-20;7,70911012251585e-19;"MCUB";"4";109560199;109688719;"+";128521;"protein_coding";"mitochondrial calcium uniporter dominant negative subunit beta [Source:HGNC Symbol;Acc:HGNC:26076]"
"ENSG00000005249";2,06344649743722;1,72608801466456e-06;5,96424417965017e-06;"PRKAR2B";"7";107044728;107161811;"+";121914;"protein_coding";"protein kinase cAMP-dependent type II regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:9392]"
