"node1_protein";"node2_protein";"node1_gene";"node2_gene";"score"
"ENSP00000225964";"ENSP00000304408";"ENSG00000108821";"ENSG00000168542";999
"ENSP00000173229";"ENSP00000334329";"ENSG00000065320";"ENSG00000107731";999
"ENSP00000288139";"ENSP00000349320";"ENSG00000157388";"ENSG00000153956";999
"ENSP00000278198";"ENSP00000359085";"ENSG00000148948";"ENSG00000162631";999
"ENSP00000364752";"ENSP00000364766";"ENSG00000204379";"ENSG00000204382";999
"ENSP00000265459";"ENSP00000370483";"ENSG00000110076";"ENSG00000146938";999
"ENSP00000278198";"ENSP00000376921";"ENSG00000148948";"ENSG00000196358";999
"ENSP00000265459";"ENSP00000392500";"ENSG00000110076";"ENSG00000169760";999
"ENSP00000379204";"ENSP00000401907";"ENSG00000101144";"ENSG00000138696";999
"ENSP00000173229";"ENSP00000406022";"ENSG00000065320";"ENSG00000182168";999
"ENSP00000319591";"ENSP00000414886";"ENSG00000171385";"ENSG00000182132";999
"ENSP00000332164";"ENSP00000420321";"ENSG00000184347";"ENSG00000169855";999
"ENSP00000420321";"ENSP00000422591";"ENSG00000169855";"ENSG00000145147";999
"ENSP00000422533";"ENSP00000427874";"ENSG00000150471";"ENSG00000145934";999
"ENSP00000226091";"ENSP00000481994";"ENSG00000108947";"ENSG00000106123";999
"ENSP00000392500";"ENSP00000497806";"ENSG00000169760";"ENSG00000132535";999
"ENSP00000232975";"ENSP00000499593";"ENSG00000114854";"ENSG00000118194";999
"ENSP00000304408";"ENSP00000364000";"ENSG00000168542";"ENSG00000204262";998
"ENSP00000264634";"ENSP00000364860";"ENSG00000114251";"ENSG00000169071";998
"ENSP00000226091";"ENSP00000381097";"ENSG00000108947";"ENSG00000154928";998
"ENSP00000328968";"ENSP00000396915";"ENSG00000183873";"ENSG00000105711";998
"ENSP00000344786";"ENSP00000447006";"ENSG00000163531";"ENSG00000018236";998
"ENSP00000264187";"ENSP00000346839";"ENSG00000116962";"ENSG00000115414";997
"ENSP00000325527";"ENSP00000364685";"ENSG00000166147";"ENSG00000117122";997
"ENSP00000299855";"ENSP00000378517";"ENSG00000149968";"ENSG00000118785";997
"ENSP00000263317";"ENSP00000363089";"ENSG00000086991";"ENSG00000136869";996
"ENSP00000360882";"ENSP00000364000";"ENSG00000130635";"ENSG00000204262";996
"ENSP00000346839";"ENSP00000378517";"ENSG00000115414";"ENSG00000118785";996
"ENSP00000265969";"ENSP00000414886";"ENSG00000129159";"ENSG00000182132";996
"ENSP00000477999";"ENSP00000497806";"ENSG00000089250";"ENSG00000132535";996
"ENSP00000346839";"ENSP00000363089";"ENSG00000115414";"ENSG00000136869";995
"ENSP00000225964";"ENSP00000364000";"ENSG00000108821";"ENSG00000204262";995
"ENSP00000325527";"ENSP00000471851";"ENSG00000166147";"ENSG00000142303";995
"ENSP00000371985";"ENSP00000487785";"ENSG00000111262";"ENSG00000177301";995
"ENSP00000370483";"ENSP00000497806";"ENSG00000146938";"ENSG00000132535";995
"ENSP00000225964";"ENSP00000360882";"ENSG00000108821";"ENSG00000130635";994
"ENSP00000346839";"ENSP00000387356";"ENSG00000115414";"ENSG00000157766";994
"ENSP00000335055";"ENSP00000479719";"ENSG00000132970";"ENSG00000055163";993
"ENSP00000261523";"ENSP00000264634";"ENSG00000069667";"ENSG00000114251";992
"ENSP00000204604";"ENSP00000379204";"ENSG00000090539";"ENSG00000101144";991
"ENSP00000329797";"ENSP00000343158";"ENSG00000182985";"ENSG00000082397";990
"ENSP00000257290";"ENSP00000261799";"ENSG00000134853";"ENSG00000113721";989
"ENSP00000284523";"ENSP00000363826";"ENSG00000154342";"ENSG00000177283";989
"ENSP00000325527";"ENSP00000386043";"ENSG00000166147";"ENSG00000049323";989
