"gene_id";"log2FoldChange";"log2CPM";"pvalue";"FDR";"gene_name";"gene_chr";"gene_start";"gene_end";"gene_strand";"gene_length";"gene_biotype";"gene_description"
"ENSG00000001561";-8,18721848419102;4,36983498265658;2,26457473065047e-05;0,00246101813862868;"ENPP4";"6";46129964;46146699;"+";16736;"protein_coding";"ectonucleotide pyrophosphatase/phosphodiesterase 4 [Source:HGNC Symbol;Acc:HGNC:3359]"
"ENSG00000002745";-10,5061186670117;2,46852532347882;7,83597952420961e-05;0,00553935282637621;"WNT16";"7";121325367;121341104;"+";15738;"protein_coding";"Wnt family member 16 [Source:HGNC Symbol;Acc:HGNC:16267]"
"ENSG00000003096";-6,79698841670075;3,95189200353311;0,000206662338328075;0,0110318901600761;"KLHL13";"X";117897813;118117340;"-";219528;"protein_coding";"kelch like family member 13 [Source:HGNC Symbol;Acc:HGNC:22931]"
"ENSG00000003147";-9,26581108413975;1,27322494318665;0,000625935114582704;0,0247693410668456;"ICA1";"7";8113184;8262687;"-";149504;"protein_coding";"islet cell autoantigen 1 [Source:HGNC Symbol;Acc:HGNC:5343]"
"ENSG00000005073";-6,14801306050796;5,08282019505733;0,000327976826592133;0,0153277591128539;"HOXA11";"7";27181157;27185216;"-";4060;"protein_coding";"homeobox A11 [Source:HGNC Symbol;Acc:HGNC:5101]"
"ENSG00000005249";-10,7677916530852;2,72457664470021;5,0155682088844e-05;0,0041032983418572;"PRKAR2B";"7";107044728;107161811;"+";121914;"protein_coding";"protein kinase cAMP-dependent type II regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:9392]"
"ENSG00000006747";-12,0368123619256;3,97686708751083;5,7107184069245e-06;0,000990021020583302;"SCIN";"7";12570363;12653603;"+";83241;"protein_coding";"scinderin [Source:HGNC Symbol;Acc:HGNC:21695]"
"ENSG00000010361";-6,16822259156287;3,3364514731832;0,000598672953713496;0,0239508654427401;"FUZ";"19";49806866;49817376;"-";10511;"protein_coding";"fuzzy planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:26219]"
"ENSG00000011028";-7,84336196257378;3,11405714194619;8,92535436751703e-05;0,00602850558634184;"MRC2";"17";62627401;62693601;"+";66201;"protein_coding";"mannose receptor C-type 2 [Source:HGNC Symbol;Acc:HGNC:16875]"
"ENSG00000011201";-8,51948455861986;3,77995361702126;2,80477171932262e-05;0,00285224914004635;"ANOS1";"X";8528874;8732187;"-";203314;"protein_coding";"anosmin 1 [Source:HGNC Symbol;Acc:HGNC:6211]"
"ENSG00000013016";-11,5858630625031;3,53029980786056;1,23950995585801e-05;0,00166860381536722;"EHD3";"2";31234014;31269451;"+";35438;"protein_coding";"EH domain containing 3 [Source:HGNC Symbol;Acc:HGNC:3244]"
"ENSG00000016082";-10,5554733085102;2,5167428080085;7,23269140999575e-05;0,00520382141249615;"ISL1";"5";51383124;51394730;"+";11607;"protein_coding";"ISL LIM homeobox 1 [Source:HGNC Symbol;Acc:HGNC:6132]"
"ENSG00000018236";-9,82145427879897;1,80417337188428;0,000253233165484927;0,0126463739679619;"CNTN1";"12";40692429;41072412;"+";379984;"protein_coding";"contactin 1 [Source:HGNC Symbol;Acc:HGNC:2171]"
"ENSG00000018869";-5,52902883927735;3,99972353272516;0,000931742848258371;0,0330292406365085;"ZNF582";"19";56382751;56393601;"-";10851;"protein_coding";"zinc finger protein 582 [Source:HGNC Symbol;Acc:HGNC:26421]"
"ENSG00000021645";-8,14679176574744;3,41231544770283;5,29689591155103e-05;0,00425711997616376;"NRXN3";"14";77979904;79868290;"+";1888387;"protein_coding";"neurexin 3 [Source:HGNC Symbol;Acc:HGNC:8010]"
"ENSG00000021762";-11,0931399108245;3,04418426907431;2,87269721527068e-05;0,00288303100043691;"OSBPL5";"11";3087116;3165352;"-";78237;"protein_coding";"oxysterol binding protein like 5 [Source:HGNC Symbol;Acc:HGNC:16392]"
"ENSG00000022267";-14,7132748251287;6,64317847357597;5,59123478019551e-08;4,84653555732852e-05;"FHL1";"X";136146702;136211359;"+";64658;"protein_coding";"four and a half LIM domains 1 [Source:HGNC Symbol;Acc:HGNC:3702]"
"ENSG00000022567";-10,7497305102756;2,70687258134933;5,19051687120535e-05;0,00419924349362449;"SLC45A4";"8";141207166;141308321;"-";101156;"protein_coding";"solute carrier family 45 member 4 [Source:HGNC Symbol;Acc:HGNC:29196]"
"ENSG00000025039";-6,08982210453963;4,68237496926918;0,000347695545680686;0,0160433511230051;"RRAGD";"6";89363509;89412276;"-";48768;"protein_coding";"Ras related GTP binding D [Source:HGNC Symbol;Acc:HGNC:19903]"
"ENSG00000026025";-8,80489415877532;6,92001110927546;3,91757727091477e-06;0,000770936854729313;"VIM";"10";17228210;17237597;"+";9388;"protein_coding";"vimentin [Source:HGNC Symbol;Acc:HGNC:12692]"
"ENSG00000026652";-12,3680751485596;4,3056710612575;3,22355109026928e-06;0,000705402072901477;"AGPAT4";"6";161129980;161274108;"-";144129;"protein_coding";"1-acylglycerol-3-phosphate O-acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:20885]"
"ENSG00000031081";-5,74401700919875;1,98604336165246;0,0014170517261602;0,0448601609935548;"ARHGAP31";"3";119294289;119419476;"+";125188;"protein_coding";"Rho GTPase activating protein 31 [Source:HGNC Symbol;Acc:HGNC:29216]"
"ENSG00000036448";-10,0253845959468;2,00106466257733;0,000176177470393878;0,00968869635522585;"MYOM2";"8";2045043;2145456;"+";200637;"protein_coding";"myomesin 2 [Source:HGNC Symbol;Acc:HGNC:7614]"
"ENSG00000037280";-12,9886784497257;4,92293388624619;1,10487650362013e-06;0,000419001395737441;"FLT4";"5";180601506;180650298;"-";48793;"protein_coding";"fms related receptor tyrosine kinase 4 [Source:HGNC Symbol;Acc:HGNC:3767]"
"ENSG00000043039";-10,6098855865092;2,56994421743699;6,60797836364879e-05;0,00490959306748975;"BARX2";"11";129375237;129452279;"+";77043;"protein_coding";"BARX homeobox 2 [Source:HGNC Symbol;Acc:HGNC:956]"
"ENSG00000044524";-8,351635352177;4,53276940290451;1,70548750007295e-05;0,00204243348446236;"EPHA3";"3";89107524;89482134;"+";374611;"protein_coding";"EPH receptor A3 [Source:HGNC Symbol;Acc:HGNC:3387]"
"ENSG00000046889";-9,62408835372378;1,61457819252928;0,00035005849898975;0,0160709075841373;"PREX2";"8";67951918;68237033;"+";285116;"protein_coding";"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:22950]"
"ENSG00000047597";-10,9633218384754;2,91650686584336;3,60864054166562e-05;0,00330922336422868;"XK";"X";37685686;37732130;"+";46445;"protein_coding";"X-linked Kx blood group antigen, Kell and VPS13A binding protein [Source:HGNC Symbol;Acc:HGNC:12811]"
"ENSG00000048740";-10,1407553241253;2,11285323986074;0,000147021224379661;0,00861908968561342;"CELF2";"10";10462515;11336675;"+";874161;"protein_coding";"CUGBP Elav-like family member 2 [Source:HGNC Symbol;Acc:HGNC:2550]"
"ENSG00000055732";-12,6568144087531;4,59267865302902;1,95628031059521e-06;0,000539548037784311;"MCOLN3";"1";85018082;85048902;"-";30821;"protein_coding";"mucolipin TRP cation channel 3 [Source:HGNC Symbol;Acc:HGNC:13358]"
"ENSG00000057704";-10,4989281256676;2,46150361396655;7,94332170947276e-05;0,00558271370955725;"TMCC3";"12";94567124;94650562;"-";83439;"protein_coding";"transmembrane and coiled-coil domain family 3 [Source:HGNC Symbol;Acc:HGNC:29199]"
"ENSG00000061455";-7,89208019744247;4,0778143637934;3,7622127648246e-05;0,00339027519594565;"PRDM6";"5";123089103;123194266;"+";105164;"protein_coding";"PR/SET domain 6 [Source:HGNC Symbol;Acc:HGNC:9350]"
"ENSG00000061918";-10,3470358024554;2,31337400897947;0,000102863208041747;0,00663978360277983;"GUCY1B1";"4";155758973;155807642;"+";48670;"protein_coding";"guanylate cyclase 1 soluble subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:4687]"
"ENSG00000064042";-10,4771389375592;2,44023101743054;8,27797602601961e-05;0,00571855778374327;"LIMCH1";"4";41359607;41700044;"+";340438;"protein_coding";"LIM and calponin homology domains 1 [Source:HGNC Symbol;Acc:HGNC:29191]"
