"node1_protein";"node2_protein";"node1_gene";"node2_gene";"score"
"ENSP00000220809";"ENSP00000223095";"ENSG00000104368";"ENSG00000106366";999
"ENSP00000249501";"ENSP00000249504";"ENSG00000128710";"ENSG00000128713";999
"ENSP00000222399";"ENSP00000258341";"ENSG00000091136";"ENSG00000135862";999
"ENSP00000159060";"ENSP00000261623";"ENSG00000074771";"ENSG00000051523";999
"ENSP00000244007";"ENSP00000261799";"ENSG00000124181";"ENSG00000113721";999
"ENSP00000262158";"ENSP00000262435";"ENSG00000101665";"ENSG00000108854";999
"ENSP00000219070";"ENSP00000262768";"ENSG00000087245";"ENSG00000035862";999
"ENSP00000254301";"ENSP00000262776";"ENSG00000131981";"ENSG00000108679";999
"ENSP00000261623";"ENSP00000263317";"ENSG00000051523";"ENSG00000086991";999
"ENSP00000254958";"ENSP00000263388";"ENSG00000101384";"ENSG00000074181";999
"ENSP00000262662";"ENSP00000265734";"ENSG00000123080";"ENSG00000105810";999
"ENSP00000267101";"ENSP00000269571";"ENSG00000065361";"ENSG00000141736";999
"ENSP00000230990";"ENSP00000275493";"ENSG00000113070";"ENSG00000146648";999
"ENSP00000261769";"ENSP00000275493";"ENSG00000039068";"ENSG00000146648";999
"ENSP00000267101";"ENSP00000275493";"ENSG00000065361";"ENSG00000146648";999
"ENSP00000269571";"ENSP00000275493";"ENSG00000141736";"ENSG00000146648";999
"ENSP00000262584";"ENSP00000278572";"ENSG00000161016";"ENSG00000149273";999
"ENSP00000242057";"ENSP00000279146";"ENSG00000106546";"ENSG00000110711";999
"ENSP00000226091";"ENSP00000281821";"ENSG00000108947";"ENSG00000116106";999
"ENSP00000261023";"ENSP00000283249";"ENSG00000138448";"ENSG00000115221";999
"ENSP00000267101";"ENSP00000287842";"ENSG00000065361";"ENSG00000157168";999
"ENSP00000269571";"ENSP00000287842";"ENSG00000141736";"ENSG00000157168";999
"ENSP00000275493";"ENSP00000287842";"ENSG00000146648";"ENSG00000157168";999
"ENSP00000264498";"ENSP00000292408";"ENSG00000138685";"ENSG00000160867";999
"ENSP00000263238";"ENSP00000294742";"ENSG00000115091";"ENSG00000162704";999
"ENSP00000287820";"ENSP00000300651";"ENSG00000132170";"ENSG00000125686";999
"ENSP00000264716";"ENSP00000303315";"ENSG00000075426";"ENSG00000171223";999
"ENSP00000262584";"ENSP00000307889";"ENSG00000161016";"ENSG00000167526";999
"ENSP00000278572";"ENSP00000307889";"ENSG00000149273";"ENSG00000167526";999
"ENSP00000290949";"ENSP00000308122";"ENSG00000159720";"ENSG00000105929";999
"ENSP00000262768";"ENSP00000308208";"ENSG00000035862";"ENSG00000157227";999
"ENSP00000257118";"ENSP00000308750";"ENSG00000134686";"ENSG00000173894";999
"ENSP00000303315";"ENSP00000310170";"ENSG00000171223";"ENSG00000175592";999
"ENSP00000211998";"ENSP00000316029";"ENSG00000035403";"ENSG00000137076";999
"ENSP00000275603";"ENSP00000317334";"ENSG00000146731";"ENSG00000120438";999
"ENSP00000264020";"ENSP00000320359";"ENSG00000118096";"ENSG00000128581";999
"ENSP00000280154";"ENSP00000326381";"ENSG00000150593";"ENSG00000156976";999
"ENSP00000286301";"ENSP00000327513";"ENSG00000182578";"ENSG00000184371";999
"ENSP00000263388";"ENSP00000328169";"ENSG00000074181";"ENSG00000184916";999
"ENSP00000301178";"ENSP00000331831";"ENSG00000167601";"ENSG00000183087";999
"ENSP00000226091";"ENSP00000332118";"ENSG00000108947";"ENSG00000182580";999
"ENSP00000232564";"ENSP00000334448";"ENSG00000114450";"ENSG00000186469";999
"ENSP00000305260";"ENSP00000334448";"ENSG00000172354";"ENSG00000186469";999
"ENSP00000043402";"ENSP00000337838";"ENSG00000040608";"ENSG00000115310";999
"ENSP00000275493";"ENSP00000339191";"ENSG00000146648";"ENSG00000105974";999
"ENSP00000264498";"ENSP00000339824";"ENSG00000138685";"ENSG00000068078";999
"ENSP00000322408";"ENSP00000342812";"ENSG00000012817";"ENSG00000114374";999
"ENSP00000261623";"ENSP00000342848";"ENSG00000051523";"ENSG00000188747";999
"ENSP00000317473";"ENSP00000344299";"ENSG00000137955";"ENSG00000188647";999
"ENSP00000261200";"ENSP00000345708";"ENSG00000069431";"ENSG00000187486";999
"ENSP00000260356";"ENSP00000346839";"ENSG00000137801";"ENSG00000115414";999
"ENSP00000261023";"ENSP00000346839";"ENSG00000138448";"ENSG00000115414";999
"ENSP00000315190";"ENSP00000346839";"ENSG00000005884";"ENSG00000115414";999
"ENSP00000339191";"ENSP00000349541";"ENSG00000105974";"ENSG00000177469";999
"ENSP00000322408";"ENSP00000353284";"ENSG00000012817";"ENSG00000067048";999
"ENSP00000342812";"ENSP00000353284";"ENSG00000114374";"ENSG00000067048";999
"ENSP00000262613";"ENSP00000353408";"ENSG00000109062";"ENSG00000147065";999
"ENSP00000322408";"ENSP00000354722";"ENSG00000012817";"ENSG00000198692";999
"ENSP00000342812";"ENSP00000354722";"ENSG00000114374";"ENSG00000198692";999
