"node1_protein";"node2_protein";"node1_gene";"node2_gene";"score"
"ENSP00000220809";"ENSP00000223095";"ENSG00000104368";"ENSG00000106366";999
"ENSP00000249501";"ENSP00000249504";"ENSG00000128710";"ENSG00000128713";999
"ENSP00000222399";"ENSP00000258341";"ENSG00000091136";"ENSG00000135862";999
"ENSP00000262158";"ENSP00000262435";"ENSG00000101665";"ENSG00000108854";999
"ENSP00000219070";"ENSP00000262768";"ENSG00000087245";"ENSG00000035862";999
"ENSP00000230990";"ENSP00000275493";"ENSG00000113070";"ENSG00000146648";999
"ENSP00000275493";"ENSP00000287842";"ENSG00000146648";"ENSG00000157168";999
"ENSP00000263238";"ENSP00000294742";"ENSG00000115091";"ENSG00000162704";999
"ENSP00000262768";"ENSP00000308208";"ENSG00000035862";"ENSG00000157227";999
"ENSP00000211998";"ENSP00000316029";"ENSG00000035403";"ENSG00000137076";999
"ENSP00000275603";"ENSP00000317334";"ENSG00000146731";"ENSG00000120438";999
"ENSP00000286301";"ENSP00000327513";"ENSG00000182578";"ENSG00000184371";999
"ENSP00000301178";"ENSP00000331831";"ENSG00000167601";"ENSG00000183087";999
"ENSP00000232564";"ENSP00000334448";"ENSG00000114450";"ENSG00000186469";999
"ENSP00000275493";"ENSP00000339191";"ENSG00000146648";"ENSG00000105974";999
"ENSP00000322408";"ENSP00000342812";"ENSG00000012817";"ENSG00000114374";999
"ENSP00000317473";"ENSP00000344299";"ENSG00000137955";"ENSG00000188647";999
"ENSP00000260356";"ENSP00000346839";"ENSG00000137801";"ENSG00000115414";999
"ENSP00000261023";"ENSP00000346839";"ENSG00000138448";"ENSG00000115414";999
"ENSP00000315190";"ENSP00000346839";"ENSG00000005884";"ENSG00000115414";999
"ENSP00000339191";"ENSP00000349541";"ENSG00000105974";"ENSG00000177469";999
"ENSP00000322408";"ENSP00000353284";"ENSG00000012817";"ENSG00000067048";999
"ENSP00000342812";"ENSP00000353284";"ENSG00000114374";"ENSG00000067048";999
"ENSP00000322408";"ENSP00000354722";"ENSG00000012817";"ENSG00000198692";999
"ENSP00000342812";"ENSP00000354722";"ENSG00000114374";"ENSG00000198692";999
"ENSP00000353284";"ENSP00000354722";"ENSG00000067048";"ENSG00000198692";999
"ENSP00000351905";"ENSP00000355896";"ENSG00000163513";"ENSG00000092969";999
"ENSP00000265362";"ENSP00000356000";"ENSG00000075213";"ENSG00000076356";999
"ENSP00000232564";"ENSP00000359675";"ENSG00000114450";"ENSG00000174021";999
"ENSP00000359783";"ENSP00000359787";"ENSG00000137965";"ENSG00000137959";999
"ENSP00000232564";"ENSP00000360021";"ENSG00000114450";"ENSG00000172380";999
"ENSP00000264716";"ENSP00000360266";"ENSG00000075426";"ENSG00000177606";999
"ENSP00000310170";"ENSP00000360266";"ENSG00000175592";"ENSG00000177606";999
"ENSP00000264552";"ENSP00000361540";"ENSG00000108106";"ENSG00000117399";999
"ENSP00000263464";"ENSP00000362994";"ENSG00000023445";"ENSG00000056558";999
"ENSP00000353654";"ENSP00000364979";"ENSG00000134871";"ENSG00000187498";999
"ENSP00000216294";"ENSP00000370200";"ENSG00000023608";"ENSG00000164975";999
"ENSP00000346839";"ENSP00000370542";"ENSG00000115414";"ENSG00000115884";999
"ENSP00000249075";"ENSP00000370698";"ENSG00000128342";"ENSG00000134352";999
"ENSP00000360025";"ENSP00000375986";"ENSG00000116717";"ENSG00000085511";999
"ENSP00000300305";"ENSP00000376436";"ENSG00000159216";"ENSG00000134954";999
"ENSP00000361540";"ENSP00000378699";"ENSG00000117399";"ENSG00000170312";999
"ENSP00000261023";"ENSP00000379350";"ENSG00000138448";"ENSG00000150093";999
"ENSP00000315190";"ENSP00000379350";"ENSG00000005884";"ENSG00000150093";999
"ENSP00000316029";"ENSP00000379350";"ENSG00000137076";"ENSG00000150093";999
"ENSP00000346839";"ENSP00000379350";"ENSG00000115414";"ENSG00000150093";999
"ENSP00000346839";"ENSP00000380227";"ENSG00000115414";"ENSG00000115232";999
"ENSP00000379350";"ENSP00000380227";"ENSG00000150093";"ENSG00000115232";999
"ENSP00000262158";"ENSP00000383199";"ENSG00000101665";"ENSG00000049759";999
"ENSP00000356832";"ENSP00000383199";"ENSG00000118515";"ENSG00000049759";999
"ENSP00000251047";"ENSP00000386651";"ENSG00000074695";"ENSG00000180398";999
"ENSP00000249075";"ENSP00000398368";"ENSG00000128342";"ENSG00000113594";999
"ENSP00000346839";"ENSP00000398632";"ENSG00000115414";"ENSG00000026508";999
"ENSP00000358866";"ENSP00000416387";"ENSG00000196924";"ENSG00000162458";999
"ENSP00000261799";"ENSP00000422464";"ENSG00000113721";"ENSG00000145431";999
"ENSP00000419465";"ENSP00000435233";"ENSG00000018408";"ENSG00000187079";999
"ENSP00000322408";"ENSP00000442047";"ENSG00000012817";"ENSG00000183878";999
"ENSP00000342812";"ENSP00000442047";"ENSG00000114374";"ENSG00000183878";999
"ENSP00000353284";"ENSP00000442047";"ENSG00000067048";"ENSG00000183878";999
