"gene_id";"log2FoldChange";"log2CPM";"pvalue";"FDR";"gene_name";"gene_chr";"gene_start";"gene_end";"gene_strand";"gene_length";"gene_biotype";"gene_description"
"ENSG00000001561";7,2882274363436;3,70492145516319;9,16225132278986e-05;0,00682128674146191;"ENPP4";"6";46129964;46146699;"+";16736;"protein_coding";"ectonucleotide pyrophosphatase/phosphodiesterase 4 [Source:HGNC Symbol;Acc:HGNC:3359]"
"ENSG00000003137";7,44665079110997;3,86169969016648;7,00766587545928e-05;0,00559476061100813;"CYP26B1";"2";72129238;72147862;"-";18625;"protein_coding";"cytochrome P450 family 26 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:20581]"
"ENSG00000003436";6,9771227904489;1,57507612467637;0,000877949344654792;0,033363907976516;"TFPI";"2";187464230;187554505;"-";90276;"protein_coding";"tissue factor pathway inhibitor [Source:HGNC Symbol;Acc:HGNC:11760]"
"ENSG00000005073";11,3540570521588;3,04711400849692;1,998418087419e-05;0,00252619475314501;"HOXA11";"7";27181157;27185216;"-";4060;"protein_coding";"homeobox A11 [Source:HGNC Symbol;Acc:HGNC:5101]"
"ENSG00000005884";5,54667344397872;8,20867538185006;0,000683692052402445;0,0281315640992171;"ITGA3";"17";50055968;50090485;"+";34518;"protein_coding";"integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139]"
"ENSG00000009709";10,7268702047781;2,4259797498513;5,83948058828768e-05;0,00486480847362017;"PAX7";"1";18631006;18748866;"+";117861;"protein_coding";"paired box 7 [Source:HGNC Symbol;Acc:HGNC:8621]"
"ENSG00000011201";7,77917390603589;5,95567167220694;2,2415027672224e-05;0,00266974563727995;"ANOS1";"X";8528874;8732187;"-";203314;"protein_coding";"anosmin 1 [Source:HGNC Symbol;Acc:HGNC:6211]"
"ENSG00000012211";6,51469571772466;2,00710139429796;0,000424676387140985;0,0198914278382771;"PRICKLE3";"X";49174802;49186400;"-";11599;"protein_coding";"prickle planar cell polarity protein 3 [Source:HGNC Symbol;Acc:HGNC:6645]"
"ENSG00000013588";6,2798053695613;5,73905055848083;0,000226881199117262;0,0128934975497566;"GPRC5A";"12";12891022;12913666;"+";22645;"protein_coding";"G protein-coupled receptor class C group 5 member A [Source:HGNC Symbol;Acc:HGNC:9836]"
"ENSG00000018408";5,37376495277486;4,29108726531311;0,00103489793705087;0,0373034596992813;"WWTR1";"3";149517229;149724788;"-";207560;"protein_coding";"WW domain containing transcription regulator 1 [Source:HGNC Symbol;Acc:HGNC:24042]"
"ENSG00000019186";12,8374183822994;4,52341188697056;1,54860444725966e-06;0,000536938033399383;"CYP24A1";"20";54145731;54174032;"-";28302;"protein_coding";"cytochrome P450 family 24 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2602]"
"ENSG00000021645";5,38955466793336;3,7891194912461;0,0011340379286361;0,0398096809014697;"NRXN3";"14";77979904;79868290;"+";1888387;"protein_coding";"neurexin 3 [Source:HGNC Symbol;Acc:HGNC:8010]"
"ENSG00000026508";7,32001255132169;7,90625892150235;3,48603114310137e-05;0,00344870787488447;"CD44";"11";35138870;35232402;"+";93533;"protein_coding";"CD44 molecule (IN blood group) [Source:HGNC Symbol;Acc:HGNC:1681]"
"ENSG00000028116";8,29935297272399;5,67882087496365;1,04000625063283e-05;0,00168129592514181;"VRK2";"2";57907651;58164001;"+";256351;"protein_coding";"VRK serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12719]"
"ENSG00000038295";6,75649022604;2,24302807457955;0,000280172679249711;0,0148614156990664;"TLL1";"4";165873124;166105178;"+";232055;"protein_coding";"tolloid like 1 [Source:HGNC Symbol;Acc:HGNC:11843]"
"ENSG00000046604";8,14828072023468;4,55787365261854;2,10102808641053e-05;0,00258412258492776;"DSG2";"18";31498004;31549008;"+";51005;"protein_coding";"desmoglein 2 [Source:HGNC Symbol;Acc:HGNC:3049]"
"ENSG00000047365";9,63252455822474;5,09149775509442;2,02430782516911e-06;0,000627444596545594;"ARAP2";"4";36005186;36244833;"-";239648;"protein_coding";"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:16924]"
"ENSG00000047617";9,42443679323127;3,98846187654481;1,36572238382542e-05;0,00194220660568548;"ANO2";"12";5560241;5948790;"-";388550;"protein_coding";"anoctamin 2 [Source:HGNC Symbol;Acc:HGNC:1183]"
"ENSG00000047936";6,03362009568701;2,78008021915362;0,000727293289065512;0,0292572811952696;"ROS1";"6";117287918;117426065;"-";138148;"protein_coding";"ROS proto-oncogene 1, receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:10261]"
"ENSG00000050555";6,95966744113746;3,94428094438661;9,85208256787837e-05;0,00714491868458526;"LAMC3";"9";131009117;131093059;"+";83943;"protein_coding";"laminin subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:6494]"
"ENSG00000055813";10,3365504040239;2,04103972099154;0,000114618633090858;0,00791803786775289;"CCDC85A";"2";56184123;56386174;"+";202052;"protein_coding";"coiled-coil domain containing 85A [Source:HGNC Symbol;Acc:HGNC:29400]"
"ENSG00000058085";8,73467558945637;6,11252070620871;4,90602381361707e-06;0,00105685623052392;"LAMC2";"1";183186039;183245127;"+";59089;"protein_coding";"laminin subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:6493]"
"ENSG00000058335";9,05626628154194;4,51735928001424;5,47515189386358e-06;0,00111982235869661;"RASGRF1";"15";78959947;79090873;"-";130927;"protein_coding";"Ras protein specific guanine nucleotide releasing factor 1 [Source:HGNC Symbol;Acc:HGNC:9875]"
"ENSG00000059378";12,2255525892222;3,91361471498121;4,45213034030411e-06;0,00104228946531362;"PARP12";"7";140023744;140063721;"-";39978;"protein_coding";"poly(ADP-ribose) polymerase family member 12 [Source:HGNC Symbol;Acc:HGNC:21919]"
"ENSG00000060138";10,0211805644099;7,71253954518;4,17041362965673e-07;0,000226609072539228;"YBX3";"12";10699077;10723442;"-";24366;"protein_coding";"Y-box binding protein 3 [Source:HGNC Symbol;Acc:HGNC:2428]"
"ENSG00000060140";7,33557231008956;1,92429812410831;0,000484967153345886;0,022015115886188;"STYK1";"12";10618923;10674318;"-";55396;"protein_coding";"serine/threonine/tyrosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:18889]"
"ENSG00000060718";8,82597695504498;5,798154632564;3,98484492978137e-06;0,000982993705239952;"COL11A1";"1";102876467;103108580;"-";232114;"protein_coding";"collagen type XI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2186]"
"ENSG00000064655";5,93217374068788;2,37357632612999;0,000915156123357301;0,0342065439701703;"EYA2";"20";46894624;47188844;"+";294221;"protein_coding";"EYA transcriptional coactivator and phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:3520]"
"ENSG00000065320";6,19569158806799;4,82319498969809;0,000268803621965495;0,0144337236891973;"NTN1";"17";9021542;9244000;"+";222459;"protein_coding";"netrin 1 [Source:HGNC Symbol;Acc:HGNC:8029]"
"ENSG00000065325";10,9332075757622;2,63002258973495;4,12123091066872e-05;0,00377928293536034;"GLP2R";"17";9825508;9894163;"+";68656;"protein_coding";"glucagon like peptide 2 receptor [Source:HGNC Symbol;Acc:HGNC:4325]"
"ENSG00000067066";7,12823708489043;2,60748991150632;0,000149786415762616;0,00958563979963667;"SP100";"2";230416156;230545602;"+";129447;"protein_coding";"SP100 nuclear antigen [Source:HGNC Symbol;Acc:HGNC:11206]"
"ENSG00000067798";7,4846380931487;5,66292748073419;3,71948465623132e-05;0,00357286433759255;"NAV3";"12";77571856;78213012;"+";641157;"protein_coding";"neuron navigator 3 [Source:HGNC Symbol;Acc:HGNC:15998]"
"ENSG00000069011";7,77182159990612;3,24218795133649;4,97611537475094e-05;0,00431334419840911;"PITX1";"5";135027734;135034274;"-";6541;"protein_coding";"paired like homeodomain 1 [Source:HGNC Symbol;Acc:HGNC:9004]"
"ENSG00000069188";5,21693061348173;4,19944988023367;0,00137538884305915;0,0459379873581755;"SDK2";"17";73334384;73644481;"-";310098;"protein_coding";"sidekick cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:19308]"
"ENSG00000069702";5,66889187078542;3,08059995237057;0,000924863691142398;0,0344632421082192;"TGFBR3";"1";91680343;91906002;"-";225660;"protein_coding";"transforming growth factor beta receptor 3 [Source:HGNC Symbol;Acc:HGNC:11774]"
"ENSG00000073792";6,00428650152101;6,76744402746962;0,000329193418294036;0,0167149450298642;"IGF2BP2";"3";185643131;185825056;"-";181926;"protein_coding";"insulin like growth factor 2 mRNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:28867]"
"ENSG00000074590";5,57829187640113;5,76622557402411;0,000708234823509854;0,0288022315262156;"NUAK1";"12";106063347;106140033;"-";76687;"protein_coding";"NUAK family kinase 1 [Source:HGNC Symbol;Acc:HGNC:14311]"
"ENSG00000076706";5,44587646599666;7,77332449899759;0,000808761372737422;0,0316940436338844;"MCAM";"11";119305759;119317130;"-";11372;"protein_coding";"melanoma cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:6934]"
"ENSG00000077063";9,27583575612098;1,00546041944113;0,000688491556677538;0,0281315640992171;"CTTNBP2";"7";117710648;117873818;"-";163171;"protein_coding";"cortactin binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15679]"
"ENSG00000077713";6,61112664230159;3,0373013979218;0,000290112993186869;0,0150981024190799;"SLC25A43";"X";119399295;119454478;"+";55184;"protein_coding";"solute carrier family 25 member 43 [Source:HGNC Symbol;Acc:HGNC:30557]"
"ENSG00000078053";8,53869930201343;4,00257425632797;1,33820759237822e-05;0,00191806242551659;"AMPH";"7";38383694;38631567;"-";247874;"protein_coding";"amphiphysin [Source:HGNC Symbol;Acc:HGNC:471]"
"ENSG00000078401";9,12356717739482;4,58436661588122;4,87382376866303e-06;0,00105685623052392;"EDN1";"6";12256463;12297194;"+";40732;"protein_coding";"endothelin 1 [Source:HGNC Symbol;Acc:HGNC:3176]"
"ENSG00000079215";12,5441458500202;4,23102118815691;2,56675481787473e-06;0,000696995742127935;"SLC1A3";"5";36606355;36688334;"+";81980;"protein_coding";"solute carrier family 1 member 3 [Source:HGNC Symbol;Acc:HGNC:10941]"
"ENSG00000079263";10,3243851454665;2,0290674171091;0,000116449601670584;0,00798358772462019;"SP140";"2";230202743;230316571;"+";113829;"protein_coding";"SP140 nuclear body protein [Source:HGNC Symbol;Acc:HGNC:17133]"
"ENSG00000079819";10,8391312517218;7,80777182727913;1,22654341659322e-07;0,000106317951486887;"EPB41L2";"6";130827955;131063322;"-";235368;"protein_coding";"erythrocyte membrane protein band 4.1 like 2 [Source:HGNC Symbol;Acc:HGNC:3379]"
"ENSG00000080007";7,80294979802348;3,27297953470904;4,71335659509622e-05;0,00417462119104829;"DDX43";"6";73394562;73417566;"+";23005;"protein_coding";"DEAD-box helicase 43 [Source:HGNC Symbol;Acc:HGNC:18677]"
"ENSG00000080573";8,24959816211878;3,71552355720125;2,19777414676932e-05;0,00266283990802177;"COL5A3";"19";9959561;10010532;"-";50972;"protein_coding";"collagen type V alpha 3 chain [Source:HGNC Symbol;Acc:HGNC:14864]"
"ENSG00000081803";5,53107885514002;2,54462995838981;0,00110331531754854;0,038997376165701;"CADPS2";"7";122318424;122886759;"-";568336;"protein_coding";"calcium dependent secretion activator 2 [Source:HGNC Symbol;Acc:HGNC:16018]"
"ENSG00000082397";7,06340431095548;6,88451043412785;5,5042532019317e-05;0,00467104526968591;"EPB41L3";"18";5392276;5630663;"-";238388;"protein_coding";"erythrocyte membrane protein band 4.1 like 3 [Source:HGNC Symbol;Acc:HGNC:3380]"
"ENSG00000087077";5,28062990400032;5,83692527958133;0,00112965902119026;0,0397356196381186;"TRIP6";"7";100867328;100873454;"+";6127;"protein_coding";"thyroid hormone receptor interactor 6 [Source:HGNC Symbol;Acc:HGNC:12311]"
"ENSG00000087494";5,84171954199164;2,2857483696041;0,00105373652353646;0,0377255221492441;"PTHLH";"12";27958084;27972864;"-";14781;"protein_coding";"parathyroid hormone like hormone [Source:HGNC Symbol;Acc:HGNC:9607]"
"ENSG00000089327";13,7168480287041;5,40106027975161;3,38560941322388e-07;0,000208909315759031;"FXYD5";"19";35154722;35169885;"+";15164;"protein_coding";"FXYD domain containing ion transport regulator 5 [Source:HGNC Symbol;Acc:HGNC:4029]"
"ENSG00000090530";7,49415229390794;3,51367595283174;6,99754942747064e-05;0,00559476061100813;"P3H2";"3";189956728;190122437;"-";165710;"protein_coding";"prolyl 3-hydroxylase 2 [Source:HGNC Symbol;Acc:HGNC:19317]"
"ENSG00000092607";10,9411962901499;2,63792904698452;4,03599539066721e-05;0,00374496043045505;"TBX15";"1";118883043;118989556;"-";106514;"protein_coding";"T-box transcription factor 15 [Source:HGNC Symbol;Acc:HGNC:11594]"
"ENSG00000092969";9,12231177545173;6,81521881078177;1,97309555314749e-06;0,000619245833688685;"TGFB2";"1";218345284;218444619;"+";99336;"protein_coding";"transforming growth factor beta 2 [Source:HGNC Symbol;Acc:HGNC:11768]"
"ENSG00000095777";11,4690314788466;3,16124167540412;1,64218533483702e-05;0,00222097668989514;"MYO3A";"10";25934073;26212536;"+";278464;"protein_coding";"myosin IIIA [Source:HGNC Symbol;Acc:HGNC:7601]"
"ENSG00000097096";7,4042805419393;4,7891011258695;4,84247262358895e-05;0,00421758512761673;"SYDE2";"1";85156381;85201725;"-";45345;"protein_coding";"synapse defective Rho GTPase homolog 2 [Source:HGNC Symbol;Acc:HGNC:25841]"
"ENSG00000099399";10,3528800324199;5,81015817642176;5,83042328239628e-07;0,000258962828666188;"MAGEB2";"X";30215558;30220089;"+";4532;"protein_coding";"MAGE family member B2 [Source:HGNC Symbol;Acc:HGNC:6809]"
"ENSG00000099860";6,1761306343213;3,57646600994834;0,00039269463372087;0,0189356832254861;"GADD45B";"19";2476125;2478259;"+";2135;"protein_coding";"growth arrest and DNA damage inducible beta [Source:HGNC Symbol;Acc:HGNC:4096]"
"ENSG00000099954";5,90445684921633;3,12296908833374;0,000607582880270918;0,0257968990061629;"CECR2";"22";17359949;17558155;"+";198207;"protein_coding";"CECR2 histone acetyl-lysine reader [Source:HGNC Symbol;Acc:HGNC:1840]"
"ENSG00000100342";10,8077437667706;2,50591371462346;5,07295457283044e-05;0,00437644512271244;"APOL1";"22";36253071;36267531;"+";14461;"protein_coding";"apolipoprotein L1 [Source:HGNC Symbol;Acc:HGNC:618]"
"ENSG00000100385";7,79888448737961;4,21086389448295;3,81968639556775e-05;0,00363436203062224;"IL2RB";"22";37125838;37175118;"-";49281;"protein_coding";"interleukin 2 receptor subunit beta [Source:HGNC Symbol;Acc:HGNC:6009]"
