"gene_id";"log2FoldChange";"log2CPM";"pvalue";"FDR";"gene_name";"gene_chr";"gene_start";"gene_end";"gene_strand";"gene_length";"gene_biotype";"gene_description"
"ENSG00000003147";5,30417697960101;6,53784255625345;0,00104732761749463;0,0322853592231241;"ICA1";"7";8113184;8262687;"-";149504;"protein_coding";"islet cell autoantigen 1 [Source:HGNC Symbol;Acc:HGNC:5343]"
"ENSG00000005108";5,40565788351958;4,17436291510952;0,00101808728431478;0,0315442431257565;"THSD7A";"7";11370435;11832198;"-";461764;"protein_coding";"thrombospondin type 1 domain containing 7A [Source:HGNC Symbol;Acc:HGNC:22207]"
"ENSG00000005471";7,045728445079;4,58060247049511;9,89812735763044e-05;0,00571986070764911;"ABCB4";"7";87398988;87476722;"-";77735;"protein_coding";"ATP binding cassette subfamily B member 4 [Source:HGNC Symbol;Acc:HGNC:45]"
"ENSG00000006047";5,29698048757774;2,87237260733233;0,00188366626764037;0,0497293358518603;"YBX2";"17";7288252;7294557;"-";6306;"protein_coding";"Y-box binding protein 2 [Source:HGNC Symbol;Acc:HGNC:17948]"
"ENSG00000006210";11,3654522563509;2,96042941079428;1,87815299930004e-05;0,00183806554012143;"CX3CL1";"16";57372458;57385048;"+";12591;"protein_coding";"C-X3-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10647]"
"ENSG00000006788";9,47178096154326;1,12206802697094;0,000466676757395484;0,0176441881226459;"MYH13";"17";10300866;10373005;"-";72140;"protein_coding";"myosin heavy chain 13 [Source:HGNC Symbol;Acc:HGNC:7571]"
"ENSG00000007237";6,62335853276844;2,64220726104419;0,000466718484923034;0,0176441881226459;"GAS7";"17";9910609;10198551;"-";287943;"protein_coding";"growth arrest specific 7 [Source:HGNC Symbol;Acc:HGNC:4169]"
"ENSG00000007402";8,25867460647492;7,26892163096831;7,87704267343726e-06;0,00103862411460967;"CACNA2D2";"3";50362613;50504244;"-";141632;"protein_coding";"calcium voltage-gated channel auxiliary subunit alpha2delta 2 [Source:HGNC Symbol;Acc:HGNC:1400]"
"ENSG00000008196";13,6397481756686;8,68521671307119;3,2026655595813e-09;1,16596242362117e-05;"TFAP2B";"6";50817692;50847619;"+";29928;"protein_coding";"transcription factor AP-2 beta [Source:HGNC Symbol;Acc:HGNC:11743]"
"ENSG00000008277";5,57432280161681;7,48076142081145;0,000657524795659625;0,0228899000619748;"ADAM22";"7";87934143;88202889;"+";268747;"protein_coding";"ADAM metallopeptidase domain 22 [Source:HGNC Symbol;Acc:HGNC:201]"
"ENSG00000013293";9,52465662104276;1,17230666267194;0,000430041383815312;0,0165497744388797;"SLC7A14";"3";170459554;170586074;"-";126521;"protein_coding";"solute carrier family 7 member 14 [Source:HGNC Symbol;Acc:HGNC:29326]"
"ENSG00000016082";6,96427039764943;8,29601042690883;6,3101601696929e-05;0,00411698371214766;"ISL1";"5";51383124;51394730;"+";11607;"protein_coding";"ISL LIM homeobox 1 [Source:HGNC Symbol;Acc:HGNC:6132]"
"ENSG00000016490";9,66080147764215;1,30205542967296;0,000341561933480291;0,0138552861079716;"CLCA1";"1";86468843;86500294;"+";31452;"protein_coding";"chloride channel accessory 1 [Source:HGNC Symbol;Acc:HGNC:2015]"
"ENSG00000018236";7,75355615598033;6,26779950402198;2,07306721854612e-05;0,00193518167072795;"CNTN1";"12";40692429;41072412;"+";379984;"protein_coding";"contactin 1 [Source:HGNC Symbol;Acc:HGNC:2171]"
"ENSG00000018869";10,477485830429;2,09019970237809;8,63270673721814e-05;0,00517763297323169;"ZNF582";"19";56382751;56393601;"-";10851;"protein_coding";"zinc finger protein 582 [Source:HGNC Symbol;Acc:HGNC:26421]"
"ENSG00000019991";7,71395291123851;3,7115748919748;7,29704455632608e-05;0,00459612809892054;"HGF";"7";81699006;81770438;"-";71433;"protein_coding";"hepatocyte growth factor [Source:HGNC Symbol;Acc:HGNC:4893]"
"ENSG00000033627";7,39516152107015;5,33412265941918;4,29460367708246e-05;0,0031367707975185;"ATP6V0A1";"17";42458844;42522579;"+";63736;"protein_coding";"ATPase H+ transporting V0 subunit a1 [Source:HGNC Symbol;Acc:HGNC:865]"
"ENSG00000036565";14,5043645200118;6,08041486219874;8,36188108151024e-08;6,76494761452137e-05;"SLC18A1";"8";20144855;20183206;"-";38352;"protein_coding";"solute carrier family 18 member A1 [Source:HGNC Symbol;Acc:HGNC:10934]"
"ENSG00000041515";5,48699523329307;3,45981555135686;0,00109484565548247;0,0331329600444678;"MYO16";"13";108495729;109208007;"+";804064;"protein_coding";"myosin XVI [Source:HGNC Symbol;Acc:HGNC:29822]"
"ENSG00000042062";10,5494226907088;2,16027832968336;7,62730618644011e-05;0,0047385615874324;"RIPOR3";"20";50586108;50692004;"-";105897;"protein_coding";"RIPOR family member 3 [Source:HGNC Symbol;Acc:HGNC:16168]"
"ENSG00000044115";6,09490098670556;7,48645511909122;0,00027939178010478;0,0120373220668576;"CTNNA1";"5";138753386;138935034;"+";181649;"protein_coding";"catenin alpha 1 [Source:HGNC Symbol;Acc:HGNC:2509]"
"ENSG00000049540";5,91401451683992;5,66202185450013;0,000417571356063035;0,0161896728315557;"ELN";"7";74027772;74069907;"+";42136;"protein_coding";"elastin [Source:HGNC Symbol;Acc:HGNC:3327]"
"ENSG00000050165";5,47558668097556;5,88169761741341;0,000804534664125943;0,0267243512611032;"DKK3";"11";11962996;12009827;"-";46832;"protein_coding";"dickkopf WNT signaling pathway inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:2893]"
"ENSG00000051523";7,37371880041166;3,37638244082977;0,000130178085347341;0,00702113092615601;"CYBA";"16";88643289;88651084;"-";7796;"protein_coding";"cytochrome b-245 alpha chain [Source:HGNC Symbol;Acc:HGNC:2577]"
"ENSG00000053918";5,91704416644309;1,96055766443283;0,00150059519694936;0,0416075161768001;"KCNQ1";"11";2444991;2849110;"+";484365;"protein_coding";"potassium voltage-gated channel subfamily Q member 1 [Source:HGNC Symbol;Acc:HGNC:6294]"
"ENSG00000054356";7,55023513841903;3,55013851620524;9,6334233734575e-05;0,00563495259765253;"PTPRN";"2";219289623;219309573;"-";19951;"protein_coding";"protein tyrosine phosphatase receptor type N [Source:HGNC Symbol;Acc:HGNC:9676]"
"ENSG00000054803";11,9478144881294;3,53575490832071;6,92559365002336e-06;0,000955049857661933;"CBLN4";"20";55997357;56005472;"-";8116;"protein_coding";"cerebellin 4 precursor [Source:HGNC Symbol;Acc:HGNC:16231]"
"ENSG00000055118";9,32818317199879;6,84907277561883;1,95469677135181e-06;0,000426123896154696;"KCNH2";"7";150944956;150978314;"-";33359;"protein_coding";"potassium voltage-gated channel subfamily H member 2 [Source:HGNC Symbol;Acc:HGNC:6251]"
"ENSG00000056291";6,27425138766704;3,2536341151565;0,000391154603057572;0,0153949994366637;"NPFFR2";"4";72031804;72148201;"+";116398;"protein_coding";"neuropeptide FF receptor 2 [Source:HGNC Symbol;Acc:HGNC:4525]"
"ENSG00000056487";6,93600539846638;5,19694478772457;8,07621026963919e-05;0,00494155480800814;"PHF21B";"22";44881162;45009928;"-";128767;"protein_coding";"PHD finger protein 21B [Source:HGNC Symbol;Acc:HGNC:25161]"
"ENSG00000059915";7,07885090873227;3,08692593190602;0,000215655404421502;0,0100014658004703;"PSD";"10";102402617;102420164;"-";17548;"protein_coding";"pleckstrin and Sec7 domain containing [Source:HGNC Symbol;Acc:HGNC:9507]"
"ENSG00000060709";9,29526967271599;5,84088404757142;2,96498105377169e-06;0,000550730103283735;"RIMBP2";"12";130396133;130716361;"-";320229;"protein_coding";"RIMS binding protein 2 [Source:HGNC Symbol;Acc:HGNC:30339]"
"ENSG00000061337";8,5134704772892;4,50296937725569;1,85187333855493e-05;0,00182214326387651;"LZTS1";"8";20246165;20303981;"-";57817;"protein_coding";"leucine zipper tumor suppressor 1 [Source:HGNC Symbol;Acc:HGNC:13861]"
"ENSG00000065609";8,23657469387128;4,2284019222485;2,98562899414861e-05;0,00244808128740933;"SNAP91";"6";83552885;83709408;"-";156524;"protein_coding";"synaptosome associated protein 91 [Source:HGNC Symbol;Acc:HGNC:14986]"
