"gene_id";"log2FoldChange";"log2CPM";"pvalue";"FDR";"gene_name";"gene_chr";"gene_start";"gene_end";"gene_strand";"gene_length";"gene_biotype";"gene_description"
"ENSG00000002587";-9,46637811702449;1,08628309673898;0,000479859716643944;0,0179915271309366;"HS3ST1";"4";11393150;11434398;"-";41249;"protein_coding";"heparan sulfate-glucosamine 3-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5194]"
"ENSG00000003436";-7,3709313858781;1,9088732277086;0,000398418762948413;0,0156133837286329;"TFPI";"2";187464230;187554505;"-";90276;"protein_coding";"tissue factor pathway inhibitor [Source:HGNC Symbol;Acc:HGNC:11760]"
"ENSG00000005073";-11,8030635613654;3,3857088706033;8,87887315083179e-06;0,00112628660602502;"HOXA11";"7";27181157;27185216;"-";4060;"protein_coding";"homeobox A11 [Source:HGNC Symbol;Acc:HGNC:5101]"
"ENSG00000005884";-5,43979295488771;8,06096793669293;0,000820904198617885;0,0270987270706501;"ITGA3";"17";50055968;50090485;"+";34518;"protein_coding";"integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139]"
"ENSG00000006327";-5,35106380717832;6,41889729183999;0,000981909376747944;0,0308699419429064;"TNFRSF12A";"16";3020312;3022383;"+";2072;"protein_coding";"TNF receptor superfamily member 12A [Source:HGNC Symbol;Acc:HGNC:18152]"
"ENSG00000006606";-10,4756191351137;2,07204919678334;8,63270673721814e-05;0,00517763297323169;"CCL26";"7";75769524;75791583;"-";22060;"protein_coding";"C-C motif chemokine ligand 26 [Source:HGNC Symbol;Acc:HGNC:10625]"
"ENSG00000008513";-6,25451028766752;8,53627664697095;0,000208243489770377;0,00983550783479927;"ST3GAL1";"8";133454848;133572534;"-";117687;"protein_coding";"ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10862]"
"ENSG00000012211";-8,42990070098995;3,84717278833311;1,39979688138152e-05;0,00152954310011344;"PRICKLE3";"X";49174802;49186400;"-";11599;"protein_coding";"prickle planar cell polarity protein 3 [Source:HGNC Symbol;Acc:HGNC:6645]"
"ENSG00000013297";-5,85803262378477;2,25737256987971;0,000892735718890618;0,0288384530451924;"CLDN11";"3";170418865;170434691;"+";15827;"protein_coding";"claudin 11 [Source:HGNC Symbol;Acc:HGNC:8514]"
"ENSG00000013588";-6,31632547399278;5,73174572115426;0,000201081418616866;0,00963562472789453;"GPRC5A";"12";12891022;12913666;"+";22645;"protein_coding";"G protein-coupled receptor class C group 5 member A [Source:HGNC Symbol;Acc:HGNC:9836]"
"ENSG00000018408";-8,29720507083006;7,13729159819916;7,85465690847394e-06;0,00103862411460967;"WWTR1";"3";149517229;149724788;"-";207560;"protein_coding";"WW domain containing transcription regulator 1 [Source:HGNC Symbol;Acc:HGNC:24042]"
"ENSG00000020633";-5,85803262378477;2,25737256987971;0,000892735718890618;0,0288384530451924;"RUNX3";"1";24899511;24965158;"-";65648;"protein_coding";"RUNX family transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:10473]"
"ENSG00000023191";-7,11799954296592;5,76465259704441;5,71111021576437e-05;0,0038220345315279;"RNH1";"11";494512;507283;"-";25544;"protein_coding";"ribonuclease/angiogenin inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:10074]"
"ENSG00000024422";-5,14452506543102;5,16586210820687;0,00142183704931756;0,040064550787504;"EHD2";"19";47713344;47743134;"+";29791;"protein_coding";"EH domain containing 2 [Source:HGNC Symbol;Acc:HGNC:3243]"
"ENSG00000026508";-7,18925663903743;7,73312297001694;4,43725664731376e-05;0,0031821040615223;"CD44";"11";35138870;35232402;"+";93533;"protein_coding";"CD44 molecule (IN blood group) [Source:HGNC Symbol;Acc:HGNC:1681]"
"ENSG00000027869";-5,33536232952531;2,71361734965011;0,0013986260710263;0,0395329043026269;"SH2D2A";"1";156806238;156816853;"-";10616;"protein_coding";"SH2 domain containing 2A [Source:HGNC Symbol;Acc:HGNC:10821]"
"ENSG00000028116";-6,16889903398136;3,52557299810465;0,000344209560527985;0,013908205616628;"VRK2";"2";57907651;58164001;"+";256351;"protein_coding";"VRK serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12719]"
"ENSG00000029153";-5,02826127353262;3,91280187494765;0,00180718204125753;0,0480586335968017;"ARNTL2";"12";27332854;27425813;"+";92960;"protein_coding";"basic helix-loop-helix ARNT like 2 [Source:HGNC Symbol;Acc:HGNC:18984]"
