"node1_protein";"node2_protein";"node1_gene";"node2_gene";"score"
"ENSP00000261590";"ENSP00000280904";"ENSG00000046604";"ENSG00000134755";999
"ENSP00000263341";"ENSP00000314807";"ENSG00000125538";"ENSG00000196083";999
"ENSP00000286744";"ENSP00000333539";"ENSG00000156218";"ENSG00000151338";999
"ENSP00000222693";"ENSP00000339191";"ENSG00000105971";"ENSG00000105974";999
"ENSP00000228928";"ENSP00000342278";"ENSG00000111331";"ENSG00000111335";999
"ENSP00000300061";"ENSP00000345751";"ENSG00000166828";"ENSG00000168447";999
"ENSP00000242786";"ENSP00000356030";"ENSG00000123146";"ENSG00000196352";999
"ENSP00000264144";"ENSP00000375778";"ENSG00000058085";"ENSG00000196878";999
"ENSP00000226317";"ENSP00000379110";"ENSG00000124875";"ENSG00000163739";999
"ENSP00000200181";"ENSP00000386896";"ENSG00000132470";"ENSG00000091409";999
"ENSP00000280357";"ENSP00000387211";"ENSG00000150782";"ENSG00000115604";999
"ENSP00000378365";"ENSP00000441600";"ENSG00000006606";"ENSG00000183625";999
"ENSP00000340510";"ENSP00000465630";"ENSG00000118898";"ENSG00000167880";999
"ENSP00000261590";"ENSP00000369129";"ENSG00000046604";"ENSG00000096696";998
"ENSP00000280904";"ENSP00000369129";"ENSG00000134755";"ENSG00000096696";998
"ENSP00000388566";"ENSP00000433209";"ENSG00000196954";"ENSG00000104518";998
"ENSP00000162749";"ENSP00000464030";"ENSG00000067182";"ENSG00000263528";998
"ENSP00000162749";"ENSP00000263341";"ENSG00000067182";"ENSG00000125538";997
"ENSP00000266503";"ENSP00000338283";"ENSG00000029153";"ENSG00000170485";997
"ENSP00000274276";"ENSP00000498630";"ENSG00000145623";"ENSG00000164509";997
"ENSP00000353408";"ENSP00000398632";"ENSG00000147065";"ENSG00000026508";996
"ENSP00000410242";"ENSP00000437621";"ENSG00000073792";"ENSG00000149948";996
"ENSP00000265371";"ENSP00000496491";"ENSG00000099250";"ENSG00000170381";996
"ENSP00000384794";"ENSP00000498660";"ENSG00000128274";"ENSG00000169255";996
"ENSP00000263946";"ENSP00000369129";"ENSG00000081277";"ENSG00000096696";995
"ENSP00000264832";"ENSP00000398632";"ENSG00000090339";"ENSG00000026508";995
"ENSP00000317272";"ENSP00000398632";"ENSG00000105976";"ENSG00000026508";995
"ENSP00000263334";"ENSP00000287820";"ENSG00000125618";"ENSG00000132170";994
"ENSP00000263341";"ENSP00000306512";"ENSG00000125538";"ENSG00000169429";994
"ENSP00000364801";"ENSP00000364802";"ENSG00000204388";"ENSG00000204389";994
"ENSP00000381601";"ENSP00000496832";"ENSG00000157601";"ENSG00000187608";994
"ENSP00000313391";"ENSP00000496870";"ENSG00000153071";"ENSG00000081479";993
"ENSP00000297261";"ENSP00000496870";"ENSG00000164690";"ENSG00000081479";992
"ENSP00000264832";"ENSP00000353408";"ENSG00000090339";"ENSG00000147065";991
"ENSP00000339191";"ENSP00000353731";"ENSG00000105974";"ENSG00000197635";991
"ENSP00000359339";"ENSP00000498596";"ENSG00000164430";"ENSG00000184584";991
"ENSP00000263341";"ENSP00000280357";"ENSG00000125538";"ENSG00000150782";990
"ENSP00000283147";"ENSP00000328181";"ENSG00000153162";"ENSG00000183691";990
"ENSP00000339191";"ENSP00000399376";"ENSG00000105974";"ENSG00000171867";990
"ENSP00000372035";"ENSP00000419465";"ENSG00000150457";"ENSG00000018408";989
"ENSP00000444198";"ENSP00000501092";"ENSG00000164442";"ENSG00000137203";989
"ENSP00000464030";"ENSP00000498596";"ENSG00000263528";"ENSG00000184584";988
"ENSP00000306512";"ENSP00000441600";"ENSG00000169429";"ENSG00000183625";986
"ENSP00000263341";"ENSP00000388566";"ENSG00000125538";"ENSG00000196954";985
"ENSP00000264051";"ENSP00000281821";"ENSG00000066248";"ENSG00000116106";984
"ENSP00000355245";"ENSP00000372170";"ENSG00000198807";"ENSG00000163132";983
"ENSP00000366109";"ENSP00000386881";"ENSG00000135046";"ENSG00000135636";983
"ENSP00000200181";"ENSP00000315190";"ENSG00000132470";"ENSG00000005884";982
"ENSP00000200181";"ENSP00000375778";"ENSG00000132470";"ENSG00000196878";982
"ENSP00000331902";"ENSP00000378340";"ENSG00000188153";"ENSG00000197565";982
"ENSP00000243346";"ENSP00000395590";"ENSG00000123609";"ENSG00000068079";982
"ENSP00000286628";"ENSP00000496939";"ENSG00000156113";"ENSG00000104783";981
"ENSP00000256759";"ENSP00000295228";"ENSG00000134363";"ENSG00000163083";980
"ENSP00000300305";"ENSP00000382800";"ENSG00000159216";"ENSG00000020633";980
"ENSP00000333657";"ENSP00000381601";"ENSG00000183486";"ENSG00000157601";979
"ENSP00000379330";"ENSP00000389377";"ENSG00000101096";"ENSG00000131196";979
"ENSP00000391592";"ENSP00000457421";"ENSG00000111679";"ENSG00000261371";979
"ENSP00000333657";"ENSP00000496832";"ENSG00000183486";"ENSG00000187608";979
"ENSP00000263341";"ENSP00000379110";"ENSG00000125538";"ENSG00000163739";978
"ENSP00000342278";"ENSP00000381601";"ENSG00000111335";"ENSG00000157601";978
"ENSP00000357801";"ENSP00000366109";"ENSG00000197747";"ENSG00000135046";977
"ENSP00000263341";"ENSP00000357470";"ENSG00000125538";"ENSG00000160712";975
"ENSP00000256495";"ENSP00000338283";"ENSG00000134107";"ENSG00000170485";972
"ENSP00000357709";"ENSP00000357801";"ENSG00000197956";"ENSG00000197747";972
"ENSP00000369129";"ENSP00000465630";"ENSG00000096696";"ENSG00000167880";969
"ENSP00000228928";"ENSP00000381601";"ENSG00000111331";"ENSG00000157601";967
"ENSP00000280357";"ENSP00000388566";"ENSG00000150782";"ENSG00000196954";967
"ENSP00000297261";"ENSP00000379258";"ENSG00000164690";"ENSG00000106571";966
"ENSP00000242465";"ENSP00000398632";"ENSG00000122862";"ENSG00000026508";966
"ENSP00000220616";"ENSP00000496870";"ENSG00000042832";"ENSG00000081479";966
"ENSP00000200181";"ENSP00000264144";"ENSG00000132470";"ENSG00000058085";965
"ENSP00000260356";"ENSP00000315190";"ENSG00000137801";"ENSG00000005884";965
"ENSP00000359787";"ENSP00000381601";"ENSG00000137959";"ENSG00000157601";965
"ENSP00000233156";"ENSP00000366307";"ENSG00000003436";"ENSG00000178726";963
"ENSP00000359787";"ENSP00000496832";"ENSG00000137959";"ENSG00000187608";963
"ENSP00000357113";"ENSP00000498596";"ENSG00000163565";"ENSG00000184584";963
"ENSP00000265052";"ENSP00000442464";"ENSG00000074416";"ENSG00000144959";962
"ENSP00000261590";"ENSP00000353608";"ENSG00000046604";"ENSG00000134762";961
"ENSP00000379097";"ENSP00000404131";"ENSG00000109321";"ENSG00000163235";960
"ENSP00000263774";"ENSP00000265052";"ENSG00000213619";"ENSG00000074416";959
"ENSP00000310219";"ENSP00000364801";"ENSG00000173110";"ENSG00000204388";959
"ENSP00000264144";"ENSP00000398632";"ENSG00000058085";"ENSG00000026508";958
"ENSP00000241125";"ENSP00000372295";"ENSG00000121743";"ENSG00000165474";957
"ENSP00000369129";"ENSP00000373489";"ENSG00000096696";"ENSG00000111057";957
"ENSP00000306512";"ENSP00000379110";"ENSG00000169429";"ENSG00000163739";957
"ENSP00000305372";"ENSP00000358301";"ENSG00000169252";"ENSG00000043591";956
"ENSP00000297261";"ENSP00000400341";"ENSG00000164690";"ENSG00000125798";956
"ENSP00000314807";"ENSP00000387211";"ENSG00000196083";"ENSG00000115604";955
"ENSP00000395590";"ENSP00000496832";"ENSG00000068079";"ENSG00000187608";954
"ENSP00000340510";"ENSP00000369129";"ENSG00000118898";"ENSG00000096696";953
"ENSP00000371770";"ENSP00000396198";"ENSG00000137440";"ENSG00000129682";952
"ENSP00000342278";"ENSP00000496832";"ENSG00000111335";"ENSG00000187608";951
"ENSP00000353114";"ENSP00000357801";"ENSG00000185567";"ENSG00000197747";949
"ENSP00000398632";"ENSP00000457421";"ENSG00000026508";"ENSG00000261371";949
"ENSP00000333657";"ENSP00000342278";"ENSG00000183486";"ENSG00000111335";948
"ENSP00000264832";"ENSP00000379097";"ENSG00000090339";"ENSG00000109321";947
"ENSP00000330382";"ENSP00000404131";"ENSG00000100311";"ENSG00000163235";947
"ENSP00000353608";"ENSP00000369129";"ENSG00000134762";"ENSG00000096696";946
"ENSP00000201031";"ENSP00000444198";"ENSG00000087510";"ENSG00000164442";945
"ENSP00000264832";"ENSP00000306512";"ENSG00000090339";"ENSG00000169429";943
"ENSP00000356437";"ENSP00000356444";"ENSG00000111961";"ENSG00000203727";941
"ENSP00000228928";"ENSP00000496832";"ENSG00000111331";"ENSG00000187608";941
"ENSP00000316924";"ENSP00000411821";"ENSG00000154930";"ENSG00000108602";940
"ENSP00000379110";"ENSP00000441600";"ENSG00000163739";"ENSG00000183625";938
"ENSP00000264051";"ENSP00000351209";"ENSG00000066248";"ENSG00000142627";937
"ENSP00000297261";"ENSP00000328181";"ENSG00000164690";"ENSG00000183691";936
"ENSP00000342278";"ENSP00000359787";"ENSG00000111335";"ENSG00000137959";935
"ENSP00000295550";"ENSP00000364000";"ENSG00000163359";"ENSG00000204262";935
"ENSP00000264832";"ENSP00000339191";"ENSG00000090339";"ENSG00000105974";934
"ENSP00000222693";"ENSP00000399376";"ENSG00000105971";"ENSG00000171867";934
"ENSP00000220616";"ENSP00000263334";"ENSG00000042832";"ENSG00000125618";933
"ENSP00000245817";"ENSP00000395294";"ENSG00000125657";"ENSG00000125726";933
"ENSP00000249075";"ENSP00000274276";"ENSG00000128342";"ENSG00000145623";932
"ENSP00000263341";"ENSP00000433209";"ENSG00000125538";"ENSG00000104518";932
"ENSP00000280357";"ENSP00000433209";"ENSG00000150782";"ENSG00000104518";932
"ENSP00000201031";"ENSP00000501092";"ENSG00000087510";"ENSG00000137203";931
"ENSP00000264051";"ENSP00000337451";"ENSG00000066248";"ENSG00000044524";930
"ENSP00000331678";"ENSP00000369129";"ENSG00000184363";"ENSG00000096696";930
"ENSP00000249750";"ENSP00000389241";"ENSG00000128918";"ENSG00000073737";930
"ENSP00000264051";"ENSP00000480763";"ENSG00000066248";"ENSG00000145242";930
"ENSP00000331678";"ENSP00000353608";"ENSG00000184363";"ENSG00000134762";929
"ENSP00000264051";"ENSP00000358309";"ENSG00000066248";"ENSG00000135333";928
"ENSP00000355124";"ENSP00000373489";"ENSG00000171345";"ENSG00000111057";928
"ENSP00000280357";"ENSP00000306512";"ENSG00000150782";"ENSG00000169429";926
"ENSP00000261590";"ENSP00000331678";"ENSG00000046604";"ENSG00000184363";926
"ENSP00000337451";"ENSP00000358309";"ENSG00000044524";"ENSG00000135333";924
"ENSP00000375778";"ENSP00000398632";"ENSG00000196878";"ENSG00000026508";924
"ENSP00000340989";"ENSP00000419465";"ENSG00000175793";"ENSG00000018408";924
"ENSP00000249750";"ENSP00000308032";"ENSG00000128918";"ENSG00000167600";923
"ENSP00000341032";"ENSP00000363826";"ENSG00000188064";"ENSG00000177283";923
"ENSP00000228928";"ENSP00000359787";"ENSG00000111331";"ENSG00000137959";922
"ENSP00000357113";"ENSP00000359339";"ENSG00000163565";"ENSG00000164430";921
"ENSP00000295550";"ENSP00000398632";"ENSG00000163359";"ENSG00000026508";921
"ENSP00000300305";"ENSP00000433488";"ENSG00000159216";"ENSG00000151702";921
"ENSP00000290295";"ENSP00000484945";"ENSG00000159184";"ENSG00000229637";921
"ENSP00000308208";"ENSP00000398632";"ENSG00000157227";"ENSG00000026508";919
"ENSP00000264051";"ENSP00000481994";"ENSG00000066248";"ENSG00000106123";919
"ENSP00000280357";"ENSP00000379110";"ENSG00000150782";"ENSG00000163739";918
"ENSP00000356308";"ENSP00000356320";"ENSG00000131019";"ENSG00000131015";917
"ENSP00000263946";"ENSP00000331678";"ENSG00000081277";"ENSG00000184363";916
"ENSP00000264832";"ENSP00000356030";"ENSG00000090339";"ENSG00000196352";916
"ENSP00000162749";"ENSP00000357470";"ENSG00000067182";"ENSG00000160712";916
"ENSP00000331902";"ENSP00000398632";"ENSG00000188153";"ENSG00000026508";915
"ENSP00000216392";"ENSP00000498074";"ENSG00000100504";"ENSG00000197594";913
"ENSP00000263341";"ENSP00000264832";"ENSG00000125538";"ENSG00000090339";912
"ENSP00000378340";"ENSP00000398632";"ENSG00000197565";"ENSG00000026508";911
"ENSP00000382707";"ENSP00000496832";"ENSG00000142089";"ENSG00000187608";911
"ENSP00000280904";"ENSP00000331678";"ENSG00000134755";"ENSG00000184363";910
"ENSP00000379496";"ENSP00000498074";"ENSG00000154678";"ENSG00000197594";910
"ENSP00000381601";"ENSP00000395590";"ENSG00000157601";"ENSG00000068079";909
