"gene_id";"log2FoldChange";"log2CPM";"pvalue";"FDR";"gene_name";"gene_chr";"gene_start";"gene_end";"gene_strand";"gene_length";"gene_biotype";"gene_description"
"ENSG00000006210";9,44086786561378;1,50037523184918;0,000466676757395484;0,0299644339148854;"CX3CL1";"16";57372458;57385048;"+";12591;"protein_coding";"C-X3-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10647]"
"ENSG00000006788";12,649419190535;4,65639883334516;1,96235949117506e-06;0,00131785324892485;"MYH13";"17";10300866;10373005;"-";72140;"protein_coding";"myosin heavy chain 13 [Source:HGNC Symbol;Acc:HGNC:7571]"
"ENSG00000009709";6,35253781969161;2,41565116751558;0,000742324910216816;0,0412726696060485;"PAX7";"1";18631006;18748866;"+";117861;"protein_coding";"paired box 7 [Source:HGNC Symbol;Acc:HGNC:8621]"
"ENSG00000011201";8,93641218832945;5,91236050530712;5,21064725957585e-06;0,00208061091429987;"ANOS1";"X";8528874;8732187;"-";203314;"protein_coding";"anosmin 1 [Source:HGNC Symbol;Acc:HGNC:6211]"
"ENSG00000018869";10,0483858860825;2,08780550072548;0,000169736341472206;0,0156045991101948;"ZNF582";"19";56382751;56393601;"-";10851;"protein_coding";"zinc finger protein 582 [Source:HGNC Symbol;Acc:HGNC:26421]"
"ENSG00000021645";6,16796463262338;3,73965156598822;0,000472647979670934;0,0301571885655319;"NRXN3";"14";77979904;79868290;"+";1888387;"protein_coding";"neurexin 3 [Source:HGNC Symbol;Acc:HGNC:8010]"
"ENSG00000026751";10,001509876459;2,04220221211132;0,000182966063683679;0,016447067936958;"SLAMF7";"1";160739057;160754821;"+";15765;"protein_coding";"SLAM family member 7 [Source:HGNC Symbol;Acc:HGNC:21394]"
"ENSG00000037280";7,79400848896679;2,92366190546693;0,000137745861120005;0,0135901783738073;"FLT4";"5";180601506;180650298;"-";48793;"protein_coding";"fms related receptor tyrosine kinase 4 [Source:HGNC Symbol;Acc:HGNC:3767]"
"ENSG00000044115";6,19418573369945;7,59977136685537;0,000234386880981174;0,019393383611365;"CTNNA1";"5";138753386;138935034;"+";181649;"protein_coding";"catenin alpha 1 [Source:HGNC Symbol;Acc:HGNC:2509]"
"ENSG00000047617";7,9243916297705;3,95618843287595;5,18688026110461e-05;0,00734760944691729;"ANO2";"12";5560241;5948790;"-";388550;"protein_coding";"anoctamin 2 [Source:HGNC Symbol;Acc:HGNC:1183]"
"ENSG00000047936";6,134049735649;2,74870773621023;0,000764175403371442;0,0420250298113908;"ROS1";"6";117287918;117426065;"-";138148;"protein_coding";"ROS proto-oncogene 1, receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:10261]"
"ENSG00000050165";5,77662489338994;6,19221890433441;0,000511786502910692;0,0321243093533908;"DKK3";"11";11962996;12009827;"-";46832;"protein_coding";"dickkopf WNT signaling pathway inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:2893]"
"ENSG00000054356";10,5867200043064;6,60498562828881;5,27553014344046e-07;0,000800253960008723;"PTPRN";"2";219289623;219309573;"-";19951;"protein_coding";"protein tyrosine phosphatase receptor type N [Source:HGNC Symbol;Acc:HGNC:9676]"
"ENSG00000056291";6,6432015771723;3,64062642702285;0,000264758344567588;0,0212308200271533;"NPFFR2";"4";72031804;72148201;"+";116398;"protein_coding";"neuropeptide FF receptor 2 [Source:HGNC Symbol;Acc:HGNC:4525]"
"ENSG00000058335";9,36774156951673;4,47926608103836;9,32045251785504e-06;0,00296039734860761;"RASGRF1";"15";78959947;79090873;"-";130927;"protein_coding";"Ras protein specific guanine nucleotide releasing factor 1 [Source:HGNC Symbol;Acc:HGNC:9875]"
"ENSG00000059804";11,9426919899255;3,95374465079026;6,64873946103898e-06;0,00235003892056879;"SLC2A3";"12";7919228;7936296;"-";17069;"protein_coding";"solute carrier family 2 member 3 [Source:HGNC Symbol;Acc:HGNC:11007]"
"ENSG00000060718";6,73029762158738;5,76892736619153;0,000112673938996479;0,0118374808738862;"COL11A1";"1";102876467;103108580;"-";232114;"protein_coding";"collagen type XI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2186]"
"ENSG00000061337";6,27664798592618;2,3422863528814;0,000849666421694759;0,0451831084220389;"LZTS1";"8";20246165;20303981;"-";57817;"protein_coding";"leucine zipper tumor suppressor 1 [Source:HGNC Symbol;Acc:HGNC:13861]"
"ENSG00000065320";12,7591663058568;4,76567347603016;1,6255239503133e-06;0,00117149503129249;"NTN1";"17";9021542;9244000;"+";222459;"protein_coding";"netrin 1 [Source:HGNC Symbol;Acc:HGNC:8029]"
"ENSG00000065675";5,93865870909674;2,95288182548635;0,000865931409513265;0,0458213646725871;"PRKCQ";"10";6393038;6580646;"-";187609;"protein_coding";"protein kinase C theta [Source:HGNC Symbol;Acc:HGNC:9410]"
"ENSG00000066382";9,03818163605472;1,1163283578418;0,000938424611988462;0,0483913405439829;"MPPED2";"11";30384493;30586995;"-";202503;"protein_coding";"metallophosphoesterase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:1180]"
"ENSG00000066468";8,24211987626949;3,364504424681;6,45261782423635e-05;0,00824259664944381;"FGFR2";"10";121478330;121598458;"-";120129;"protein_coding";"fibroblast growth factor receptor 2 [Source:HGNC Symbol;Acc:HGNC:3689]"
"ENSG00000067445";12,0674166602236;4,07759894315825;5,37212069285797e-06;0,00208061091429987;"TRO";"X";54920563;54931436;"+";10874;"protein_coding";"trophinin [Source:HGNC Symbol;Acc:HGNC:12326]"
