"gene_id";"log2FoldChange";"log2CPM";"pvalue";"FDR";"gene_name";"gene_chr";"gene_start";"gene_end";"gene_strand";"gene_length";"gene_biotype";"gene_description"
"ENSG00000005471";-5,45828975227428;2,86979467616662;0,00123057645541722;0,0363934739528184;"ABCB4";"7";87398988;87476722;"-";77735;"protein_coding";"ATP binding cassette subfamily B member 4 [Source:HGNC Symbol;Acc:HGNC:45]"
"ENSG00000005844";-9,3817623925579;1,31893095285747;0,000522684000278899;0,0187476194228114;"ITGAL";"16";30472662;30523185;"+";50524;"protein_coding";"integrin subunit alpha L [Source:HGNC Symbol;Acc:HGNC:6148]"
"ENSG00000005981";-11,0643426549157;2,96166324425658;3,03542169519193e-05;0,00243408727390214;"ASB4";"7";95485439;95544738;"+";59300;"protein_coding";"ankyrin repeat and SOCS box containing 4 [Source:HGNC Symbol;Acc:HGNC:16009]"
"ENSG00000006016";-10,3446507457392;7,45023597344568;2,96819160033832e-07;0,000122573560563536;"CRLF1";"19";18593225;18606850;"-";13626;"protein_coding";"cytokine receptor like factor 1 [Source:HGNC Symbol;Acc:HGNC:2364]"
"ENSG00000006210";-13,9670532208268;5,84865156160627;2,03054116622459e-07;9,47742073045799e-05;"CX3CL1";"16";57372458;57385048;"+";12591;"protein_coding";"C-X3-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10647]"
"ENSG00000008517";-5,58146792802588;6,40295032253265;0,000685008344395517;0,0233088440646315;"IL32";"16";3065312;3069819;"+";4508;"protein_coding";"interleukin 32 [Source:HGNC Symbol;Acc:HGNC:16830]"
"ENSG00000009724";-11,674782751475;3,56584774083972;1,06569943490724e-05;0,0011616123840489;"MASP2";"1";11026523;11047239;"-";20717;"protein_coding";"MBL associated serine protease 2 [Source:HGNC Symbol;Acc:HGNC:6902]"
"ENSG00000009950";-6,42804048690598;5,78302186173286;0,000185746237495149;0,00880504885709427;"MLXIPL";"7";73593194;73624543;"-";31350;"protein_coding";"MLX interacting protein like [Source:HGNC Symbol;Acc:HGNC:12744]"
"ENSG00000010319";-5,45786223822231;3,58597252568107;0,00113895945863487;0,0343537349221716;"SEMA3G";"3";52433035;52445113;"-";12079;"protein_coding";"semaphorin 3G [Source:HGNC Symbol;Acc:HGNC:30400]"
"ENSG00000010704";-9,5450293956483;1,47603321589265;0,000397309390855906;0,0155259434358606;"HFE";"6";26087281;26096216;"+";8936;"protein_coding";"homeostatic iron regulator [Source:HGNC Symbol;Acc:HGNC:4886]"
"ENSG00000012504";-12,7132367245664;4,59819968593982;1,77489011385345e-06;0,000377480495378526;"NR1H4";"12";100473773;100563867;"+";90095;"protein_coding";"nuclear receptor subfamily 1 group H member 4 [Source:HGNC Symbol;Acc:HGNC:7967]"
"ENSG00000012817";-7,26287094444034;5,0435712504806;5,51592247348688e-05;0,00368463621228924;"KDM5D";"Y";19705415;19745341;"-";39927;"protein_coding";"lysine demethylase 5D [Source:HGNC Symbol;Acc:HGNC:11115]"
"ENSG00000015413";-7,31834002066558;4,12650667710676;9,33301462208996e-05;0,00541391842266017;"DPEP1";"16";89613308;89641540;"+";28233;"protein_coding";"dipeptidase 1 [Source:HGNC Symbol;Acc:HGNC:3002]"
"ENSG00000015520";-9,95657935948571;4,89099579184546;3,73275039426027e-06;0,000569875374222687;"NPC1L1";"7";44512440;44541651;"-";29212;"protein_coding";"NPC1 like intracellular cholesterol transporter 1 [Source:HGNC Symbol;Acc:HGNC:7898]"
"ENSG00000016391";-5,44097326049586;6,22138710839688;0,000862690000249183;0,0279742704468455;"CHDH";"3";53812335;53846464;"-";34130;"protein_coding";"choline dehydrogenase [Source:HGNC Symbol;Acc:HGNC:24288]"
"ENSG00000017483";-8,46253421230417;5,82928723130051;7,3732136692789e-06;0,000900769184039489;"SLC38A5";"X";48458537;48470256;"-";11720;"protein_coding";"solute carrier family 38 member 5 [Source:HGNC Symbol;Acc:HGNC:18070]"
"ENSG00000019186";-7,3213477104723;7,24931430031482;3,8118092080007e-05;0,00280348941467623;"CYP24A1";"20";54145731;54174032;"-";28302;"protein_coding";"cytochrome P450 family 24 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2602]"
"ENSG00000019582";-10,6040504799295;6,4450506087328;5,68693783420608e-07;0,000186136341202575;"CD74";"5";150401637;150412936;"-";11300;"protein_coding";"CD74 molecule [Source:HGNC Symbol;Acc:HGNC:1697]"
"ENSG00000021300";-6,39538083473908;5,33932626365625;0,000193481679174022;0,00907709190948962;"PLEKHB1";"11";73646178;73662819;"+";16642;"protein_coding";"pleckstrin homology domain containing B1 [Source:HGNC Symbol;Acc:HGNC:19079]"
"ENSG00000023839";-9,02025910853234;8,77219042936352;2,01549053956356e-06;0,00040052690588645;"ABCC2";"10";99782598;99853741;"+";71144;"protein_coding";"ATP binding cassette subfamily C member 2 [Source:HGNC Symbol;Acc:HGNC:53]"
"ENSG00000033627";-7,21124395555331;4,99243297218372;6,02907750238901e-05;0,00390559778562232;"ATP6V0A1";"17";42458844;42522579;"+";63736;"protein_coding";"ATPase H+ transporting V0 subunit a1 [Source:HGNC Symbol;Acc:HGNC:865]"
"ENSG00000039068";-5,66604206670968;6,22361987081223;0,00060195071349492;0,0209709260052594;"CDH1";"16";68737290;68835542;"+";98253;"protein_coding";"cadherin 1 [Source:HGNC Symbol;Acc:HGNC:1748]"
"ENSG00000044115";-6,5529048101877;7,77315550058961;0,000129995952471149;0,00681184361285784;"CTNNA1";"5";138753386;138935034;"+";181649;"protein_coding";"catenin alpha 1 [Source:HGNC Symbol;Acc:HGNC:2509]"
"ENSG00000047457";-7,63134165085613;5,40901554544583;2,93248012832825e-05;0,00238303284714103;"CP";"3";149162410;149222045;"-";59636;"protein_coding";"ceruloplasmin [Source:HGNC Symbol;Acc:HGNC:2295]"
"ENSG00000051523";-10,8819047504857;6,72247156150072;3,51569502748002e-07;0,000139122166489606;"CYBA";"16";88643289;88651084;"-";7796;"protein_coding";"cytochrome b-245 alpha chain [Source:HGNC Symbol;Acc:HGNC:2577]"
"ENSG00000052344";-6,81732730980731;1,79824197834358;0,000789827447176678;0,0259516769331355;"PRSS8";"16";31131433;31135762;"-";4330;"protein_coding";"serine protease 8 [Source:HGNC Symbol;Acc:HGNC:9491]"
"ENSG00000056736";-6,32528686122089;4,43373009790418;0,000264081825216047;0,0114047009831737;"IL17RB";"3";53846550;53867388;"+";20839;"protein_coding";"interleukin 17 receptor B [Source:HGNC Symbol;Acc:HGNC:18015]"
"ENSG00000056998";-8,26661659053894;5,06671862950624;1,84061456318428e-05;0,00167523534468217;"GYG2";"X";2828712;2882820;"+";54109;"protein_coding";"glycogenin 2 [Source:HGNC Symbol;Acc:HGNC:4700]"
"ENSG00000057593";-10,8862514995249;2,78595217184115;4,12123091066872e-05;0,00297104024819417;"F7";"13";113105773;113120681;"+";14909;"protein_coding";"coagulation factor VII [Source:HGNC Symbol;Acc:HGNC:3544]"
"ENSG00000059804";-16,1042688886856;7,98398886088597;5,01989082669064e-09;1,00046965950646e-05;"SLC2A3";"12";7919228;7936296;"-";17069;"protein_coding";"solute carrier family 2 member 3 [Source:HGNC Symbol;Acc:HGNC:11007]"
"ENSG00000060566";-11,6430836979477;3,53441268944246;1,11961549240183e-05;0,00119183396539125;"CREB3L3";"19";4153601;4173054;"+";19454;"protein_coding";"cAMP responsive element binding protein 3 like 3 [Source:HGNC Symbol;Acc:HGNC:18855]"
"ENSG00000064787";-10,2499967434779;2,16103977000146;0,000122194620828302;0,00652289936345333;"BCAS1";"20";53943538;54070765;"-";127228;"protein_coding";"brain enriched myelin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:974]"
"ENSG00000065361";-5,94818170608024;6,96564389540332;0,000365009221427625;0,0146446000627032;"ERBB3";"12";56080025;56103507;"+";23483;"protein_coding";"erb-b2 receptor tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:3431]"
"ENSG00000067048";-8,52304971194489;5,88953784608246;6,64248163989717e-06;0,000839674258965613;"DDX3Y";"Y";12903999;12920478;"+";16480;"protein_coding";"DEAD-box helicase 3 Y-linked [Source:HGNC Symbol;Acc:HGNC:2699]"
"ENSG00000067445";-10,9588593699112;2,85755423567185;3,64479926452801e-05;0,00272045920377223;"TRO";"X";54920563;54931436;"+";10874;"protein_coding";"trophinin [Source:HGNC Symbol;Acc:HGNC:12326]"
"ENSG00000068078";-9,69777728523036;6,80442531522991;9,08661205401303e-07;0,000254467075721845;"FGFR3";"4";1793299;1808872;"+";15574;"protein_coding";"fibroblast growth factor receptor 3 [Source:HGNC Symbol;Acc:HGNC:3690]"
"ENSG00000069535";-13,2489597352728;5,13212558965578;7,02805122669327e-07;0,000219990092771601;"MAOB";"X";43766610;43882475;"-";115866;"protein_coding";"monoamine oxidase B [Source:HGNC Symbol;Acc:HGNC:6834]"
"ENSG00000074181";-5,31432051910299;2,73111890876886;0,00155940814473899;0,0436370583530881;"NOTCH3";"19";15159633;15200981;"-";41349;"protein_coding";"notch receptor 3 [Source:HGNC Symbol;Acc:HGNC:7883]"
"ENSG00000074276";-5,25524914505018;5,08958775739756;0,00125917875250459;0,0370587402293309;"CDHR2";"5";176542511;176595768;"+";53258;"protein_coding";"cadherin related family member 2 [Source:HGNC Symbol;Acc:HGNC:18231]"
"ENSG00000074964";-8,78941008287631;5,58686816952626;7,47796562379606e-06;0,000907476054999731;"ARHGEF10L";"1";17513442;17697875;"+";184434;"protein_coding";"Rho guanine nucleotide exchange factor 10 like [Source:HGNC Symbol;Acc:HGNC:25540]"
"ENSG00000075461";-10,5354561121914;2,44079327717842;7,52587924247149e-05;0,00460482621346919;"CACNG4";"17";66964864;67033402;"+";68539;"protein_coding";"calcium voltage-gated channel auxiliary subunit gamma 4 [Source:HGNC Symbol;Acc:HGNC:1408]"
"ENSG00000078898";-15,2057610399606;7,08595859627041;2,38018047319424e-08;2,88842834357032e-05;"BPIFB2";"20";33007578;33023709;"+";16132;"protein_coding";"BPI fold containing family B member 2 [Source:HGNC Symbol;Acc:HGNC:16177]"
"ENSG00000079393";-10,0225318832202;1,93899533848171;0,000179526851960301;0,00859980864798255;"DUSP13";"10";75094432;75109221;"-";14790;"protein_coding";"dual specificity phosphatase 13B [Source:HGNC Symbol;Acc:HGNC:19681]"
"ENSG00000079462";-12,2090759051751;4,09646136955578;4,2300260435952e-06;0,000611910718235903;"PAFAH1B3";"19";42297033;42302800;"-";5768;"protein_coding";"platelet activating factor acetylhydrolase 1b catalytic subunit 3 [Source:HGNC Symbol;Acc:HGNC:8576]"
"ENSG00000081051";-12,5773564486523;10,6619577228303;5,49618007749527e-09;1,00046965950646e-05;"AFP";"4";73436219;73455785;"+";19567;"protein_coding";"alpha fetoprotein [Source:HGNC Symbol;Acc:HGNC:317]"
"ENSG00000084636";-5,02033992761653;4,52077475976459;0,00180319627252257;0,0485555943028526;"COL16A1";"1";31652247;31704167;"-";51921;"protein_coding";"collagen type XVI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2193]"
"ENSG00000084674";-20,3269536933845;12,2061505499624;3,3352256397876e-12;1,21422224642107e-07;"APOB";"2";21001429;21044073;"-";42645;"protein_coding";"apolipoprotein B [Source:HGNC Symbol;Acc:HGNC:603]"
"ENSG00000084734";-12,5960273317219;4,48148053111392;2,1717289123332e-06;0,000420398127332103;"GCKR";"2";27496839;27523689;"+";26851;"protein_coding";"glucokinase regulator [Source:HGNC Symbol;Acc:HGNC:4196]"
"ENSG00000085563";-9,33367184803869;5,17816256551343;5,10525376278586e-06;0,000704022229121144;"ABCB1";"7";87503863;87713323;"-";209461;"protein_coding";"ATP binding cassette subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:40]"
"ENSG00000085662";-6,50615576213989;6,62835275488122;0,000146140751006123;0,00741002810742189;"AKR1B1";"7";134442350;134459239;"-";16890;"protein_coding";"aldo-keto reductase family 1 member B [Source:HGNC Symbol;Acc:HGNC:381]"
"ENSG00000087253";-5,72677572248242;4,21934313190748;0,000703837496793159;0,0236819851277743;"LPCAT2";"16";55509001;55586670;"+";77670;"protein_coding";"lysophosphatidylcholine acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:26032]"
