"gene_id";"log2FoldChange";"log2CPM";"pvalue";"FDR";"gene_name";"gene_chr";"gene_start";"gene_end";"gene_strand";"gene_length";"gene_biotype";"gene_description"
"ENSG00000003096";6,27680565106542;3,38219297788485;0,000342161500237135;0,0139952384929006;"KLHL13";"X";117897813;118117340;"-";219528;"protein_coding";"kelch like family member 13 [Source:HGNC Symbol;Acc:HGNC:22931]"
"ENSG00000003147";9,15143984349306;1,11566651114761;0,000760163434613244;0,0250221609408045;"ICA1";"7";8113184;8262687;"-";149504;"protein_coding";"islet cell autoantigen 1 [Source:HGNC Symbol;Acc:HGNC:5343]"
"ENSG00000005249";9,6335002431657;1,57428451764605;0,000341561933480291;0,0139952384929006;"PRKAR2B";"7";107044728;107161811;"+";121914;"protein_coding";"protein kinase cAMP-dependent type II regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:9392]"
"ENSG00000005884";6,15782746248653;7,88260169516917;0,000250228307142449;0,0109450887454374;"ITGA3";"17";50055968;50090485;"+";34518;"protein_coding";"integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139]"
"ENSG00000006468";9,54369854587458;5,65808505130733;2,22553601579077e-06;0,000424203477439156;"ETV1";"7";13891229;13991425;"-";100197;"protein_coding";"ETS variant transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3490]"
"ENSG00000006606";6,69974641810773;1,94353104264863;0,000623185164275989;0,0215662348770263;"CCL26";"7";75769524;75791583;"-";22060;"protein_coding";"C-C motif chemokine ligand 26 [Source:HGNC Symbol;Acc:HGNC:10625]"
"ENSG00000006747";10,2655503488593;2,1849097437899;0,000118321781761751;0,00636281061568435;"SCIN";"7";12570363;12653603;"+";83241;"protein_coding";"scinderin [Source:HGNC Symbol;Acc:HGNC:21695]"
"ENSG00000009694";10,2992720411724;2,21772106334553;0,000111075733766378;0,00611773549697243;"TENM1";"X";124375903;125204381;"-";828479;"protein_coding";"teneurin transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:8117]"
"ENSG00000010438";11,7309341991034;7,84109053622913;5,06321537126039e-08;4,00720475665447e-05;"PRSS3";"9";33750466;33799231;"+";48766;"protein_coding";"serine protease 3 [Source:HGNC Symbol;Acc:HGNC:9486]"
"ENSG00000011028";7,44836927561001;2,66830633446399;0,000176678762708923;0,00853072551085018;"MRC2";"17";62627401;62693601;"+";66201;"protein_coding";"mannose receptor C-type 2 [Source:HGNC Symbol;Acc:HGNC:16875]"
"ENSG00000011677";7,39902966063542;3,53177402349883;8,8797019534788e-05;0,00518982390770341;"GABRA3";"X";152166234;152451359;"-";285126;"protein_coding";"gamma-aminobutyric acid type A receptor subunit alpha3 [Source:HGNC Symbol;Acc:HGNC:4077]"
"ENSG00000013016";10,9086432197441;2,81373519325905;3,95320758942257e-05;0,00288417786574184;"EHD3";"2";31234014;31269451;"+";35438;"protein_coding";"EH domain containing 3 [Source:HGNC Symbol;Acc:HGNC:3244]"
"ENSG00000013588";5,98554643848274;5,57238480850442;0,000359463884439406;0,0145084724799346;"GPRC5A";"12";12891022;12913666;"+";22645;"protein_coding";"G protein-coupled receptor class C group 5 member A [Source:HGNC Symbol;Acc:HGNC:9836]"
"ENSG00000013619";6,27680565106542;3,38219297788485;0,000342161500237135;0,0139952384929006;"MAMLD1";"X";150361564;150514178;"+";152615;"protein_coding";"mastermind like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:2568]"
