"gene_id";"log2FoldChange";"pvalue";"padj";"gene_name";"gene_chr";"gene_start";"gene_end";"gene_strand";"gene_length";"gene_biotype";"gene_description"
"ENSG00000001617";1,89847913427112;4,20345006989871e-12;2,25178108250694e-11;"SEMA3F";"3";50155045;50189075;"+";34031;"protein_coding";"semaphorin 3F [Source:HGNC Symbol;Acc:HGNC:10728]"
"ENSG00000001630";1,00377974893161;1,09572629455684e-18;8,7878297365367e-18;"CYP51A1";"7";92112149;92134745;"-";22597;"protein_coding";"cytochrome P450 family 51 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2649]"
"ENSG00000002822";1,24936724781705;1,26072780355862e-18;1,00726022131791e-17;"MAD1L1";"7";1815792;2232971;"-";417180;"protein_coding";"mitotic arrest deficient 1 like 1 [Source:HGNC Symbol;Acc:HGNC:6762]"
"ENSG00000003096";1,70057866150576;0,00969342842071726;0,0189681586724332;"KLHL13";"X";117897813;118117340;"-";219528;"protein_coding";"kelch like family member 13 [Source:HGNC Symbol;Acc:HGNC:22931]"
"ENSG00000003147";4,39914728964385;2,13495343890453e-67;7,08635436493421e-66;"ICA1";"7";8113184;8262687;"-";149504;"protein_coding";"islet cell autoantigen 1 [Source:HGNC Symbol;Acc:HGNC:5343]"
"ENSG00000003249";2,21158745872232;2,4722839439306e-94;1,2557704081262e-92;"DBNDD1";"16";90004865;90020131;"-";15267;"protein_coding";"dysbindin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28455]"
"ENSG00000003989";3,90657087515761;7,53325817381974e-163;8,19951126685496e-161;"SLC7A2";"8";17494349;17570568;"+";76220;"protein_coding";"solute carrier family 7 member 2 [Source:HGNC Symbol;Acc:HGNC:11060]"
"ENSG00000004059";1,70301551442153;3,16980248444196e-63;9,67800168382807e-62;"ARF5";"7";127588352;127591705;"+";3354;"protein_coding";"ARF GTPase 5 [Source:HGNC Symbol;Acc:HGNC:658]"
"ENSG00000004948";4,93532192945796;0,000142613475481869;0,000375685537643735;"CALCR";"7";93424487;93574730;"-";150244;"protein_coding";"calcitonin receptor [Source:HGNC Symbol;Acc:HGNC:1440]"
"ENSG00000005001";7,97167370447341;4,96451577694326e-07;1,74199735091319e-06;"PRSS22";"16";2852727;2858630;"-";11328;"protein_coding";"serine protease 22 [Source:HGNC Symbol;Acc:HGNC:14368]"
"ENSG00000005022";1,04880016479262;1,81724698933952e-50;4,30235791459166e-49;"SLC25A5";"X";119468400;119471396;"+";2997;"protein_coding";"solute carrier family 25 member 5 [Source:HGNC Symbol;Acc:HGNC:10991]"
"ENSG00000005059";1,39779709544205;1,00914500282139e-14;6,41702903539153e-14;"MCUB";"4";109560199;109688719;"+";128521;"protein_coding";"mitochondrial calcium uniporter dominant negative subunit beta [Source:HGNC Symbol;Acc:HGNC:26076]"
"ENSG00000005075";1,62176285372915;3,06644641783324e-41;5,59301140976286e-40;"POLR2J";"7";102473100;102478934;"-";5835;"protein_coding";"RNA polymerase II subunit J [Source:HGNC Symbol;Acc:HGNC:9197]"
"ENSG00000005189";1,4204020278489;9,06430133642942e-09;3,77199153429071e-08;"REXO5";"16";20806429;20849682;"+";43254;"protein_coding";"RNA exonuclease 5 [Source:HGNC Symbol;Acc:HGNC:24661]"
"ENSG00000005243";1,11325521996345;3,6277765217477e-05;0,000103310890345795;"COPZ2";"17";48026167;48048086;"-";21920;"protein_coding";"COPI coat complex subunit zeta 2 [Source:HGNC Symbol;Acc:HGNC:19356]"
"ENSG00000005249";2,1764647526259;2,26888120299292e-08;9,09397100061389e-08;"PRKAR2B";"7";107044728;107161811;"+";121914;"protein_coding";"protein kinase cAMP-dependent type II regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:9392]"
"ENSG00000006016";3,89262909162142;4,46538793819471e-20;3,83840167282153e-19;"CRLF1";"19";18593225;18606850;"-";13626;"protein_coding";"cytokine receptor like factor 1 [Source:HGNC Symbol;Acc:HGNC:2364]"
"ENSG00000006047";5,62041530388078;6,53214547094436e-33;9,19326804231481e-32;"YBX2";"17";7288252;7294557;"-";6306;"protein_coding";"Y-box binding protein 2 [Source:HGNC Symbol;Acc:HGNC:17948]"
"ENSG00000006118";1,47285103615158;9,80045028612576e-56;2,57484557517304e-54;"TMEM132A";"11";60924441;60937159;"+";12719;"protein_coding";"transmembrane protein 132A [Source:HGNC Symbol;Acc:HGNC:31092]"
"ENSG00000006327";1,27197009084199;6,62138779625795e-33;9,31104884571105e-32;"TNFRSF12A";"16";3020312;3022383;"+";2072;"protein_coding";"TNF receptor superfamily member 12A [Source:HGNC Symbol;Acc:HGNC:18152]"
"ENSG00000006625";1,32340481359331;1,29220565825794e-24;1,34952967250589e-23;"GGCT";"7";30496621;30504841;"-";8221;"protein_coding";"gamma-glutamylcyclotransferase [Source:HGNC Symbol;Acc:HGNC:21705]"
