"gene_id";"log2FoldChange";"log2CPM";"pvalue";"FDR";"gene_name";"gene_chr";"gene_start";"gene_end";"gene_strand";"gene_length";"gene_biotype";"gene_description"
"ENSG00000005020";-8,92926657920397;6,1289307192906;3,90690056949796e-06;0,00192208948828571;"SKAP2";"7";26654772;26864743;"-";209972;"protein_coding";"src kinase associated phosphoprotein 2 [Source:HGNC Symbol;Acc:HGNC:15687]"
"ENSG00000007264";-7,26968038411545;3,52977959003483;0,000118818234596507;0,0127226372021189;"MATK";"19";3777969;3801812;"-";23844;"protein_coding";"megakaryocyte-associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6906]"
"ENSG00000007372";-6,3849006713344;4,75022736052416;0,000255292707828898;0,0211712672465122;"PAX6";"11";31784792;31817961;"-";33170;"protein_coding";"paired box 6 [Source:HGNC Symbol;Acc:HGNC:8620]"
"ENSG00000008735";-7,10986632480363;4,32380216311472;8,92322984721724e-05;0,0105132396704787;"MAPK8IP2";"22";50600685;50613981;"+";13297;"protein_coding";"mitogen-activated protein kinase 8 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:6883]"
"ENSG00000009950";-5,88860337967999;3,12862709085005;0,000707260039808872;0,0416991914721479;"MLXIPL";"7";73593194;73624543;"-";31350;"protein_coding";"MLX interacting protein like [Source:HGNC Symbol;Acc:HGNC:12744]"
"ENSG00000015133";-6,21861118508199;3,44935735169653;0,000403372578156402;0,0285521211090661;"CCDC88C";"14";91271323;91417844;"-";146522;"protein_coding";"coiled-coil domain containing 88C [Source:HGNC Symbol;Acc:HGNC:19967]"
"ENSG00000015520";-9,84754299793003;1,94832561580475;0,000237475685313565;0,0201059065105248;"NPC1L1";"7";44512440;44541651;"-";29212;"protein_coding";"NPC1 like intracellular cholesterol transporter 1 [Source:HGNC Symbol;Acc:HGNC:7898]"
"ENSG00000016082";-6,41978593706279;2,70027275552474;0,000501917879194925;0,0332233132908554;"ISL1";"5";51383124;51394730;"+";11607;"protein_coding";"ISL LIM homeobox 1 [Source:HGNC Symbol;Acc:HGNC:6132]"
"ENSG00000033627";-6,2123720438139;5,97927353378017;0,000259794718725183;0,0213019966889842;"ATP6V0A1";"17";42458844;42522579;"+";63736;"protein_coding";"ATPase H+ transporting V0 subunit a1 [Source:HGNC Symbol;Acc:HGNC:865]"
"ENSG00000043355";-14,1389576325201;6,19080171520303;1,4982408534501e-07;0,000267978227604062;"ZIC2";"13";99981756;99986773;"+";5018;"protein_coding";"Zic family member 2 [Source:HGNC Symbol;Acc:HGNC:12873]"
