"NAME";"GENE_SYMBOL";"GENE_TITLE";"SCORE"
"ENSG00000084674";"APOB";"apolipoprotein B";247,270111987364
"ENSG00000163631";"ALB";"albumin";220,381568723252
"ENSG00000187134";"AKR1C1";"aldo-keto reductase family 1 member C1";218,203032632003
"ENSG00000147257";"GPC3";"glypican 3";196,623462136329
"ENSG00000158874";"APOA2";"apolipoprotein A2";193,103449185244
"ENSG00000151632";"AKR1C2";"aldo-keto reductase family 1 member C2";187,197274130297
"ENSG00000165092";"ALDH1A1";"aldehyde dehydrogenase 1 family member A1";182,895015395386
"ENSG00000145920";"CPLX2";"complexin 2";164,335473671867
"ENSG00000090382";"LYZ";"lysozyme";161,081914719453
"ENSG00000091583";"APOH";"apolipoprotein H";159,646305500387
"ENSG00000081051";"AFP";"alpha fetoprotein";159,152397963959
"ENSG00000171557";"FGG";"fibrinogen gamma chain";157,656462879573
"ENSG00000171560";"FGA";"fibrinogen alpha chain";149,654050928578
"ENSG00000118785";"SPP1";"secreted phosphoprotein 1";145,828143411758
"ENSG00000185269";"NOTUM";"notum, palmitoleoyl-protein carboxylesterase";145,784536178702
"ENSG00000145192";"AHSG";"alpha 2-HS glycoprotein";145,574758736665
"ENSG00000138207";"RBP4";"retinol binding protein 4";144,290500562147
"ENSG00000161944";"ASGR2";"asialoglycoprotein receptor 2";143,385838811919
"ENSG00000185559";"DLK1";"delta like non-canonical Notch ligand 1";140,258310040538
"ENSG00000141505";"ASGR1";"asialoglycoprotein receptor 1";139,302939976196
"ENSG00000171759";"PAH";"phenylalanine hydroxylase";137,501525955423
"ENSG00000206557";"TRIM71";"tripartite motif containing 71";133,88711823793
"ENSG00000151655";"ITIH2";"inter-alpha-trypsin inhibitor heavy chain 2";132,772027754243
"ENSG00000229314";"ORM1";"orosomucoid 1";131,559651493237
"ENSG00000101194";"SLC17A9";"solute carrier family 17 member 9";128,288977142117
"ENSG00000078898";"BPIFB2";"BPI fold containing family B member 2";125,865335577838
"ENSG00000171564";"FGB";"fibrinogen beta chain";122,698220725625
"ENSG00000174498";"IGDCC3";"immunoglobulin superfamily DCC subclass member 3";122,151879175663
"ENSG00000205403";"CFI";"complement factor I";120,958707153604
"ENSG00000188257";"PLA2G2A";"phospholipase A2 group IIA";118,882973489675
"ENSG00000168646";"AXIN2";"axin 2";117,729373692639
"ENSG00000243955";"GSTA1";"glutathione S-transferase alpha 1";115,541977106381
"ENSG00000198074";"AKR1B10";"aldo-keto reductase family 1 member B10";114,80005700781
"ENSG00000244694";"PTCHD4";"patched domain containing 4";113,064647266126
"ENSG00000091513";"TF";"transferrin";112,668035221107
"ENSG00000118137";"APOA1";"apolipoprotein A1";111,596096621285
"ENSG00000198734";"F5";"coagulation factor V";111,57507950181
"ENSG00000274588";"DGKK";"diacylglycerol kinase kappa";111,528788569069
"ENSG00000106927";"AMBP";"alpha-1-microglobulin/bikunin precursor";111,370525215505
"ENSG00000096088";"PGC";"progastricsin";110,348151916923
"ENSG00000115919";"KYNU";"kynureninase";107,877694379137
"ENSG00000117707";"PROX1";"prospero homeobox 1";106,5424469238
"ENSG00000139292";"LGR5";"leucine rich repeat containing G protein-coupled receptor 5";106,487763213339
"ENSG00000135744";"AGT";"angiotensinogen";105,230270418461
"ENSG00000165443";"PHYHIPL";"phytanoyl-CoA 2-hydroxylase interacting protein like";105,10332628029
"ENSG00000140807";"NKD1";"NKD inhibitor of WNT signaling pathway 1";104,714600629072
"ENSG00000178772";"CPN2";"carboxypeptidase N subunit 2";104,075129499958
"ENSG00000141753";"IGFBP4";"insulin like growth factor binding protein 4";104,075129499958
"ENSG00000123561";"SERPINA7";"serpin family A member 7";102,79121159704
"ENSG00000006210";"CX3CL1";"C-X3-C motif chemokine ligand 1";102,434286020994
"ENSG00000132840";"BHMT2";"betaine--homocysteine S-methyltransferase 2";102,262803655869
"ENSG00000108924";"HLF";"HLF transcription factor, PAR bZIP family member";102,053648526798
