"NAME";"GENE_SYMBOL";"GENE_TITLE";"SCORE"
"ENSG00000113140";"SPARC";"secreted protein acidic and cysteine rich";2429,96366421683
"ENSG00000157227";"MMP14";"matrix metallopeptidase 14";2380,10000789105
"ENSG00000138623";"SEMA7A";"semaphorin 7A (JohnMiltonHagen blood group)";2032,38633449448
"ENSG00000041982";"TNC";"tenascin C";1906,18702178724
"ENSG00000163359";"COL6A3";"collagen type VI alpha 3 chain";1892,97287711416
"ENSG00000159167";"STC1";"stanniocalcin 1";1863,41819639928
"ENSG00000106366";"SERPINE1";"serpin family E member 1";1754,90271216421
"ENSG00000135074";"ADAM19";"ADAM metallopeptidase domain 19";1667,67505908243
"ENSG00000038427";"VCAN";"versican";1642,9811982093
"ENSG00000117143";"UAP1";"UDP-N-acetylglucosamine pyrophosphorylase 1";1482,94823069125
"ENSG00000111799";"COL12A1";"collagen type XII alpha 1 chain";1410,56942839467
"ENSG00000135318";"NT5E";"5'-nucleotidase ecto";1315,22161088356
"ENSG00000163297";"ANTXR2";"ANTXR cell adhesion molecule 2";1300,51222614135
"ENSG00000142173";"COL6A2";"collagen type VI alpha 2 chain";1298,37272459319
"ENSG00000137801";"THBS1";"thrombospondin 1";1291,41815662127
"ENSG00000142156";"COL6A1";"collagen type VI alpha 1 chain";1261,55865743097
"ENSG00000170961";"HAS2";"hyaluronan synthase 2";1250,68958256386
"ENSG00000095752";"IL11";"interleukin 11";1235,79404492807
"ENSG00000148848";"ADAM12";"ADAM metallopeptidase domain 12";1084,10183226854
"ENSG00000120217";"CD274";"CD274 molecule";1049,47783825462
"ENSG00000174136";"RGMB";"repulsive guidance molecule BMP co-receptor b";1024,26186162052
"ENSG00000218336";"TENM3";"teneurin transmembrane protein 3";993,832699942118
"ENSG00000156804";"FBXO32";"F-box protein 32";924,51323970999
"ENSG00000176170";"SPHK1";"sphingosine kinase 1";897,265025904268
"ENSG00000159399";"HK2";"hexokinase 2";888,39277764956
"ENSG00000167815";"PRDX2";"peroxiredoxin 2";853,032332277455
"ENSG00000085117";"CD82";"CD82 molecule";849,944473587408
"ENSG00000091986";"CCDC80";"coiled-coil domain containing 80";758,28990271113
"ENSG00000108854";"SMURF2";"SMAD specific E3 ubiquitin protein ligase 2";727,205541962532
"ENSG00000128567";"PODXL";"podocalyxin like";701,469863181934
"ENSG00000277443";"MARCKS";"myristoylated alanine rich protein kinase C substrate";699,757883190598
"ENSG00000265972";"TXNIP";"thioredoxin interacting protein";691,951917731895
"ENSG00000157613";"CREB3L1";"cAMP responsive element binding protein 3 like 1";677,596184251596
"ENSG00000138675";"FGF5";"fibroblast growth factor 5";655,439968573918
"ENSG00000249992";"TMEM158";"transmembrane protein 158";639,785122394102
"ENSG00000127616";"SMARCA4";"SWI/SNF related BAF chromatin remodeling complex subunit ATPase 4";639,487223001702
"ENSG00000099810";"MTAP";"methylthioadenosine phosphorylase";628,441869905245
"ENSG00000162614";"NEXN";"nexilin F-actin binding protein";625,068245387798
"ENSG00000111186";"WNT5B";"Wnt family member 5B";622,866532128143
"ENSG00000115461";"IGFBP5";"insulin like growth factor binding protein 5";622,198478195188
"ENSG00000145431";"PDGFC";"platelet derived growth factor C";586,542098283342
"ENSG00000112297";"CRYBG1";"crystallin beta-gamma domain containing 1";576,274568354947
"ENSG00000177606";"JUN";"Jun proto-oncogene, AP-1 transcription factor subunit";574,553027844923
"ENSG00000170989";"S1PR1";"sphingosine-1-phosphate receptor 1";573,889463855288
"ENSG00000079931";"MOXD1";"monooxygenase DBH like 1";565,173471312134
"ENSG00000148677";"ANKRD1";"ankyrin repeat domain 1";560,426552805576
"ENSG00000083720";"OXCT1";"3-oxoacid CoA-transferase 1";540,934063561225
"ENSG00000065320";"NTN1";"netrin 1";536,846040142287
"ENSG00000179242";"CDH4";"cadherin 4";502,446203834384
"ENSG00000145242";"EPHA5";"EPH receptor A5";499,645407307505
"ENSG00000101384";"JAG1";"jagged canonical Notch ligand 1";492,870997096669
"ENSG00000114251";"WNT5A";"Wnt family member 5A";491,241019509124
"ENSG00000011422";"PLAUR";"plasminogen activator, urokinase receptor";486,993403044462
"ENSG00000159216";"RUNX1";"RUNX family transcription factor 1";482,535959376156
"ENSG00000159164";"SV2A";"synaptic vesicle glycoprotein 2A";482,080375016877
"ENSG00000124225";"PMEPA1";"prostate transmembrane protein, androgen induced 1";474,410611529971
"ENSG00000172260";"NEGR1";"neuronal growth regulator 1";473,782301560902
"ENSG00000141526";"SLC16A3";"solute carrier family 16 member 3";464,216687848042
"ENSG00000117519";"CNN3";"calponin 3";456,256839679507
"ENSG00000125430";"HS3ST3B1";"heparan sulfate-glucosamine 3-sulfotransferase 3B1";455,169082273106
"ENSG00000197467";"COL13A1";"collagen type XIII alpha 1 chain";450,796109451003
"ENSG00000134531";"EMP1";"epithelial membrane protein 1";447,680969903686
"ENSG00000116962";"NID1";"nidogen 1";445,188568284274
"ENSG00000151892";"GFRA1";"GDNF family receptor alpha 1";441,389939109565
"ENSG00000087245";"MMP2";"matrix metallopeptidase 2";440,206908671269
"ENSG00000076706";"MCAM";"melanoma cell adhesion molecule";439,76259268866
"ENSG00000130508";"PXDN";"peroxidasin";438,912609345496
"ENSG00000112655";"PTK7";"protein tyrosine kinase 7 (inactive)";429,092637696304
"ENSG00000115380";"EFEMP1";"EGF containing fibulin extracellular matrix protein 1";424,90494197706
"ENSG00000196754";"S100A2";"S100 calcium binding protein A2";423,779414617127
"ENSG00000178031";"ADAMTSL1";"ADAMTS like 1";420,478138226749
"ENSG00000154734";"ADAMTS1";"ADAM metallopeptidase with thrombospondin type 1 motif 1";419,986047520585
"ENSG00000118523";"CCN2";"cellular communication network factor 2";406,247407832235
"ENSG00000166147";"FBN1";"fibrillin 1";399,842684725754
"ENSG00000175592";"FOSL1";"FOS like 1, AP-1 transcription factor subunit";398,816945862885
"ENSG00000111252";"SH2B3";"SH2B adaptor protein 3";396,541817115631
"ENSG00000116717";"GADD45A";"growth arrest and DNA damage inducible alpha";395,772173141652
"ENSG00000049192";"ADAMTS6";"ADAM metallopeptidase with thrombospondin type 1 motif 6";394,993072096538
"ENSG00000162733";"DDR2";"discoidin domain receptor tyrosine kinase 2";383,291702874792
"ENSG00000154678";"PDE1C";"phosphodiesterase 1C";382,515178478308
"ENSG00000169504";"CLIC4";"chloride intracellular channel 4";381,781798573555
"ENSG00000153976";"HS3ST3A1";"heparan sulfate-glucosamine 3-sulfotransferase 3A1";380,937005978008
"ENSG00000171004";"HS6ST2";"heparan sulfate 6-O-sulfotransferase 2";375,065804252746
"ENSG00000130821";"SLC6A8";"solute carrier family 6 member 8";364,695271117399
"ENSG00000058091";"CDK14";"cyclin dependent kinase 14";364,517346585495
"ENSG00000152492";"CCDC50";"coiled-coil domain containing 50";358,715416473056
"ENSG00000076513";"ANKRD13A";"ankyrin repeat domain 13A";356,227451004876
"ENSG00000077264";"PAK3";"p21 (RAC1) activated kinase 3";355,489092490789
"ENSG00000234745";"HLA-B";"major histocompatibility complex, class I, B";351,19372523492
"ENSG00000185760";"KCNQ5";"potassium voltage-gated channel subfamily Q member 5";350,542216441576
"ENSG00000170558";"CDH2";"cadherin 2";348,612808690673
"ENSG00000050165";"DKK3";"dickkopf WNT signaling pathway inhibitor 3";346,033088357742
"ENSG00000164086";"DUSP7";"dual specificity phosphatase 7";343,458053732803
"ENSG00000145934";"TENM2";"teneurin transmembrane protein 2";342,720571438421
"ENSG00000072195";"SPEG";"striated muscle enriched protein kinase";339,925991313236
"ENSG00000048052";"HDAC9";"histone deacetylase 9";334,446144515214
"ENSG00000169439";"SDC2";"syndecan 2";331,822175981397
"ENSG00000164692";"COL1A2";"collagen type I alpha 2 chain";329,58139446213
"ENSG00000050405";"LIMA1";"LIM domain and actin binding 1";329,023198171531
"ENSG00000082397";"EPB41L3";"erythrocyte membrane protein band 4.1 like 3";326,512617055096
"ENSG00000005893";"LAMP2";"lysosomal associated membrane protein 2";326,156512104532
"ENSG00000138650";"PCDH10";"protocadherin 10";321,477963593271
"ENSG00000114450";"GNB4";"G protein subunit beta 4";320,989945862585
"ENSG00000101955";"SRPX";"sushi repeat containing protein X-linked";317,098877665603
"ENSG00000187957";"DNER";"delta/notch like EGF repeat containing";315,60685745275
"ENSG00000167766";"ZNF83";"zinc finger protein 83";315,165086962927
"ENSG00000166073";"GPR176";"G protein-coupled receptor 176";311,998493287398
"ENSG00000113070";"HBEGF";"heparin binding EGF like growth factor";310,766606886275
"ENSG00000145147";"SLIT2";"slit guidance ligand 2";310,150196845021
