"gene_id";"log2FoldChange";"log2CPM";"pvalue";"FDR";"gene_name";"gene_chr";"gene_start";"gene_end";"gene_strand";"gene_length";"gene_biotype";"gene_description"
"ENSG00000003989";9,92651322046606;5,7010913209276;7,71128869494544e-07;0,000157717514734935;"SLC7A2";"8";17494349;17570568;"+";76220;"protein_coding";"solute carrier family 7 member 2 [Source:HGNC Symbol;Acc:HGNC:11060]"
"ENSG00000005471";11,5207688044635;2,72104082866155;1,70336398470954e-05;0,00122797364806605;"ABCB4";"7";87398988;87476722;"-";77735;"protein_coding";"ATP binding cassette subfamily B member 4 [Source:HGNC Symbol;Acc:HGNC:45]"
"ENSG00000005844";6,32523859497296;1,19254170281255;0,000823520831473652;0,0245493150207496;"ITGAL";"16";30472662;30523185;"+";50524;"protein_coding";"integrin subunit alpha L [Source:HGNC Symbol;Acc:HGNC:6148]"
"ENSG00000005981";8,00831300541994;2,85064985258379;4,74512337559789e-05;0,00266180218200334;"ASB4";"7";95485439;95544738;"+";59300;"protein_coding";"ankyrin repeat and SOCS box containing 4 [Source:HGNC Symbol;Acc:HGNC:16009]"
"ENSG00000006016";11,0078464428367;7,34586118068597;1,32925629722888e-07;4,93805150580761e-05;"CRLF1";"19";18593225;18606850;"-";13626;"protein_coding";"cytokine receptor like factor 1 [Source:HGNC Symbol;Acc:HGNC:2364]"
"ENSG00000006210";14,5486190496555;5,74351464644512;9,10279234579053e-08;3,89877950753941e-05;"CX3CL1";"16";57372458;57385048;"+";12591;"protein_coding";"C-X3-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10647]"
"ENSG00000007062";6,30589280838359;1,17369978374105;0,000859261253824923;0,0253708558043391;"PROM1";"4";15968226;16084059;"-";115834;"protein_coding";"prominin 1 [Source:HGNC Symbol;Acc:HGNC:9454]"
"ENSG00000008394";10,9229028413447;7,26097343750333;1,53980837461915e-07;5,44254987246454e-05;"MGST1";"12";16347142;16377189;"+";30048;"protein_coding";"microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:7061]"
"ENSG00000009724";12,2562320564216;3,45402366633024;4,79570858830616e-06;0,000513507549605512;"MASP2";"1";11026523;11047239;"-";20717;"protein_coding";"MBL associated serine protease 2 [Source:HGNC Symbol;Acc:HGNC:6902]"
"ENSG00000009950";7,61527696731062;5,66852406283398;2,58507062823249e-05;0,00165294228032995;"MLXIPL";"7";73593194;73624543;"-";31350;"protein_coding";"MLX interacting protein like [Source:HGNC Symbol;Acc:HGNC:12744]"
"ENSG00000010295";9,04938847562914;3,88614567633926;7,94505265459462e-06;0,000737876497304009;"IFFO1";"12";6539528;6556097;"-";16570;"protein_coding";"intermediate filament family orphan 1 [Source:HGNC Symbol;Acc:HGNC:24970]"
"ENSG00000010319";6,88494942774012;3,45416750893455;0,000111653954043742;0,00498757527719811;"SEMA3G";"3";52433035;52445113;"-";12079;"protein_coding";"semaphorin 3G [Source:HGNC Symbol;Acc:HGNC:30400]"
"ENSG00000012504";13,2947611636624;4,49067619770095;7,96004041244418e-07;0,000159227050140353;"NR1H4";"12";100473773;100563867;"+";90095;"protein_coding";"nuclear receptor subfamily 1 group H member 4 [Source:HGNC Symbol;Acc:HGNC:7967]"
"ENSG00000012817";8,58955289305272;4,93157676323187;8,6878975274703e-06;0,000771442920451424;"KDM5D";"Y";19705415;19745341;"-";39927;"protein_coding";"lysine demethylase 5D [Source:HGNC Symbol;Acc:HGNC:11115]"
"ENSG00000013297";13,3942872660919;4,59008475156996;6,70596892460268e-07;0,000141126089545908;"CLDN11";"3";170418865;170434691;"+";15827;"protein_coding";"claudin 11 [Source:HGNC Symbol;Acc:HGNC:8514]"
"ENSG00000015413";7,26433904899235;4,01786508889819;6,31829130836837e-05;0,003277566750423;"DPEP1";"16";89613308;89641540;"+";28233;"protein_coding";"dipeptidase 1 [Source:HGNC Symbol;Acc:HGNC:3002]"
