"gene_id";"log2FoldChange";"log2CPM";"pvalue";"FDR";"gene_name";"gene_chr";"gene_start";"gene_end";"gene_strand";"gene_length";"gene_biotype";"gene_description"
"ENSG00000002587";-11,5028841220999;2,72135449634272;1,74161198930114e-05;0,00125306573285568;"HS3ST1";"4";11393150;11434398;"-";41249;"protein_coding";"heparan sulfate-glucosamine 3-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5194]"
"ENSG00000003989";9,92651322046606;5,7010913209276;7,71128869494544e-07;0,000157717514734935;"SLC7A2";"8";17494349;17570568;"+";76220;"protein_coding";"solute carrier family 7 member 2 [Source:HGNC Symbol;Acc:HGNC:11060]"
"ENSG00000005471";11,5207688044635;2,72104082866155;1,70336398470954e-05;0,00122797364806605;"ABCB4";"7";87398988;87476722;"-";77735;"protein_coding";"ATP binding cassette subfamily B member 4 [Source:HGNC Symbol;Acc:HGNC:45]"
"ENSG00000005844";6,32523859497296;1,19254170281255;0,000823520831473652;0,0245493150207496;"ITGAL";"16";30472662;30523185;"+";50524;"protein_coding";"integrin subunit alpha L [Source:HGNC Symbol;Acc:HGNC:6148]"
"ENSG00000005884";-6,57479082012685;8,19041199873977;0,00012207656071698;0,00537272628728886;"ITGA3";"17";50055968;50090485;"+";34518;"protein_coding";"integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139]"
"ENSG00000005981";8,00831300541994;2,85064985258379;4,74512337559789e-05;0,00266180218200334;"ASB4";"7";95485439;95544738;"+";59300;"protein_coding";"ankyrin repeat and SOCS box containing 4 [Source:HGNC Symbol;Acc:HGNC:16009]"
"ENSG00000006016";11,0078464428367;7,34586118068597;1,32925629722888e-07;4,93805150580761e-05;"CRLF1";"19";18593225;18606850;"-";13626;"protein_coding";"cytokine receptor like factor 1 [Source:HGNC Symbol;Acc:HGNC:2364]"
"ENSG00000006210";14,5486190496555;5,74351464644512;9,10279234579053e-08;3,89877950753941e-05;"CX3CL1";"16";57372458;57385048;"+";12591;"protein_coding";"C-X3-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10647]"
"ENSG00000006555";-11,9263066424715;3,13868977638589;8,39405683572037e-06;0,000760184162092626;"TTC22";"1";54779696;54802379;"-";22684;"protein_coding";"tetratricopeptide repeat domain 22 [Source:HGNC Symbol;Acc:HGNC:26067]"
"ENSG00000007038";-11,3531469286444;2,57421575396386;2,25478738551433e-05;0,00149795236417947;"PRSS21";"16";2817163;2821722;"+";5329;"protein_coding";"serine protease 21 [Source:HGNC Symbol;Acc:HGNC:9485]"
"ENSG00000007062";6,30589280838359;1,17369978374105;0,000859261253824923;0,0253708558043391;"PROM1";"4";15968226;16084059;"-";115834;"protein_coding";"prominin 1 [Source:HGNC Symbol;Acc:HGNC:9454]"
"ENSG00000008283";-5,69162027877689;6,17388018921326;0,000556189091904958;0,0180468984669268;"CYB561";"17";63432303;63446361;"-";14059;"protein_coding";"cytochrome b561 [Source:HGNC Symbol;Acc:HGNC:2571]"
"ENSG00000008394";10,9229028413447;7,26097343750333;1,53980837461915e-07;5,44254987246454e-05;"MGST1";"12";16347142;16377189;"+";30048;"protein_coding";"microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:7061]"
"ENSG00000009694";-9,85795048156547;1,12507408439479;0,00028292940244876;0,0104465799447764;"TENM1";"X";124375903;125204381;"-";828479;"protein_coding";"teneurin transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:8117]"
"ENSG00000009724";12,2562320564216;3,45402366633024;4,79570858830616e-06;0,000513507549605512;"MASP2";"1";11026523;11047239;"-";20717;"protein_coding";"MBL associated serine protease 2 [Source:HGNC Symbol;Acc:HGNC:6902]"
"ENSG00000009950";7,61527696731062;5,66852406283398;2,58507062823249e-05;0,00165294228032995;"MLXIPL";"7";73593194;73624543;"-";31350;"protein_coding";"MLX interacting protein like [Source:HGNC Symbol;Acc:HGNC:12744]"
"ENSG00000010295";9,04938847562914;3,88614567633926;7,94505265459462e-06;0,000737876497304009;"IFFO1";"12";6539528;6556097;"-";16570;"protein_coding";"intermediate filament family orphan 1 [Source:HGNC Symbol;Acc:HGNC:24970]"
"ENSG00000010319";6,88494942774012;3,45416750893455;0,000111653954043742;0,00498757527719811;"SEMA3G";"3";52433035;52445113;"-";12079;"protein_coding";"semaphorin 3G [Source:HGNC Symbol;Acc:HGNC:30400]"
"ENSG00000010438";-5,55855105380564;1,61878349684738;0,00169965546211185;0,0433620579913414;"PRSS3";"9";33750466;33799231;"+";48766;"protein_coding";"serine protease 3 [Source:HGNC Symbol;Acc:HGNC:9486]"
"ENSG00000012504";13,2947611636624;4,49067619770095;7,96004041244418e-07;0,000159227050140353;"NR1H4";"12";100473773;100563867;"+";90095;"protein_coding";"nuclear receptor subfamily 1 group H member 4 [Source:HGNC Symbol;Acc:HGNC:7967]"
"ENSG00000012817";8,58955289305272;4,93157676323187;8,6878975274703e-06;0,000771442920451424;"KDM5D";"Y";19705415;19745341;"-";39927;"protein_coding";"lysine demethylase 5D [Source:HGNC Symbol;Acc:HGNC:11115]"
"ENSG00000013016";-10,5564223072269;1,7965729399724;8,75567976766285e-05;0,00408665740540428;"EHD3";"2";31234014;31269451;"+";35438;"protein_coding";"EH domain containing 3 [Source:HGNC Symbol;Acc:HGNC:3244]"
"ENSG00000013297";13,3942872660919;4,59008475156996;6,70596892460268e-07;0,000141126089545908;"CLDN11";"3";170418865;170434691;"+";15827;"protein_coding";"claudin 11 [Source:HGNC Symbol;Acc:HGNC:8514]"
"ENSG00000013588";-8,8439182173147;8,30236786767366;2,65656084711162e-06;0,00035041577608676;"GPRC5A";"12";12891022;12913666;"+";22645;"protein_coding";"G protein-coupled receptor class C group 5 member A [Source:HGNC Symbol;Acc:HGNC:9836]"
