"gene_id";"log2FoldChange";"log2CPM";"pvalue";"FDR";"gene_name";"gene_chr";"gene_start";"gene_end";"gene_strand";"gene_length";"gene_biotype";"gene_description"
"ENSG00000001561";6,45823508301683;4,39874180255981;0,000207404078582584;0,0101899499121154;"ENPP4";"6";46129964;46146699;"+";16736;"protein_coding";"ectonucleotide pyrophosphatase/phosphodiesterase 4 [Source:HGNC Symbol;Acc:HGNC:3359]"
"ENSG00000002745";5,52164751372031;2,49931610415212;0,00130283623533127;0,0403668561561448;"WNT16";"7";121325367;121341104;"+";15738;"protein_coding";"Wnt family member 16 [Source:HGNC Symbol;Acc:HGNC:16267]"
"ENSG00000003147";9,92930648559603;1,24385217850495;0,000232528275202866;0,0111828591638514;"ICA1";"7";8113184;8262687;"-";149504;"protein_coding";"islet cell autoantigen 1 [Source:HGNC Symbol;Acc:HGNC:5343]"
"ENSG00000003989";9,08357779288012;5,05231142320098;4,63953799600692e-06;0,000888984317276989;"SLC7A2";"8";17494349;17570568;"+";76220;"protein_coding";"solute carrier family 7 member 2 [Source:HGNC Symbol;Acc:HGNC:11060]"
"ENSG00000005249";7,15126148401346;2,73823107924892;0,000138316149452665;0,00755628234497556;"PRKAR2B";"7";107044728;107161811;"+";121914;"protein_coding";"protein kinase cAMP-dependent type II regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:9392]"
"ENSG00000005379";9,92930648559603;1,24385217850495;0,000232528275202866;0,0111828591638514;"TSPOAP1";"17";58301227;58329030;"-";27804;"protein_coding";"TSPO associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16831]"
"ENSG00000006747";12,7010461818997;3,99229404330783;2,01828177648729e-06;0,000524003776244399;"SCIN";"7";12570363;12653603;"+";83241;"protein_coding";"scinderin [Source:HGNC Symbol;Acc:HGNC:21695]"
"ENSG00000007264";12,0695176275082;3,36290346356932;5,9918499783065e-06;0,00102152417021249;"MATK";"19";3777969;3801812;"-";23844;"protein_coding";"megakaryocyte-associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6906]"
"ENSG00000008394";6,92681636334967;3,47429822878899;0,000115188729029554;0,00672045011065694;"MGST1";"12";16347142;16377189;"+";30048;"protein_coding";"microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:7061]"
"ENSG00000010295";9,92326876632093;4,94628679567256;1,35421650205301e-06;0,000425013844601223;"IFFO1";"12";6539528;6556097;"-";16570;"protein_coding";"intermediate filament family orphan 1 [Source:HGNC Symbol;Acc:HGNC:24970]"
"ENSG00000010361";5,40046646588931;3,36149519074604;0,00123482442327539;0,0389220934664621;"FUZ";"19";49806866;49817376;"-";10511;"protein_coding";"fuzzy planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:26219]"
"ENSG00000011028";6,00742300981417;3,13903817354841;0,000436176714106406;0,0179631781151107;"MRC2";"17";62627401;62693601;"+";66201;"protein_coding";"mannose receptor C-type 2 [Source:HGNC Symbol;Acc:HGNC:16875]"
"ENSG00000011201";5,61917939078895;3,81950763555145;0,000788067238161192;0,0273763128554355;"ANOS1";"X";8528874;8732187;"-";203314;"protein_coding";"anosmin 1 [Source:HGNC Symbol;Acc:HGNC:6211]"
"ENSG00000015520";6,72970355451059;1,7805177776702;0,000322511552725994;0,0142328801658984;"NPC1L1";"7";44512440;44541651;"-";29212;"protein_coding";"NPC1 like intracellular cholesterol transporter 1 [Source:HGNC Symbol;Acc:HGNC:7898]"
"ENSG00000016082";11,2194800239712;2,51775189855789;2,58200942163405e-05;0,00250668360010692;"ISL1";"5";51383124;51394730;"+";11607;"protein_coding";"ISL LIM homeobox 1 [Source:HGNC Symbol;Acc:HGNC:6132]"
"ENSG00000018236";5,49767790394066;1,82162298111922;0,00124086878459465;0,0390450034329758;"CNTN1";"12";40692429;41072412;"+";379984;"protein_coding";"contactin 1 [Source:HGNC Symbol;Acc:HGNC:2171]"
"ENSG00000018869";12,6935786355281;3,9848466394319;2,0438536567243e-06;0,000524003776244399;"ZNF582";"19";56382751;56393601;"-";10851;"protein_coding";"zinc finger protein 582 [Source:HGNC Symbol;Acc:HGNC:26421]"
"ENSG00000021645";5,17305575688902;3,45843590977442;0,00146838356250239;0,0442166848440547;"NRXN3";"14";77979904;79868290;"+";1888387;"protein_coding";"neurexin 3 [Source:HGNC Symbol;Acc:HGNC:8010]"
"ENSG00000022267";6,9725803581023;6,67701497575395;6,47895989661427e-05;0,00444205299427758;"FHL1";"X";136146702;136211359;"+";64658;"protein_coding";"four and a half LIM domains 1 [Source:HGNC Symbol;Acc:HGNC:3702]"
"ENSG00000023171";7,16196350414929;2,20462817331657;0,000156364184354009;0,00823819753341828;"GRAMD1B";"11";123358299;123627771;"+";269473;"protein_coding";"GRAM domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29214]"
"ENSG00000025039";7,29044312084756;4,68931122996285;5,32664891291959e-05;0,00390971734523691;"RRAGD";"6";89363509;89412276;"-";48768;"protein_coding";"Ras related GTP binding D [Source:HGNC Symbol;Acc:HGNC:19903]"
"ENSG00000034053";7,01582361706137;2,0609695344781;0,0002008893082765;0,0099912242583528;"APBA2";"15";28885479;29118315;"+";662531;"protein_coding";"amyloid beta precursor protein binding family A member 2 [Source:HGNC Symbol;Acc:HGNC:579]"
"ENSG00000036448";10,689234182956;1,99244181605033;6,44340151558429e-05;0,0044260089731389;"MYOM2";"8";2045043;2145456;"+";200637;"protein_coding";"myomesin 2 [Source:HGNC Symbol;Acc:HGNC:7614]"
"ENSG00000037280";13,6529734773398;4,94235144551011;3,8971209428237e-07;0,000218446493713385;"FLT4";"5";180601506;180650298;"-";48793;"protein_coding";"fms related receptor tyrosine kinase 4 [Source:HGNC Symbol;Acc:HGNC:3767]"
"ENSG00000038427";5,54927863604711;3,67417283012669;0,000860727743602999;0,0293405002187367;"VCAN";"5";83471674;83582303;"+";110630;"protein_coding";"versican [Source:HGNC Symbol;Acc:HGNC:2464]"
"ENSG00000043355";6,57491473628714;6,05722484286198;0,000128349919108134;0,00724575515820808;"ZIC2";"13";99981756;99986773;"+";5018;"protein_coding";"Zic family member 2 [Source:HGNC Symbol;Acc:HGNC:12873]"
"ENSG00000044524";6,53605422434279;4,56201438551528;0,000156646858453988;0,00824116405906918;"EPHA3";"3";89107524;89482134;"+";374611;"protein_coding";"EPH receptor A3 [Source:HGNC Symbol;Acc:HGNC:3387]"
"ENSG00000046653";5,05326663733528;4,14228229407582;0,00168532291884058;0,0491633543135498;"GPM6B";"X";13770922;13938824;"-";167903;"protein_coding";"glycoprotein M6B [Source:HGNC Symbol;Acc:HGNC:4461]"
"ENSG00000046889";10,2877740456103;1,59619281643325;0,000128344411067367;0,00724575515820808;"PREX2";"8";67951918;68237033;"+";285116;"protein_coding";"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:22950]"
"ENSG00000050555";5,99029643525908;2,55343951724364;0,000566811448143177;0,0216727636175004;"LAMC3";"9";131009117;131093059;"+";83943;"protein_coding";"laminin subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:6494]"
"ENSG00000051523";7,52733127396122;6,25840571438495;2,62736476182942e-05;0,00252393158557191;"CYBA";"16";88643289;88651084;"-";7796;"protein_coding";"cytochrome b-245 alpha chain [Source:HGNC Symbol;Acc:HGNC:2577]"
"ENSG00000052850";5,77450844743977;3,63469451076924;0,000641002784044099;0,0237158001584446;"ALX4";"11";44260728;44310166;"-";49439;"protein_coding";"ALX homeobox 4 [Source:HGNC Symbol;Acc:HGNC:450]"
"ENSG00000055163";7,26147560405105;5,77342503683254;4,19622790102488e-05;0,00340999716439088;"CYFIP2";"5";157266080;157395598;"+";129519;"protein_coding";"cytoplasmic FMR1 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:13760]"
