"gene_id";"log2FoldChange";"log2CPM";"pvalue";"FDR";"gene_name";"gene_chr";"gene_start";"gene_end";"gene_strand";"gene_length";"gene_biotype";"gene_description"
"ENSG00000002587";-11,8244567253291;2,865943049212;8,25584749330205e-06;0,000550939490932443;"HS3ST1";"4";11393150;11434398;"-";41249;"protein_coding";"heparan sulfate-glucosamine 3-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5194]"
"ENSG00000003400";-5,55706658850803;2,42673167984978;0,00116919120667084;0,023477978527335;"CASP10";"2";201182881;201229406;"+";46526;"protein_coding";"caspase 10 [Source:HGNC Symbol;Acc:HGNC:1500]"
"ENSG00000003436";-6,75445120288536;1,17265375607709;0,000548024474679787;0,0128057631740644;"TFPI";"2";187464230;187554505;"-";90276;"protein_coding";"tissue factor pathway inhibitor [Source:HGNC Symbol;Acc:HGNC:11760]"
"ENSG00000005020";-5,41638777498455;5,94842033251444;0,000879869097182156;0,0186343888028002;"SKAP2";"7";26654772;26864743;"-";209972;"protein_coding";"src kinase associated phosphoprotein 2 [Source:HGNC Symbol;Acc:HGNC:15687]"
"ENSG00000005073";-10,3311903630785;1,39780384774965;0,000106042748276205;0,00353534092833657;"HOXA11";"7";27181157;27185216;"-";4060;"protein_coding";"homeobox A11 [Source:HGNC Symbol;Acc:HGNC:5101]"
"ENSG00000005884";-5,83416937556822;8,35504665021837;0,000421460812613217;0,0103743761622696;"ITGA3";"17";50055968;50090485;"+";34518;"protein_coding";"integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139]"
"ENSG00000006555";-5,87818317752857;3,30962688634696;0,000531670849085844;0,0125362752149088;"TTC22";"1";54779696;54802379;"-";22684;"protein_coding";"tetratricopeptide repeat domain 22 [Source:HGNC Symbol;Acc:HGNC:26067]"
"ENSG00000007038";-11,6747086650622;2,71772821891538;1,06569943490724e-05;0,000660951509833613;"PRSS21";"16";2817163;2821722;"+";5329;"protein_coding";"serine protease 21 [Source:HGNC Symbol;Acc:HGNC:9485]"
"ENSG00000008517";-5,69019770727278;5,21960709689559;0,000579748109627713;0,0133485264955255;"IL32";"16";3065312;3069819;"+";4508;"protein_coding";"interleukin 32 [Source:HGNC Symbol;Acc:HGNC:16830]"
"ENSG00000010704";-6,95785992784339;3,79740530342166;0,00010965995435088;0,00360965668905799;"HFE";"6";26087281;26096216;"+";8936;"protein_coding";"homeostatic iron regulator [Source:HGNC Symbol;Acc:HGNC:4886]"
"ENSG00000012211";-8,17133457202118;3,47229106028307;2,26457473065047e-05;0,00114664961952797;"PRICKLE3";"X";49174802;49186400;"-";11599;"protein_coding";"prickle planar cell polarity protein 3 [Source:HGNC Symbol;Acc:HGNC:6645]"
"ENSG00000013588";-9,15186316073258;8,45640445507163;1,52139212257852e-06;0,000184626005381979;"GPRC5A";"12";12891022;12913666;"+";22645;"protein_coding";"G protein-coupled receptor class C group 5 member A [Source:HGNC Symbol;Acc:HGNC:9836]"
"ENSG00000017483";-8,01860282660365;5,83364676671472;1,41013436524881e-05;0,00081747375320459;"SLC38A5";"X";48458537;48470256;"-";11720;"protein_coding";"solute carrier family 38 member 5 [Source:HGNC Symbol;Acc:HGNC:18070]"
"ENSG00000018408";-8,02961365714126;6,77608415874437;1,1364129891073e-05;0,000689537521357338;"WWTR1";"3";149517229;149724788;"-";207560;"protein_coding";"WW domain containing transcription regulator 1 [Source:HGNC Symbol;Acc:HGNC:24042]"
"ENSG00000022556";-8,2827616850904;3,58268344548102;1,87002709071026e-05;0,00100413283575808;"NLRP2";"19";54965279;55001142;"+";357617;"protein_coding";"NLR family pyrin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:22948]"
"ENSG00000023445";-5,09761450048447;4,74852723238416;0,00152443925746223;0,0288905443035763;"BIRC3";"11";102317373;102339403;"+";22031;"protein_coding";"baculoviral IAP repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:591]"
"ENSG00000023892";-6,93217090654036;4,17877307024056;9,50053343628142e-05;0,00325071823572614;"DEF6";"6";35297818;35321771;"+";23954;"protein_coding";"DEF6 guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:2760]"
"ENSG00000024422";-6,39383508339042;6,29728937136821;0,000175820004974052;0,00517453767266398;"EHD2";"19";47713344;47743134;"+";29791;"protein_coding";"EH domain containing 2 [Source:HGNC Symbol;Acc:HGNC:3243]"
"ENSG00000026103";-4,73777606282123;4,40123520212839;0,00275850337681016;0,0469550388787639;"FAS";"10";88968429;89017061;"+";48633;"protein_coding";"Fas cell surface death receptor [Source:HGNC Symbol;Acc:HGNC:11920]"
"ENSG00000026508";-8,47608161915755;8,92086279550532;4,78206767387317e-06;0,000369630479267572;"CD44";"11";35138870;35232402;"+";93533;"protein_coding";"CD44 molecule (IN blood group) [Source:HGNC Symbol;Acc:HGNC:1681]"
"ENSG00000028116";-6,96619456970163;4,21239679504657;8,97627150531797e-05;0,00312366577099966;"VRK2";"2";57907651;58164001;"+";256351;"protein_coding";"VRK serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12719]"
"ENSG00000029153";-5,45659075947478;4,23440694632987;0,000913924982369976;0,0192436974598967;"ARNTL2";"12";27332854;27425813;"+";92960;"protein_coding";"basic helix-loop-helix ARNT like 2 [Source:HGNC Symbol;Acc:HGNC:18984]"
"ENSG00000039068";-8,06638023242238;8,11738057692073;9,61571807467109e-06;0,000612010196200132;"CDH1";"16";68737290;68835542;"+";98253;"protein_coding";"cadherin 1 [Source:HGNC Symbol;Acc:HGNC:1748]"
"ENSG00000039600";-10,2487940774139;1,31766514456218;0,000122194620828302;0,00390572200691411;"SOX30";"5";157624796;157672703;"-";47908;"protein_coding";"SRY-box transcription factor 30 [Source:HGNC Symbol;Acc:HGNC:30635]"
"ENSG00000042286";-4,88030022874814;4,69984490878576;0,00220395943254516;0,0391020210045024;"AIFM2";"10";70112267;70132934;"-";20668;"protein_coding";"AIF family member 2 [Source:HGNC Symbol;Acc:HGNC:21411]"
"ENSG00000042493";-6,53193953385307;5,62251456734758;0,000146187381642537;0,00448365443646016;"CAPG";"2";85394748;85418467;"-";23720;"protein_coding";"capping actin protein, gelsolin like [Source:HGNC Symbol;Acc:HGNC:1474]"
"ENSG00000043039";-7,63656127134022;3,89928031139061;4,79951017944074e-05;0,00197883315507044;"BARX2";"11";129375237;129452279;"+";77043;"protein_coding";"BARX homeobox 2 [Source:HGNC Symbol;Acc:HGNC:956]"
"ENSG00000046604";-10,3913861756125;6,64225042133405;4,14717920469787e-07;8,92957194369417e-05;"DSG2";"18";31498004;31549008;"+";51005;"protein_coding";"desmoglein 2 [Source:HGNC Symbol;Acc:HGNC:3049]"
"ENSG00000047365";-9,47505448401758;4,76770049981452;2,39299599715355e-06;0,000246100034667718;"ARAP2";"4";36005186;36244833;"-";239648;"protein_coding";"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:16924]"
"ENSG00000047597";-6,55562359811961;5,11320675126085;0,000151301794091124;0,00459567801372917;"XK";"X";37685686;37732130;"+";46445;"protein_coding";"X-linked Kx blood group antigen, Kell and VPS13A binding protein [Source:HGNC Symbol;Acc:HGNC:12811]"
"ENSG00000049283";-6,79250136285742;4,04084628566429;0,000120589788076839;0,0038748383272069;"EPN3";"17";50532687;50543750;"+";11064;"protein_coding";"epsin 3 [Source:HGNC Symbol;Acc:HGNC:18235]"
"ENSG00000050327";-11,7182284422658;2,76078615485406;9,91417524603717e-06;0,000626499034383687;"ARHGEF5";"7";144355396;144380632;"+";50457;"protein_coding";"Rho guanine nucleotide exchange factor 5 [Source:HGNC Symbol;Acc:HGNC:13209]"
"ENSG00000052344";-7,00230469663651;5,04479367158883;7,43738994420967e-05;0,0027185303043062;"PRSS8";"16";31131433;31135762;"-";4330;"protein_coding";"serine protease 8 [Source:HGNC Symbol;Acc:HGNC:9491]"
"ENSG00000053747";-5,02940677548941;8,17497280833546;0,00161123020583284;0,0303144428287082;"LAMA3";"18";23689443;23955066;"+";265624;"protein_coding";"laminin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6483]"
"ENSG00000054179";-6,7290735278606;2,05366306138828;0,000265653648654596;0,00720133040425855;"ENTPD2";"9";137048098;137054051;"-";5954;"protein_coding";"ectonucleoside triphosphate diphosphohydrolase 2 [Source:HGNC Symbol;Acc:HGNC:3364]"
"ENSG00000055732";-7,0743230080804;3,65587633790043;0,000103327581508985;0,00347344776769722;"MCOLN3";"1";85018082;85048902;"-";30821;"protein_coding";"mucolipin TRP cation channel 3 [Source:HGNC Symbol;Acc:HGNC:13358]"
"ENSG00000058085";-12,7271424577162;9,95678023770241;4,28599281084773e-09;5,2008724972808e-06;"LAMC2";"1";183186039;183245127;"+";59089;"protein_coding";"laminin subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:6493]"
"ENSG00000058335";-7,90984634144625;3,21356420163702;3,53856280007584e-05;0,0015943677883609;"RASGRF1";"15";78959947;79090873;"-";130927;"protein_coding";"Ras protein specific guanine nucleotide releasing factor 1 [Source:HGNC Symbol;Acc:HGNC:9875]"
"ENSG00000058866";-5,84603558777079;3,11175572007237;0,000598654902246492;0,0136900944542624;"DGKG";"3";186147201;186362234;"-";215034;"protein_coding";"diacylglycerol kinase gamma [Source:HGNC Symbol;Acc:HGNC:2853]"
"ENSG00000059378";-13,7917876313357;4,82277263681653;2,76579751913913e-07;7,03598024553539e-05;"PARP12";"7";140023744;140063721;"-";39978;"protein_coding";"poly(ADP-ribose) polymerase family member 12 [Source:HGNC Symbol;Acc:HGNC:21919]"
"ENSG00000060138";-8,64161381978121;6,19391437762308;4,45689004233934e-06;0,00035660997556353;"YBX3";"12";10699077;10723442;"-";24366;"protein_coding";"Y-box binding protein 3 [Source:HGNC Symbol;Acc:HGNC:2428]"
"ENSG00000060140";-7,60396524328352;1,9968355845693;0,000130899108716778;0,00412241604839362;"STYK1";"12";10618923;10674318;"-";55396;"protein_coding";"serine/threonine/tyrosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:18889]"
"ENSG00000060558";-13,2435071685852;4,27616839673688;7,13037162749243e-07;0,000120738748590925;"GNA15";"19";3136032;3163769;"+";27738;"protein_coding";"G protein subunit alpha 15 [Source:HGNC Symbol;Acc:HGNC:4383]"
"ENSG00000062038";-9,53964155160507;7,66911031642019;9,08984984942697e-07;0,000134059653482689;"CDH3";"16";68644836;68727573;"+";82738;"protein_coding";"cadherin 3 [Source:HGNC Symbol;Acc:HGNC:1762]"
"ENSG00000065361";-6,17038087796667;5,98970469740753;0,000251540507058235;0,00685447881733689;"ERBB3";"12";56080025;56103507;"+";23483;"protein_coding";"erb-b2 receptor tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:3431]"
"ENSG00000065618";-7,28662227701138;5,22071738684805;4,7478744066046e-05;0,00197093632436542;"COL17A1";"10";104031288;104085880;"-";54593;"protein_coding";"collagen type XVII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2194]"
"ENSG00000066248";-7,05837727156366;5,10032654149199;6,75507364663762e-05;0,00255199695591907;"NGEF";"2";232878686;233013241;"-";134556;"protein_coding";"neuronal guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:7807]"
"ENSG00000067066";-8,38135849774467;3,68042823746296;1,57521183492986e-05;0,000881619317651985;"SP100";"2";230416156;230545602;"+";129447;"protein_coding";"SP100 nuclear antigen [Source:HGNC Symbol;Acc:HGNC:11206]"
"ENSG00000068079";-5,2886009651867;2,16801848633177;0,00182434425413475;0,0336159679303987;"IFI35";"17";43006725;43014459;"+";7735;"protein_coding";"interferon induced protein 35 [Source:HGNC Symbol;Acc:HGNC:5399]"
"ENSG00000068985";-13,7609052730037;4,79196879110481;2,91639193369575e-07;7,03598024553539e-05;"PAGE1";"X";49687450;49696019;"-";8570;"protein_coding";"PAGE family member 1 [Source:HGNC Symbol;Acc:HGNC:4107]"
"ENSG00000069011";-9,65552523163444;4,94750304174779;1,75325946274427e-06;0,000199538089518164;"PITX1";"5";135027734;135034274;"-";6541;"protein_coding";"paired like homeodomain 1 [Source:HGNC Symbol;Acc:HGNC:9004]"
"ENSG00000069702";-7,33159145142044;4,5740375170824;4,79612968040424e-05;0,00197883315507044;"TGFBR3";"1";91680343;91906002;"-";225660;"protein_coding";"transforming growth factor beta receptor 3 [Source:HGNC Symbol;Acc:HGNC:11774]"
"ENSG00000069812";-10,0683799183667;1,14264672210792;0,000166638962978188;0,00494833449117774;"HES2";"1";6415232;6419919;"-";4688;"protein_coding";"hes family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:16005]"
"ENSG00000070190";-8,23529003232729;4,49329694404489;1,71609701155884e-05;0,000945177425155991;"DAPP1";"4";99816824;99872290;"+";55467;"protein_coding";"dual adaptor of phosphotyrosine and 3-phosphoinositides 1 [Source:HGNC Symbol;Acc:HGNC:16500]"
"ENSG00000073792";-6,51769909167933;7,13786813903359;0,000136831542948699;0,00427559284437903;"IGF2BP2";"3";185643131;185825056;"-";181926;"protein_coding";"insulin like growth factor 2 mRNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:28867]"
"ENSG00000074416";-5,12847681971594;5,99661896669874;0,0014228141901459;0,0274941472433395;"MGLL";"3";127689062;127823250;"-";134189;"protein_coding";"monoglyceride lipase [Source:HGNC Symbol;Acc:HGNC:17038]"
"ENSG00000074590";-4,75352953426597;4,82931239599073;0,00267053926934976;0,045752307124681;"NUAK1";"12";106063347;106140033;"-";76687;"protein_coding";"NUAK family kinase 1 [Source:HGNC Symbol;Acc:HGNC:14311]"
"ENSG00000075275";-4,85597969358375;6,11721735442788;0,00218192103828533;0,038767700009671;"CELSR1";"22";46360834;46537502;"-";176669;"protein_coding";"cadherin EGF LAG seven-pass G-type receptor 1 [Source:HGNC Symbol;Acc:HGNC:1850]"
