"gene_id";"log2FoldChange";"log2CPM";"pvalue";"FDR";"gene_name";"gene_chr";"gene_start";"gene_end";"gene_strand";"gene_length";"gene_biotype";"gene_description"
"ENSG00000002587";-11,8244567253291;2,865943049212;8,25584749330205e-06;0,000550939490932443;"HS3ST1";"4";11393150;11434398;"-";41249;"protein_coding";"heparan sulfate-glucosamine 3-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5194]"
"ENSG00000003096";6,5988977366021;6,85736542424279;0,000120720312004325;0,00387561170972616;"KLHL13";"X";117897813;118117340;"-";219528;"protein_coding";"kelch like family member 13 [Source:HGNC Symbol;Acc:HGNC:22931]"
"ENSG00000003147";15,3804158112647;6,40865043003073;1,76798620482351e-08;1,2574107419021e-05;"ICA1";"7";8113184;8262687;"-";149504;"protein_coding";"islet cell autoantigen 1 [Source:HGNC Symbol;Acc:HGNC:5343]"
"ENSG00000003400";-5,55706658850803;2,42673167984978;0,00116919120667084;0,023477978527335;"CASP10";"2";201182881;201229406;"+";46526;"protein_coding";"caspase 10 [Source:HGNC Symbol;Acc:HGNC:1500]"
"ENSG00000003436";-6,75445120288536;1,17265375607709;0,000548024474679787;0,0128057631740644;"TFPI";"2";187464230;187554505;"-";90276;"protein_coding";"tissue factor pathway inhibitor [Source:HGNC Symbol;Acc:HGNC:11760]"
"ENSG00000003989";7,66101722032767;3,58931170940944;3,37800308951491e-05;0,00154303112267101;"SLC7A2";"8";17494349;17570568;"+";76220;"protein_coding";"solute carrier family 7 member 2 [Source:HGNC Symbol;Acc:HGNC:11060]"
"ENSG00000004139";7,7865280378805;3,71372916896332;2,71954179725775e-05;0,00131599639907266;"SARM1";"17";28371662;28401045;"+";29384;"protein_coding";"sterile alpha and TIR motif containing 1 [Source:HGNC Symbol;Acc:HGNC:17074]"
"ENSG00000004799";10,782975805784;1,83175182085168;4,95908658491048e-05;0,00203200566125082;"PDK4";"7";95583497;95596613;"-";13117;"protein_coding";"pyruvate dehydrogenase kinase 4 [Source:HGNC Symbol;Acc:HGNC:8812]"
"ENSG00000005020";-5,41638777498455;5,94842033251444;0,000879869097182156;0,0186343888028002;"SKAP2";"7";26654772;26864743;"-";209972;"protein_coding";"src kinase associated phosphoprotein 2 [Source:HGNC Symbol;Acc:HGNC:15687]"
"ENSG00000005073";-10,3311903630785;1,39780384774965;0,000106042748276205;0,00353534092833657;"HOXA11";"7";27181157;27185216;"-";4060;"protein_coding";"homeobox A11 [Source:HGNC Symbol;Acc:HGNC:5101]"
"ENSG00000005108";13,0121413158015;4,04406275557602;1,06502172483699e-06;0,00014742654340082;"THSD7A";"7";11370435;11832198;"-";461764;"protein_coding";"thrombospondin type 1 domain containing 7A [Source:HGNC Symbol;Acc:HGNC:22207]"
"ENSG00000005249";8,16726816050038;3,69414881599866;2,80441073380653e-05;0,00134515648451859;"PRKAR2B";"7";107044728;107161811;"+";121914;"protein_coding";"protein kinase cAMP-dependent type II regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:9392]"
"ENSG00000005379";12,1993590180807;3,23473929296009;4,33908931218042e-06;0,000351041967776089;"TSPOAP1";"17";58301227;58329030;"-";27804;"protein_coding";"TSPO associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16831]"
"ENSG00000005471";13,4432929962385;4,47403331416808;5,05574038193298e-07;9,94915050511633e-05;"ABCB4";"7";87398988;87476722;"-";77735;"protein_coding";"ATP binding cassette subfamily B member 4 [Source:HGNC Symbol;Acc:HGNC:45]"
"ENSG00000005884";-5,83416937556822;8,35504665021837;0,000421460812613217;0,0103743761622696;"ITGA3";"17";50055968;50090485;"+";34518;"protein_coding";"integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139]"
"ENSG00000006047";7,75871640822279;2,73935793591148;8,00242113458744e-05;0,00289000772035702;"YBX2";"17";7288252;7294557;"-";6306;"protein_coding";"Y-box binding protein 2 [Source:HGNC Symbol;Acc:HGNC:17948]"
"ENSG00000006210";11,8192678390254;2,8570682401994;8,34762953021307e-06;0,000555582816594035;"CX3CL1";"16";57372458;57385048;"+";12591;"protein_coding";"C-X3-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10647]"
"ENSG00000006468";7,07702828194507;4,77758220633703;6,24072594525904e-05;0,00239915384121543;"ETV1";"7";13891229;13991425;"-";100197;"protein_coding";"ETS variant transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3490]"
"ENSG00000006555";-5,87818317752857;3,30962688634696;0,000531670849085844;0,0125362752149088;"TTC22";"1";54779696;54802379;"-";22684;"protein_coding";"tetratricopeptide repeat domain 22 [Source:HGNC Symbol;Acc:HGNC:26067]"
