"node1_protein";"node2_protein";"node1_gene";"node2_gene";"score"
"ENSP00000261590";"ENSP00000280904";"ENSG00000046604";"ENSG00000134755";999
"ENSP00000222390";"ENSP00000317272";"ENSG00000019991";"ENSG00000105976";999
"ENSP00000222693";"ENSP00000339191";"ENSG00000105971";"ENSG00000105974";999
"ENSP00000274721";"ENSP00000347942";"ENSG00000146013";"ENSG00000165731";999
"ENSP00000352035";"ENSP00000373648";"ENSG00000075043";"ENSG00000184156";999
"ENSP00000341170";"ENSP00000373700";"ENSG00000105894";"ENSG00000171094";999
"ENSP00000370483";"ENSP00000385142";"ENSG00000146938";"ENSG00000179915";999
"ENSP00000173229";"ENSP00000389140";"ENSG00000065320";"ENSG00000187323";999
"ENSP00000301218";"ENSP00000397026";"ENSG00000105737";"ENSG00000164418";999
"ENSP00000473093";"ENSP00000480637";"ENSG00000221867";"ENSG00000197172";999
"ENSP00000261751";"ENSP00000315602";"ENSG00000117971";"ENSG00000080644";998
"ENSP00000261590";"ENSP00000369129";"ENSG00000046604";"ENSG00000096696";998
"ENSP00000280904";"ENSP00000369129";"ENSG00000134755";"ENSG00000096696";998
"ENSP00000222390";"ENSP00000431418";"ENSG00000019991";"ENSG00000198400";997
"ENSP00000300305";"ENSP00000345681";"ENSG00000159216";"ENSG00000179348";996
"ENSP00000410242";"ENSP00000437621";"ENSG00000073792";"ENSG00000149948";996
"ENSP00000333640";"ENSP00000494686";"ENSG00000064655";"ENSG00000126778";996
"ENSP00000364801";"ENSP00000364802";"ENSG00000204388";"ENSG00000204389";994
"ENSP00000216492";"ENSP00000368244";"ENSG00000100604";"ENSG00000089199";994
"ENSP00000052754";"ENSP00000351807";"ENSG00000011465";"ENSG00000049540";993
"ENSP00000233242";"ENSP00000350425";"ENSG00000084674";"ENSG00000110244";992
"ENSP00000052754";"ENSP00000228251";"ENSG00000011465";"ENSG00000060138";991
"ENSP00000254976";"ENSP00000263864";"ENSG00000132639";"ENSG00000118640";991
"ENSP00000216492";"ENSP00000220478";"ENSG00000100604";"ENSG00000104112";990
"ENSP00000351807";"ENSP00000378957";"ENSG00000049540";"ENSG00000166482";990
"ENSP00000257290";"ENSP00000261799";"ENSG00000134853";"ENSG00000113721";989
"ENSP00000262494";"ENSP00000397181";"ENSG00000087258";"ENSG00000117152";989
"ENSP00000444198";"ENSP00000501092";"ENSG00000164442";"ENSG00000137203";989
"ENSP00000052754";"ENSP00000317272";"ENSG00000011465";"ENSG00000105976";986
"ENSP00000327758";"ENSP00000352565";"ENSG00000183072";"ENSG00000164107";986
"ENSP00000304133";"ENSP00000368244";"ENSG00000171951";"ENSG00000089199";986
"ENSP00000376776";"ENSP00000403644";"ENSG00000123454";"ENSG00000132437";984
"ENSP00000359077";"ENSP00000481841";"ENSG00000198910";"ENSG00000272398";984
"ENSP00000359621";"ENSP00000359640";"ENSG00000055732";"ENSG00000153898";983
"ENSP00000355245";"ENSP00000372170";"ENSG00000198807";"ENSG00000163132";983
"ENSP00000296318";"ENSP00000320936";"ENSG00000144730";"ENSG00000177663";982
"ENSP00000331902";"ENSP00000378340";"ENSG00000188153";"ENSG00000197565";982
"ENSP00000334448";"ENSP00000354859";"ENSG00000186469";"ENSG00000149295";981
"ENSP00000262494";"ENSP00000334448";"ENSG00000087258";"ENSG00000186469";980
"ENSP00000359310";"ENSP00000473093";"ENSG00000198930";"ENSG00000221867";980
"ENSP00000052754";"ENSP00000266718";"ENSG00000011465";"ENSG00000139329";978
"ENSP00000266744";"ENSP00000317333";"ENSG00000139352";"ENSG00000178403";976
"ENSP00000269593";"ENSP00000330658";"ENSG00000141753";"ENSG00000182752";976
"ENSP00000364995";"ENSP00000431418";"ENSG00000148082";"ENSG00000198400";975
"ENSP00000263774";"ENSP00000338641";"ENSG00000213619";"ENSG00000157502";974
"ENSP00000241337";"ENSP00000358851";"ENSG00000213366";"ENSG00000168765";973
"ENSP00000351957";"ENSP00000378063";"ENSG00000172572";"ENSG00000172123";973
"ENSP00000254976";"ENSP00000295987";"ENSG00000132639";"ENSG00000008056";970
"ENSP00000207549";"ENSP00000413606";"ENSG00000092929";"ENSG00000076944";970
"ENSP00000377265";"ENSP00000501092";"ENSG00000008196";"ENSG00000137203";968
"ENSP00000351807";"ENSP00000424571";"ENSG00000049540";"ENSG00000138829";967
