"NAME";"GENE_SYMBOL";"GENE_TITLE";"SCORE"
"ENSG00000196542";"SPTSSB";"serine palmitoyltransferase small subunit B";2689,33221410089
"ENSG00000160182";"TFF1";"trefoil factor 1";1930,35485900732
"ENSG00000107485";"GATA3";"GATA binding protein 3";1875,25941944276
"ENSG00000189143";"CLDN4";"claudin 4";1791,57542330593
"ENSG00000143320";"CRABP2";"cellular retinoic acid binding protein 2";1719,93335443109
"ENSG00000101144";"BMP7";"bone morphogenetic protein 7";1599,75778586627
"ENSG00000196562";"SULF2";"sulfatase 2";1578,98695639678
"ENSG00000196208";"GREB1";"growth regulating estrogen receptor binding 1";1485,12705343681
"ENSG00000129353";"SLC44A2";"solute carrier family 44 member 2 (CTL2 blood group)";1479,32241972239
"ENSG00000104447";"TRPS1";"transcriptional repressor GATA binding 1";1471,92707916086
"ENSG00000214530";"STARD10";"StAR related lipid transfer domain containing 10";1444,67190408748
"ENSG00000124126";"PREX1";"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1";1406,3879829693
"ENSG00000159166";"LAD1";"ladinin 1";1392,652457143
"ENSG00000141376";"BCAS3";"BCAS3 microtubule associated cell migration factor";1361,51612820672
"ENSG00000119888";"EPCAM";"epithelial cell adhesion molecule";1320,0575622676
"ENSG00000126878";"AIF1L";"allograft inflammatory factor 1 like";1294,32267060263
"ENSG00000100219";"XBP1";"X-box binding protein 1";1290,10994317734
"ENSG00000116752";"BCAS2";"BCAS2 pre-mRNA processing factor";1284,78032726994
"ENSG00000127616";"SMARCA4";"SWI/SNF related BAF chromatin remodeling complex subunit ATPase 4";1272,89204168147
"ENSG00000167815";"PRDX2";"peroxiredoxin 2";1271,48306194414
"ENSG00000183044";"ABAT";"4-aminobutyrate aminotransferase";1249,64294707241
"ENSG00000121068";"TBX2";"T-box transcription factor 2";1163,62233550768
"ENSG00000165731";"RET";"ret proto-oncogene";1133,36910015816
"ENSG00000120738";"EGR1";"early growth response 1";1132,68329319219
"ENSG00000163636";"PSMD6";"proteasome 26S subunit, non-ATPase 6";1130,92924112201
"ENSG00000152518";"ZFP36L2";"ZFP36 ring finger protein like 2";1045,71244108226
"ENSG00000009307";"CSDE1";"cold shock domain containing E1";1042,71359513174
"ENSG00000168672";"LRATD2";"LRAT domain containing 2";1034,22139615387
"ENSG00000181885";"CLDN7";"claudin 7";1030,64152353662
"ENSG00000103067";"ESRP2";"epithelial splicing regulatory protein 2";1023,22330622645
"ENSG00000142089";"IFITM3";"interferon induced transmembrane protein 3";1003,95333720388
"ENSG00000163349";"HIPK1";"homeodomain interacting protein kinase 1";971,608522646481
"ENSG00000129514";"FOXA1";"forkhead box A1";966,770186515308
"ENSG00000198890";"PRMT6";"protein arginine methyltransferase 6";966,255711397773
"ENSG00000052723";"SIKE1";"suppressor of IKBKE 1";965,085366082398
"ENSG00000198910";"L1CAM";"L1 cell adhesion molecule";958,216513352252
"ENSG00000039068";"CDH1";"cadherin 1";955,298841667642
"ENSG00000213281";"NRAS";"NRAS proto-oncogene, GTPase";946,07660862636
"ENSG00000143341";"HMCN1";"hemicentin 1";941,696656990482
"ENSG00000159399";"HK2";"hexokinase 2";937,844683644053
"ENSG00000065361";"ERBB3";"erb-b2 receptor tyrosine kinase 3";929,774715091458
"ENSG00000139629";"GALNT6";"polypeptide N-acetylgalactosaminyltransferase 6";903,341553327752
"ENSG00000074370";"ATP2A3";"ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3";893,172811745488
"ENSG00000103485";"QPRT";"quinolinate phosphoribosyltransferase";890,494263237465
"ENSG00000149418";"ST14";"ST14 transmembrane serine protease matriptase";868,976553761086
"ENSG00000092621";"PHGDH";"phosphoglycerate dehydrogenase";849,207960657984
"ENSG00000171345";"KRT19";"keratin 19";841,450795742391
"ENSG00000137501";"SYTL2";"synaptotagmin like 2";830,043703897456
"ENSG00000105699";"LSR";"lipolysis stimulated lipoprotein receptor";799,347472572412
"ENSG00000197323";"TRIM33";"tripartite motif containing 33";798,068101837529
"ENSG00000108395";"TRIM37";"tripartite motif containing 37";781,984954852946
"ENSG00000176658";"MYO1D";"myosin ID";777,594647657299
"ENSG00000118242";"MREG";"melanoregulin";776,878445253369
"ENSG00000115461";"IGFBP5";"insulin like growth factor binding protein 5";769,3817428182
"ENSG00000166145";"SPINT1";"serine peptidase inhibitor, Kunitz type 1";768,668690757536
"ENSG00000101132";"PFDN4";"prefoldin subunit 4";765,194436075628
"ENSG00000114405";"CEP15";"centrosomal protein 15";764,607628891951
"ENSG00000087510";"TFAP2C";"transcription factor AP-2 gamma";726,713801162245
"ENSG00000136492";"BRIP1";"BRCA1 interacting DNA helicase 1";696,990917723632
"ENSG00000261150";"EPPK1";"epiplakin 1";669,897490402741
"ENSG00000108443";"RPS6KB1";"ribosomal protein S6 kinase B1";667,760010075322
"ENSG00000103335";"PIEZO1";"piezo type mechanosensitive ion channel component 1 (Er blood group)";648,047506994131
"ENSG00000265972";"TXNIP";"thioredoxin interacting protein";646,804390640969
"ENSG00000003989";"SLC7A2";"solute carrier family 7 member 2";633,345056985078
"ENSG00000118655";"DCLRE1B";"DNA cross-link repair 1B";625,879692575367
"ENSG00000124466";"LYPD3";"LY6/PLAUR domain containing 3";621,731601789763
"ENSG00000122042";"UBL3";"ubiquitin like 3";608,85079575254
"ENSG00000111490";"TBC1D30";"TBC1 domain family member 30";596,514090427314
"ENSG00000049283";"EPN3";"epsin 3";592,907059665985
"ENSG00000062725";"APPBP2";"amyloid beta precursor protein binding protein 2";584,966956419216
"ENSG00000101057";"MYBL2";"MYB proto-oncogene like 2";581,822508910437
"ENSG00000155066";"PROM2";"prominin 2";561,002352094124
"ENSG00000145911";"N4BP3";"NEDD4 binding protein 3";550,171302964712
"ENSG00000129993";"CBFA2T3";"CBFA2/RUNX1 partner transcriptional co-repressor 3";549,195807217579
"ENSG00000171223";"JUNB";"JunB proto-oncogene, AP-1 transcription factor subunit";548,111981434982
"ENSG00000213853";"EMP2";"epithelial membrane protein 2";545,413620553741
"ENSG00000151892";"GFRA1";"GDNF family receptor alpha 1";544,810699828156
"ENSG00000171219";"CDC42BPG";"CDC42 binding protein kinase gamma";536,984216023467
"ENSG00000124664";"SPDEF";"SAM pointed domain containing ETS transcription factor";522,433364852294
"ENSG00000116299";"ELAPOR1";"endosome-lysosome associated apoptosis and autophagy regulator 1";518,237147672422
"ENSG00000074181";"NOTCH3";"notch receptor 3";514,765070700284
"ENSG00000140832";"MARVELD3";"MARVEL domain containing 3";512,776124343021
"ENSG00000130707";"ASS1";"argininosuccinate synthase 1";508,838115491157
"ENSG00000109062";"NHERF1";"NHERF family PDZ scaffold protein 1";504,136606256632
"ENSG00000118898";"PPL";"periplakin";500,91452583882
"ENSG00000124181";"PLCG1";"phospholipase C gamma 1";488,521639602067
"ENSG00000158055";"GRHL3";"grainyhead like transcription factor 3";484,40120600059
"ENSG00000081803";"CADPS2";"calcium dependent secretion activator 2";468,76153621303
"ENSG00000129354";"AP1M2";"adaptor related protein complex 1 subunit mu 2";461,26939962537
"ENSG00000124171";"PARD6B";"par-6 family cell polarity regulator beta";460,808054652854
"ENSG00000167861";"HID1";"HID1 domain containing";460,356229285928
"ENSG00000070731";"ST6GALNAC2";"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2";459,470591074786
"ENSG00000087460";"GNAS";"GNAS complex locus";446,087256278408
"ENSG00000227051";"C14orf132";"chromosome 14 open reading frame 132";444,509260095686
"ENSG00000173227";"SYT12";"synaptotagmin 12";444,038838759494
"ENSG00000168743";"NPNT";"nephronectin";443,797680019513
"ENSG00000105357";"MYH14";"myosin heavy chain 14";441,532189067214
"ENSG00000184292";"TACSTD2";"tumor associated calcium signal transducer 2";437,702007550461
"ENSG00000124145";"SDC4";"syndecan 4";434,604167403297
"ENSG00000062038";"CDH3";"cadherin 3";434,135246055855
"ENSG00000110375";"UPK2";"uroplakin 2";429,058005299338
"ENSG00000170571";"EMB";"embigin";428,5672455237
"ENSG00000104413";"ESRP1";"epithelial splicing regulatory protein 1";420,902680690945
"ENSG00000143217";"NECTIN4";"nectin cell adhesion molecule 4";415,386707754242
"ENSG00000187608";"ISG15";"ISG15 ubiquitin like modifier";406,837791440458
"ENSG00000111907";"TPD52L1";"TPD52 like 1";404,986462133207
"ENSG00000007866";"TEAD3";"TEA domain transcription factor 3";401,139637898025
"ENSG00000249242";"TMEM150C";"transmembrane protein 150C";395,024113880567
"ENSG00000136944";"LMX1B";"LIM homeobox transcription factor 1 beta";383,52838012367
"ENSG00000189334";"S100A14";"S100 calcium binding protein A14";378,302843345375
"ENSG00000140450";"ARRDC4";"arrestin domain containing 4";373,960083192371
"ENSG00000175920";"DOK7";"docking protein 7";373,083268840902
"ENSG00000101210";"EEF1A2";"eukaryotic translation elongation factor 1 alpha 2";372,099664786104
"ENSG00000135549";"PKIB";"cAMP-dependent protein kinase inhibitor beta";369,011157731099
"ENSG00000115109";"EPB41L5";"erythrocyte membrane protein band 4.1 like 5";360,767669794966
"ENSG00000132746";"ALDH3B2";"aldehyde dehydrogenase 3 family member B2";360,016161274996
"ENSG00000233913";"RPL10P9";"ribosomal protein L10 pseudogene 9";358,961154462651
"ENSG00000118640";"VAMP8";"vesicle associated membrane protein 8";349,933060590709
"ENSG00000106211";"HSPB1";"heat shock protein family B (small) member 1";349,594251293105
"ENSG00000072858";"SIDT1";"SID1 transmembrane family member 1";345,094026418199
"ENSG00000160190";"SLC37A1";"solute carrier family 37 member 1";342,65451343533
"ENSG00000185499";"MUC1";"mucin 1, cell surface associated";342,43644429693
"ENSG00000130558";"OLFM1";"olfactomedin 1";340,537444553899
"ENSG00000163624";"CDS1";"CDP-diacylglycerol synthase 1";340,292103794887
"ENSG00000170832";"USP32";"ubiquitin specific peptidase 32";339,7295485698
"ENSG00000265808";"SEC22B";"SEC22 homolog B, vesicle trafficking protein";338,116114057224
"ENSG00000066735";"KIF26A";"kinesin family member 26A";333,874549568438
"ENSG00000102879";"CORO1A";"coronin 1A";332,764026976297
"ENSG00000156711";"MAPK13";"mitogen-activated protein kinase 13";331,054017704498
"ENSG00000197496";"SLC2A10";"solute carrier family 2 member 10";329,682419011976
"ENSG00000065621";"GSTO2";"glutathione S-transferase omega 2";318,587806428744
"ENSG00000152137";"HSPB8";"heat shock protein family B (small) member 8";318,484206173693
"ENSG00000173890";"GPR160";"G protein-coupled receptor 160";318,309722757129
"ENSG00000140403";"DNAJA4";"DnaJ heat shock protein family (Hsp40) member A4";317,866111023246
"ENSG00000165140";"FBP1";"fructose-bisphosphatase 1";317,270860837021
"ENSG00000127084";"FGD3";"FYVE, RhoGEF and PH domain containing 3";316,83487678717
"ENSG00000169255";"B3GALNT1";"beta-1,3-N-acetylgalactosaminyltransferase 1 (Globoside blood group)";315,017942972528
"ENSG00000182054";"IDH2";"isocitrate dehydrogenase (NADP(+)) 2";313,946372939798
"ENSG00000149573";"MPZL2";"myelin protein zero like 2";313,217291928664
"ENSG00000083307";"GRHL2";"grainyhead like transcription factor 2";312,066693205921
"ENSG00000170836";"PPM1D";"protein phosphatase, Mg2+/Mn2+ dependent 1D";305,830900119791
"ENSG00000124249";"KCNK15";"potassium two pore domain channel subfamily K member 15";305,82206099103
"ENSG00000095066";"HOOK2";"hook microtubule tethering protein 2";305,159045774819
"ENSG00000052344";"PRSS8";"serine protease 8";302,635036458987
"ENSG00000120262";"CCDC170";"coiled-coil domain containing 170";302,162987463702
"ENSG00000011347";"SYT7";"synaptotagmin 7";301,746290469279
"ENSG00000085831";"TTC39A";"tetratricopeptide repeat domain 39A";298,566450314955
"ENSG00000173175";"ADCY5";"adenylate cyclase 5";297,784641420991
"ENSG00000167767";"KRT80";"keratin 80";295,743632744241
"ENSG00000003147";"ICA1";"islet cell autoantigen 1";293,293840284033
"ENSG00000174306";"ZHX3";"zinc fingers and homeoboxes 3";292,093109371468
"ENSG00000178078";"STAP2";"signal transducing adaptor family member 2";289,444068968279
"ENSG00000115339";"GALNT3";"polypeptide N-acetylgalactosaminyltransferase 3";287,929699365306
"ENSG00000164659";"ELAPOR2";"endosome-lysosome associated apoptosis and autophagy regulator family member 2";287,660740513294
"ENSG00000068097";"HEATR6";"HEAT repeat containing 6";287,325791132042
"ENSG00000186187";"ZNRF1";"zinc and ring finger 1";285,285909978422
"ENSG00000119411";"BSPRY";"B-box and SPRY domain containing";284,691609509781
"ENSG00000160588";"MPZL3";"myelin protein zero like 3";283,965073461043
"ENSG00000131759";"RARA";"retinoic acid receptor alpha";279,386844886608
"ENSG00000140057";"AK7";"adenylate kinase 7";270,844676368875
"ENSG00000169862";"CTNND2";"catenin delta 2";270,692034371781
"ENSG00000132698";"RAB25";"RAB25, member RAS oncogene family";270,262792841127
"ENSG00000085552";"IGSF9";"immunoglobulin superfamily member 9";270,248788480664
"ENSG00000167306";"MYO5B";"myosin VB";267,21903747059
"ENSG00000142197";"DOP1B";"DOP1 leucine zipper like protein B";264,040177449108
"ENSG00000169583";"CLIC3";"chloride intracellular channel 3";263,56084659296
"ENSG00000172354";"GNB2";"G protein subunit beta 2";256,681772658759
"ENSG00000064547";"LPAR2";"lysophosphatidic acid receptor 2";254,128175999052
"ENSG00000131149";"GSE1";"Gse1 coiled-coil protein";254,12037439463
"ENSG00000134317";"GRHL1";"grainyhead like transcription factor 1";253,524934510479
"ENSG00000123989";"CHPF";"chondroitin polymerizing factor";252,434515328172
"ENSG00000215845";"TSTD1";"thiosulfate sulfurtransferase like domain containing 1";252,400486498222
"ENSG00000081277";"PKP1";"plakophilin 1";251,343794391549
"ENSG00000178104";"PDE4DIP";"phosphodiesterase 4D interacting protein";249,580402213449
"ENSG00000145808";"ADAMTS19";"ADAM metallopeptidase with thrombospondin type 1 motif 19";248,429218195798
"ENSG00000162777";"DENND2D";"DENN domain containing 2D";244,617472906129
"ENSG00000156299";"TIAM1";"TIAM Rac1 associated GEF 1";243,74814892673
"ENSG00000109625";"CPZ";"carboxypeptidase Z";243,716027714238
"ENSG00000130303";"BST2";"bone marrow stromal cell antigen 2";242,60633427596
"ENSG00000127399";"LRRC61";"leucine rich repeat containing 61";241,987425310028
"ENSG00000143845";"ETNK2";"ethanolamine kinase 2";241,953534539433
"ENSG00000143420";"ENSA";"endosulfine alpha";239,311331194203
"ENSG00000198162";"MAN1A2";"mannosidase alpha class 1A member 2";238,347178383681
"ENSG00000168143";"FAM83B";"family with sequence similarity 83 member B";236,156313083128
"ENSG00000145916";"RMND5B";"required for meiotic nuclear division 5 homolog B";234,646260882383
"ENSG00000106077";"ABHD11";"abhydrolase domain containing 11";234,362579030021
"ENSG00000008283";"CYB561";"cytochrome b561";232,268338703278
"ENSG00000101098";"RIMS4";"regulating synaptic membrane exocytosis 4";232,107502930444
"ENSG00000115267";"IFIH1";"interferon induced with helicase C domain 1";231,293268474157
"ENSG00000196189";"SEMA4A";"semaphorin 4A";229,786554152013
"ENSG00000133466";"C1QTNF6";"C1q and TNF related 6";228,44428399292
"ENSG00000197958";"RPL12";"ribosomal protein L12";227,72284220264
"ENSG00000114770";"ABCC5";"ATP binding cassette subfamily C member 5";226,839017130081
"ENSG00000150893";"FREM2";"FRAS1 related extracellular matrix 2";225,977748883006
"ENSG00000119686";"FLVCR2";"FLVCR choline and putative heme transporter 2";224,504508786691
"ENSG00000087077";"TRIP6";"thyroid hormone receptor interactor 6";223,775720944241
"ENSG00000104881";"PPP1R13L";"protein phosphatase 1 regulatory subunit 13 like";220,974739234664
"ENSG00000196872";"CRACDL";"CRACD like";218,9777352171
"ENSG00000146476";"ARMT1";"acidic residue methyltransferase 1";217,628731994412
"ENSG00000150054";"MPP7";"MAGUK p55 scaffold protein 7";217,620356937897
"ENSG00000139865";"TTC6";"tetratricopeptide repeat domain 6";217,618723067331
"ENSG00000143375";"CGN";"cingulin";214,275054026612
"ENSG00000118680";"MYL12B";"myosin light chain 12B";212,245696816495
"ENSG00000089356";"FXYD3";"FXYD domain containing ion transport regulator 3";212,024033573415
"ENSG00000144476";"ACKR3";"atypical chemokine receptor 3";210,613659704006
"ENSG00000198435";"NRARP";"NOTCH regulated ankyrin repeat protein";210,420583795801
"ENSG00000143412";"ANXA9";"annexin A9";207,70019057568
"ENSG00000197555";"SIPA1L1";"signal induced proliferation associated 1 like 1";207,176592718958
"ENSG00000003249";"DBNDD1";"dysbindin domain containing 1";207,019849742588
"ENSG00000178685";"PARP10";"poly(ADP-ribose) polymerase family member 10";206,122736355996
"ENSG00000179388";"EGR3";"early growth response 3";205,136426813775
"ENSG00000197070";"ARRDC1";"arrestin domain containing 1";205,078140742182
"ENSG00000134769";"DTNA";"dystrobrevin alpha";204,227604047622
"ENSG00000176170";"SPHK1";"sphingosine kinase 1";203,938874957453
"ENSG00000100592";"DAAM1";"dishevelled associated activator of morphogenesis 1";203,469688932878
"ENSG00000124507";"PACSIN1";"protein kinase C and casein kinase substrate in neurons 1";202,239269483387
"ENSG00000160200";"CBS";"cystathionine beta-synthase";202,189918769819
"ENSG00000163932";"PRKCD";"protein kinase C delta";201,037438583796
"ENSG00000154654";"NCAM2";"neural cell adhesion molecule 2";200,092215047908
"ENSG00000114315";"HES1";"hes family bHLH transcription factor 1";198,981290595469
"ENSG00000156453";"PCDH1";"protocadherin 1";198,641680001584
"ENSG00000169738";"DCXR";"dicarbonyl and L-xylulose reductase";198,072680935395
"ENSG00000205581";"HMGN1";"high mobility group nucleosome binding domain 1";197,783500433528
"ENSG00000172819";"RARG";"retinoic acid receptor gamma";195,935199933305
"ENSG00000166886";"NAB2";"NGFI-A binding protein 2";195,873523683441
"ENSG00000186153";"WWOX";"WW domain containing oxidoreductase";195,07891550218
"ENSG00000155906";"RMND1";"required for meiotic nuclear division 1 homolog";194,799461662816
"ENSG00000182511";"FES";"FES proto-oncogene, tyrosine kinase";194,721728610315
"ENSG00000198208";"RPS6KL1";"ribosomal protein S6 kinase like 1";194,597956267397
"ENSG00000161249";"DMKN";"dermokine";194,1859374107
"ENSG00000123992";"DNPEP";"aspartyl aminopeptidase";193,988972429133
"ENSG00000082458";"DLG3";"discs large MAGUK scaffold protein 3";192,780892254535
"ENSG00000185442";"FAM174B";"family with sequence similarity 174 member B";192,378863922015
"ENSG00000143578";"CREB3L4";"cAMP responsive element binding protein 3 like 4";191,871631321688
"ENSG00000170561";"IRX2";"iroquois homeobox 2";190,842279711143
"ENSG00000143552";"NUP210L";"nucleoporin 210 like";190,03563084832
"ENSG00000104549";"SQLE";"squalene epoxidase";189,557535141176
"ENSG00000171587";"DSCAM";"DS cell adhesion molecule";186,970796067475
"ENSG00000165025";"SYK";"spleen associated tyrosine kinase";186,240783746872
"ENSG00000130827";"PLXNA3";"plexin A3";185,230982949817
"ENSG00000184731";"FAM110C";"family with sequence similarity 110 member C";184,925960238983
"ENSG00000189060";"H1-0";"H1.0 linker histone";184,699345407152
"ENSG00000006047";"YBX2";"Y-box binding protein 2";180,892752666928
"ENSG00000088808";"PPP1R13B";"protein phosphatase 1 regulatory subunit 13B";179,272755495891
"ENSG00000160183";"TMPRSS3";"transmembrane serine protease 3";179,028943885376
"ENSG00000007264";"MATK";"megakaryocyte-associated tyrosine kinase";178,34930200899
"ENSG00000071073";"MGAT4A";"alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A";177,878492529282
"ENSG00000187210";"GCNT1";"glucosaminyl (N-acetyl) transferase 1";176,207833986209
"ENSG00000064270";"ATP2C2";"ATPase secretory pathway Ca2+ transporting 2";175,989591172363
"ENSG00000137747";"TMPRSS13";"transmembrane serine protease 13";175,985905514256
"ENSG00000128564";"VGF";"VGF nerve growth factor inducible";174,653266688328
"ENSG00000154118";"JPH3";"junctophilin 3";173,389490716409
"ENSG00000135097";"MSI1";"musashi RNA binding protein 1";173,047900638173
"ENSG00000173218";"VANGL1";"VANGL planar cell polarity protein 1";172,684382761376
"ENSG00000108423";"TUBD1";"tubulin delta 1";171,592789351062
"ENSG00000075461";"CACNG4";"calcium voltage-gated channel auxiliary subunit gamma 4";170,169351273131
"ENSG00000184194";"GPR173";"G protein-coupled receptor 173";170,053503451236
"ENSG00000167766";"ZNF83";"zinc finger protein 83";169,757412528009
"ENSG00000108604";"SMARCD2";"SWI/SNF related BAF chromatin remodeling complex subunit D2";169,206517852648
"ENSG00000186193";"SAPCD2";"suppressor APC domain containing 2";168,91833073654
"ENSG00000176884";"GRIN1";"glutamate ionotropic receptor NMDA type subunit 1";168,126882743476
"ENSG00000109321";"AREG";"amphiregulin";167,079377303388
"ENSG00000142208";"AKT1";"AKT serine/threonine kinase 1";166,798685802544
"ENSG00000143126";"CELSR2";"cadherin EGF LAG seven-pass G-type receptor 2";166,376322017679
"ENSG00000169242";"EFNA1";"ephrin A1";166,218343678088
"ENSG00000061938";"TNK2";"tyrosine kinase non receptor 2";165,984000701039
"ENSG00000114861";"FOXP1";"forkhead box P1";165,820044210232
"ENSG00000165215";"CLDN3";"claudin 3";165,686984513993
"ENSG00000181392";"SYNE4";"spectrin repeat containing nuclear envelope family member 4";165,007681443869
"ENSG00000110080";"ST3GAL4";"ST3 beta-galactoside alpha-2,3-sialyltransferase 4";164,685481305924
"ENSG00000187017";"ESPN";"espin";164,17052845159
"ENSG00000162636";"EEIG2";"EEIG family member 2";163,095135206758
"ENSG00000106571";"GLI3";"GLI family zinc finger 3";161,898608600818
"ENSG00000092929";"UNC13D";"unc-13 homolog D";161,292958041784
"ENSG00000188486";"H2AX";"H2A.X variant histone";161,216337944616
"ENSG00000117266";"CDK18";"cyclin dependent kinase 18";161,16356769323
"ENSG00000064787";"BCAS1";"brain enriched myelin associated protein 1";160,90744891308
"ENSG00000130720";"FIBCD1";"fibrinogen C domain containing 1";159,936271964986
"ENSG00000160180";"TFF3";"trefoil factor 3";159,605229907067
"ENSG00000121101";"TEX14";"testis expressed 14, intercellular bridge forming factor";159,590698220012
"ENSG00000165359";"INTS6L";"integrator complex subunit 6 like";158,429068694942
"ENSG00000181790";"ADGRB1";"adhesion G protein-coupled receptor B1";158,353896998267
"ENSG00000102886";"GDPD3";"glycerophosphodiester phosphodiesterase domain containing 3";157,40342783785
"ENSG00000066468";"FGFR2";"fibroblast growth factor receptor 2";156,454042703219
"ENSG00000233927";"RPS28";"ribosomal protein S28";155,911406027677
"ENSG00000171004";"HS6ST2";"heparan sulfate 6-O-sulfotransferase 2";155,582482430542
"ENSG00000215218";"UBE2QL1";"ubiquitin conjugating enzyme E2 QL1";155,514466563374
"ENSG00000110975";"SYT10";"synaptotagmin 10";153,723572368196
"ENSG00000112379";"ARFGEF3";"ARFGEF family member 3";153,695159685306
"ENSG00000174945";"AMZ1";"archaelysin family metallopeptidase 1";153,547250474174
"ENSG00000131979";"GCH1";"GTP cyclohydrolase 1";152,725368395871
"ENSG00000179627";"ZBTB42";"zinc finger and BTB domain containing 42";152,31920170243
"ENSG00000158769";"F11R";"F11 receptor";152,246846374708
"ENSG00000170345";"FOS";"Fos proto-oncogene, AP-1 transcription factor subunit";152,139061570533
"ENSG00000241878";"PISD";"phosphatidylserine decarboxylase";151,88289837658
"ENSG00000213937";"CLDN9";"claudin 9";151,747706229057
"ENSG00000095627";"TDRD1";"tudor domain containing 1";151,043049918109
"ENSG00000160072";"ATAD3B";"ATPase family AAA domain containing 3B";150,656766040366
"ENSG00000065320";"NTN1";"netrin 1";150,294895629326
"ENSG00000142765";"SYTL1";"synaptotagmin like 1";150,07420727684
"ENSG00000151150";"ANK3";"ankyrin 3";149,791960279583
"ENSG00000174013";"FBXO45";"F-box protein 45";148,773299376664
"ENSG00000149809";"TM7SF2";"transmembrane 7 superfamily member 2";148,462086637935
"ENSG00000105963";"ADAP1";"ArfGAP with dual PH domains 1";147,773711116372
"ENSG00000122068";"FYTTD1";"forty-two-three domain containing 1";147,597379862258
"ENSG00000101158";"NELFCD";"negative elongation factor complex member C/D";147,347648594545
"ENSG00000102882";"MAPK3";"mitogen-activated protein kinase 3";147,123661754866
"ENSG00000183665";"TRMT12";"tRNA methyltransferase 12 homolog";146,454160240559
"ENSG00000111885";"MAN1A1";"mannosidase alpha class 1A member 1";146,185809523158
"ENSG00000164309";"CMYA5";"cardiomyopathy associated 5";146,062975937351
"ENSG00000214193";"SH3D21";"SH3 domain containing 21";144,928813621848
"ENSG00000066583";"ISOC1";"isochorismatase domain containing 1";144,792655296633
"ENSG00000110492";"MDK";"midkine";144,765695438577
"ENSG00000162069";"BICDL2";"BICD family like cargo adaptor 2";144,521003270037
"ENSG00000121316";"PLBD1";"phospholipase B domain containing 1";143,803524929765
"ENSG00000169251";"NMD3";"NMD3 ribosome export adaptor";143,298958939041
"ENSG00000234444";"ZNF736";"zinc finger protein 736";142,520196498066
"ENSG00000127585";"FBXL16";"F-box and leucine rich repeat protein 16";141,709922183627
"ENSG00000289623";"LOC101929614";"proline-rich receptor-like protein kinase PERK10";141,518170446565
"ENSG00000134262";"AP4B1";"adaptor related protein complex 4 subunit beta 1";140,76373990839
"ENSG00000172461";"FUT9";"fucosyltransferase 9";140,741441117789
"ENSG00000140988";"RPS2";"ribosomal protein S2";140,107675519161
"ENSG00000172893";"DHCR7";"7-dehydrocholesterol reductase";138,386458127584
"ENSG00000196502";"SULT1A1";"sulfotransferase family 1A member 1";138,27199514541
