"node1_protein";"node2_protein";"node1_gene";"node2_gene";"score"
"ENSP00000221132";"ENSP00000241261";"ENSG00000104689";"ENSG00000121858";999
"ENSP00000242208";"ENSP00000256759";"ENSG00000122641";"ENSG00000134363";999
"ENSP00000263339";"ENSP00000263341";"ENSG00000115008";"ENSG00000125538";999
"ENSP00000244869";"ENSP00000275493";"ENSG00000124882";"ENSG00000146648";999
"ENSP00000261769";"ENSP00000275493";"ENSG00000039068";"ENSG00000146648";999
"ENSP00000267101";"ENSP00000275493";"ENSG00000065361";"ENSG00000146648";999
"ENSP00000249071";"ENSP00000356505";"ENSG00000128340";"ENSG00000116701";999
"ENSP00000337383";"ENSP00000357112";"ENSG00000162711";"ENSG00000163568";999
"ENSP00000346032";"ENSP00000367263";"ENSG00000182718";"ENSG00000124942";999
"ENSP00000264144";"ENSP00000375778";"ENSG00000058085";"ENSG00000196878";999
"ENSP00000275493";"ENSP00000379097";"ENSG00000146648";"ENSG00000109321";999
"ENSP00000259206";"ENSP00000386380";"ENSG00000136689";"ENSG00000115594";999
"ENSP00000263339";"ENSP00000386380";"ENSG00000115008";"ENSG00000115594";999
"ENSP00000263341";"ENSP00000386380";"ENSG00000125538";"ENSG00000115594";999
"ENSP00000342278";"ENSP00000388001";"ENSG00000111335";"ENSG00000089127";999
"ENSP00000275493";"ENSP00000404131";"ENSG00000146648";"ENSG00000163235";999
"ENSP00000357112";"ENSP00000460475";"ENSG00000163568";"ENSG00000091592";999
"ENSP00000480355";"ENSP00000482270";"ENSG00000215115";"ENSG00000215113";999
"ENSP00000244869";"ENSP00000379097";"ENSG00000124882";"ENSG00000109321";998
"ENSP00000275493";"ENSP00000398632";"ENSG00000146648";"ENSG00000026508";998
"ENSP00000267101";"ENSP00000404131";"ENSG00000065361";"ENSG00000163235";998
"ENSP00000337383";"ENSP00000460475";"ENSG00000162711";"ENSG00000091592";998
"ENSP00000365230";"ENSP00000460475";"ENSG00000171552";"ENSG00000091592";998
"ENSP00000263339";"ENSP00000280357";"ENSG00000115008";"ENSG00000150782";997
"ENSP00000263341";"ENSP00000337383";"ENSG00000125538";"ENSG00000162711";997
"ENSP00000275493";"ENSP00000494162";"ENSG00000146648";"ENSG00000142273";997
"ENSP00000370989";"ENSP00000380855";"ENSG00000120217";"ENSG00000197646";996
"ENSP00000200181";"ENSP00000497653";"ENSG00000132470";"ENSG00000065618";996
"ENSP00000264832";"ENSP00000398632";"ENSG00000090339";"ENSG00000026508";995
"ENSP00000267101";"ENSP00000379097";"ENSG00000065361";"ENSG00000109321";993
"ENSP00000228945";"ENSP00000249071";"ENSG00000111348";"ENSG00000128340";992
"ENSP00000259206";"ENSP00000263339";"ENSG00000136689";"ENSG00000115008";990
"ENSP00000263341";"ENSP00000280357";"ENSG00000125538";"ENSG00000150782";990
"ENSP00000346032";"ENSP00000366109";"ENSG00000182718";"ENSG00000135046";989
"ENSP00000238018";"ENSP00000368727";"ENSG00000119125";"ENSG00000158125";988
"ENSP00000242208";"ENSP00000295228";"ENSG00000122641";"ENSG00000163083";986
"ENSP00000263341";"ENSP00000388566";"ENSG00000125538";"ENSG00000196954";985
"ENSP00000445135";"ENSP00000460475";"ENSG00000022556";"ENSG00000091592";984
"ENSP00000359077";"ENSP00000481841";"ENSG00000198910";"ENSG00000272398";984
"ENSP00000244869";"ENSP00000267101";"ENSG00000124882";"ENSG00000065361";982
"ENSP00000200181";"ENSP00000315190";"ENSG00000132470";"ENSG00000005884";982
"ENSP00000334145";"ENSP00000366307";"ENSG00000117525";"ENSG00000178726";982
"ENSP00000200181";"ENSP00000375778";"ENSG00000132470";"ENSG00000196878";982
"ENSP00000275493";"ENSP00000370473";"ENSG00000146648";"ENSG00000146674";981
"ENSP00000256759";"ENSP00000295228";"ENSG00000134363";"ENSG00000163083";980
"ENSP00000283249";"ENSP00000315190";"ENSG00000115221";"ENSG00000005884";977
"ENSP00000275493";"ENSP00000359077";"ENSG00000146648";"ENSG00000198910";976
"ENSP00000414350";"ENSP00000417498";"ENSG00000176945";"ENSG00000145113";974
"ENSP00000264832";"ENSP00000361359";"ENSG00000090339";"ENSG00000101017";972
"ENSP00000357691";"ENSP00000357695";"ENSG00000189334";"ENSG00000188643";970
"ENSP00000354822";"ENSP00000359783";"ENSG00000132530";"ENSG00000137965";970
"ENSP00000260010";"ENSP00000263341";"ENSG00000137462";"ENSG00000125538";969
"ENSP00000381008";"ENSP00000417498";"ENSG00000181143";"ENSG00000145113";969
"ENSP00000259206";"ENSP00000263341";"ENSG00000136689";"ENSG00000125538";968
"ENSP00000275493";"ENSP00000330382";"ENSG00000146648";"ENSG00000100311";968
"ENSP00000261769";"ENSP00000264012";"ENSG00000039068";"ENSG00000062038";967
"ENSP00000308452";"ENSP00000340989";"ENSG00000128422";"ENSG00000175793";967
"ENSP00000280357";"ENSP00000388566";"ENSG00000150782";"ENSG00000196954";967
"ENSP00000264257";"ENSP00000386380";"ENSG00000115598";"ENSG00000115594";966
