"gene_id";"log2FoldChange";"pvalue";"padj";"gene_name";"gene_chr";"gene_start";"gene_end";"gene_strand";"gene_length";"gene_biotype";"gene_description"
"ENSG00000001461";1,01363914093723;0,000107624891730498;0,000268787154752668;"NIPAL3";"1";24413360;24472983;"+";59624;"protein_coding";"NIPA like domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25233]"
"ENSG00000001629";1,11546708845811;2,61971353119217e-25;2,37272782750986e-24;"ANKIB1";"7";92246223;92401773;"+";155551;"protein_coding";"ankyrin repeat and IBR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22215]"
"ENSG00000003147";5,48310673256939;1,45085068693913e-17;9,25384063657556e-17;"ICA1";"7";8113184;8262687;"-";149504;"protein_coding";"islet cell autoantigen 1 [Source:HGNC Symbol;Acc:HGNC:5343]"
"ENSG00000003249";2,44614028075434;4,55470237772664e-110;2,52874709932226e-108;"DBNDD1";"16";90004865;90020131;"-";15267;"protein_coding";"dysbindin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28455]"
"ENSG00000003436";4,1260259087458;1,57147643273006e-05;4,3279508777072e-05;"TFPI";"2";187464230;187554505;"-";90276;"protein_coding";"tissue factor pathway inhibitor [Source:HGNC Symbol;Acc:HGNC:11760]"
"ENSG00000003989";1,76292259005675;1,85845432786357e-51;3,72126100778303e-50;"SLC7A2";"8";17494349;17570568;"+";76220;"protein_coding";"solute carrier family 7 member 2 [Source:HGNC Symbol;Acc:HGNC:11060]"
"ENSG00000004059";1,15881276173114;3,13589766683842e-33;3,78165374491798e-32;"ARF5";"7";127588352;127591705;"+";3354;"protein_coding";"ARF GTPase 5 [Source:HGNC Symbol;Acc:HGNC:658]"
"ENSG00000004399";1,40721495164069;1,55744385518206e-29;1,65520757760182e-28;"PLXND1";"3";129555213;129606739;"-";51527;"protein_coding";"plexin D1 [Source:HGNC Symbol;Acc:HGNC:9107]"
"ENSG00000004777";1,49490206128222;2,5956166062596e-09;9,96108692012045e-09;"ARHGAP33";"19";35775515;35788822;"+";13308;"protein_coding";"Rho GTPase activating protein 33 [Source:HGNC Symbol;Acc:HGNC:23085]"
"ENSG00000004779";1,17089773346141;3,24985301946073e-18;2,14234721020734e-17;"NDUFAB1";"16";23581012;23596329;"-";15318;"protein_coding";"NADH:ubiquinone oxidoreductase subunit AB1 [Source:HGNC Symbol;Acc:HGNC:7694]"
"ENSG00000004799";3,32769266588489;0,00122966084753635;0,00268135685958576;"PDK4";"7";95583497;95596613;"-";13117;"protein_coding";"pyruvate dehydrogenase kinase 4 [Source:HGNC Symbol;Acc:HGNC:8812]"
"ENSG00000004948";5,1098091377344;6,8299597621127e-05;0,000174760305150572;"CALCR";"7";93424487;93574730;"-";150244;"protein_coding";"calcitonin receptor [Source:HGNC Symbol;Acc:HGNC:1440]"
"ENSG00000005022";1,3614071241046;5,83642291709623e-88;2,3156109485463e-86;"SLC25A5";"X";119468400;119471396;"+";2997;"protein_coding";"solute carrier family 25 member 5 [Source:HGNC Symbol;Acc:HGNC:10991]"
"ENSG00000005059";4,49485489412338;8,23018946213278e-69;2,31093989823433e-67;"MCUB";"4";109560199;109688719;"+";128521;"protein_coding";"mitochondrial calcium uniporter dominant negative subunit beta [Source:HGNC Symbol;Acc:HGNC:26076]"
"ENSG00000005075";1,64144900247171;8,7702315031742e-41;1,31784673729595e-39;"POLR2J";"7";102473100;102478934;"-";5835;"protein_coding";"RNA polymerase II subunit J [Source:HGNC Symbol;Acc:HGNC:9197]"
"ENSG00000005189";1,81568765489642;6,70028424676535e-13;3,30663378411796e-12;"REXO5";"16";20806429;20849682;"+";43254;"protein_coding";"RNA exonuclease 5 [Source:HGNC Symbol;Acc:HGNC:24661]"
"ENSG00000005243";2,71291137614522;2,23671439943159e-17;1,41240089476663e-16;"COPZ2";"17";48026167;48048086;"-";21920;"protein_coding";"COPI coat complex subunit zeta 2 [Source:HGNC Symbol;Acc:HGNC:19356]"
"ENSG00000005249";5,78760368487707;2,65119493866056e-19;1,8496708874376e-18;"PRKAR2B";"7";107044728;107161811;"+";121914;"protein_coding";"protein kinase cAMP-dependent type II regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:9392]"
"ENSG00000005448";2,52908867026996;4,17658386440212e-36;5,50227920502898e-35;"WDR54";"2";74421721;74426259;"+";4539;"protein_coding";"WD repeat domain 54 [Source:HGNC Symbol;Acc:HGNC:25770]"
"ENSG00000005469";1,32469569695295;3,72776877953376e-08;1,30224404760015e-07;"CROT";"7";87345635;87399796;"+";54162;"protein_coding";"carnitine O-octanoyltransferase [Source:HGNC Symbol;Acc:HGNC:2366]"
"ENSG00000005486";1,81348080112591;2,68595300012725e-57;6,03545286493772e-56;"RHBDD2";"7";75878992;75888926;"+";9935;"protein_coding";"rhomboid domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23082]"
"ENSG00000005700";1,83802083600832;0,000127428765976943;0,000315527352766539;"IBTK";"6";82169987;82247754;"-";155536;"protein_coding";"inhibitor of Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:17853]"
"ENSG00000005882";2,98220942768013;6,66688463855169e-30;7,1926641841788e-29;"PDK2";"17";50094737;50111369;"+";16633;"protein_coding";"pyruvate dehydrogenase kinase 2 [Source:HGNC Symbol;Acc:HGNC:8810]"
"ENSG00000005884";3,27808527909656;6,71346188475492e-147;5,9175359912015e-145;"ITGA3";"17";50055968;50090485;"+";34518;"protein_coding";"integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139]"
"ENSG00000005961";2,15690547290048;0,00653667304036517;0,0126731416088713;"ITGA2B";"17";44372181;44389601;"-";17421;"protein_coding";"integrin subunit alpha 2b [Source:HGNC Symbol;Acc:HGNC:6138]"
"ENSG00000006007";1,22800449113556;1,67940477788086e-31;1,91707755018443e-30;"GDE1";"16";19501693;19522145;"-";20453;"protein_coding";"glycerophosphodiester phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:29644]"
"ENSG00000006015";1,69699323509937;1,93606712023805e-08;6,93480263009439e-08;"REX1BD";"19";18588685;18592337;"+";3653;"protein_coding";"required for excision 1-B domain containing [Source:HGNC Symbol;Acc:HGNC:26098]"
"ENSG00000006118";3,02342737108319;2,1972272540181e-198;3,51145663959903e-196;"TMEM132A";"11";60924441;60937159;"+";12719;"protein_coding";"transmembrane protein 132A [Source:HGNC Symbol;Acc:HGNC:31092]"
"ENSG00000006327";2,53318012392783;7,56245693589196e-110;4,1715488259275e-108;"TNFRSF12A";"16";3020312;3022383;"+";2072;"protein_coding";"TNF receptor superfamily member 12A [Source:HGNC Symbol;Acc:HGNC:18152]"
"ENSG00000006459";1,42924604304095;0,00115994664206475;0,00254002914320749;"KDM7A";"7";140084746;140176941;"-";92196;"protein_coding";"lysine demethylase 7A [Source:HGNC Symbol;Acc:HGNC:22224]"
"ENSG00000006625";1,12365346325287;2,3450619985661e-19;1,64010471065359e-18;"GGCT";"7";30496621;30504841;"-";8221;"protein_coding";"gamma-glutamylcyclotransferase [Source:HGNC Symbol;Acc:HGNC:21705]"
"ENSG00000006740";1,94166493327284;1,30854070847478e-10;5,55374686396592e-10;"ARHGAP44";"17";12789512;12991644;"+";202133;"protein_coding";"Rho GTPase activating protein 44 [Source:HGNC Symbol;Acc:HGNC:29096]"
"ENSG00000006747";3,98339531816425;0,00879189781634011;0,0167083188107819;"SCIN";"7";12570363;12653603;"+";83241;"protein_coding";"scinderin [Source:HGNC Symbol;Acc:HGNC:21695]"
