"gene_id";"log2FoldChange";"pvalue";"padj";"gene_name";"gene_chr";"gene_start";"gene_end";"gene_strand";"gene_length";"gene_biotype";"gene_description"
"ENSG00000000003";-1,50974854569458;6,04982258021287e-38;8,38346565005187e-37;"TSPAN6";"X";100627108;100637104;"-";9997;"protein_coding";"tetraspanin 6 [Source:HGNC Symbol;Acc:HGNC:11858]"
"ENSG00000000419";-2,12129386844681;2,70903362905078e-39;3,88954450518626e-38;"DPM1";"20";50934855;50958564;"-";23710;"protein_coding";"dolichyl-phosphate mannosyltransferase subunit 1, catalytic [Source:HGNC Symbol;Acc:HGNC:3005]"
"ENSG00000000460";-1,03938832179431;5,87260288319837e-08;2,0229957554934e-07;"C1orf112";"1";169794730;169854080;"+";59351;"protein_coding";"FIGNL1 interacting regulator of recombination and mitosis [Source:HGNC Symbol;Acc:HGNC:25565]"
"ENSG00000001461";1,01363914093723;0,000107624891730498;0,000268787154752668;"NIPAL3";"1";24413360;24472983;"+";59624;"protein_coding";"NIPA like domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25233]"
"ENSG00000001626";-8,37057386005739;3,31401250093601e-82;1,18804221731668e-80;"CFTR";"7";117479963;117668665;"+";188703;"protein_coding";"CF transmembrane conductance regulator [Source:HGNC Symbol;Acc:HGNC:1884]"
"ENSG00000001629";1,11546708845811;2,61971353119217e-25;2,37272782750986e-24;"ANKIB1";"7";92246223;92401773;"+";155551;"protein_coding";"ankyrin repeat and IBR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22215]"
"ENSG00000002587";-3,25923648880699;0,0234210560895744;0,0411064414586597;"HS3ST1";"4";11393150;11434398;"-";41249;"protein_coding";"heparan sulfate-glucosamine 3-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5194]"
"ENSG00000002746";-3,19729676936423;0,0246843140227234;0,0431420451541875;"HECW1";"7";43112580;43566001;"+";453422;"protein_coding";"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:22195]"
"ENSG00000002919";-1,08973094602002;7,96884260827384e-13;3,90786373964676e-12;"SNX11";"17";48107533;48123601;"+";16069;"protein_coding";"sorting nexin 11 [Source:HGNC Symbol;Acc:HGNC:14975]"
"ENSG00000002933";-7,28937725024838;2,63655213611118e-05;7,07882580114637e-05;"TMEM176A";"7";150800543;150805120;"+";4578;"protein_coding";"transmembrane protein 176A [Source:HGNC Symbol;Acc:HGNC:24930]"
"ENSG00000003096";-2,22313810372916;9,85950974615098e-12;4,51762102516564e-11;"KLHL13";"X";117897813;118117340;"-";219528;"protein_coding";"kelch like family member 13 [Source:HGNC Symbol;Acc:HGNC:22931]"
"ENSG00000003147";5,48310673256939;1,45085068693913e-17;9,25384063657556e-17;"ICA1";"7";8113184;8262687;"-";149504;"protein_coding";"islet cell autoantigen 1 [Source:HGNC Symbol;Acc:HGNC:5343]"
"ENSG00000003249";2,44614028075434;4,55470237772664e-110;2,52874709932226e-108;"DBNDD1";"16";90004865;90020131;"-";15267;"protein_coding";"dysbindin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28455]"
"ENSG00000003393";-1,24980179497756;4,55094417791571e-23;3,73242903800281e-22;"ALS2";"2";201700263;201781172;"-";80910;"protein_coding";"alsin Rho guanine nucleotide exchange factor ALS2 [Source:HGNC Symbol;Acc:HGNC:443]"
"ENSG00000003400";-6,52679835737953;2,49453345529394e-15;1,42520955848735e-14;"CASP10";"2";201182881;201229406;"+";46526;"protein_coding";"caspase 10 [Source:HGNC Symbol;Acc:HGNC:1500]"
"ENSG00000003402";-1,62826036490566;1,10277308128345e-27;1,09002425953451e-26;"CFLAR";"2";201116104;201172688;"+";56585;"protein_coding";"CASP8 and FADD like apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:1876]"
"ENSG00000003436";4,1260259087458;1,57147643273006e-05;4,3279508777072e-05;"TFPI";"2";187464230;187554505;"-";90276;"protein_coding";"tissue factor pathway inhibitor [Source:HGNC Symbol;Acc:HGNC:11760]"
"ENSG00000003509";-1,1358538986084;5,37895587447516e-08;1,85856022334866e-07;"NDUFAF7";"2";37231631;37271365;"+";39735;"protein_coding";"NADH:ubiquinone oxidoreductase complex assembly factor 7 [Source:HGNC Symbol;Acc:HGNC:28816]"
"ENSG00000003989";1,76292259005675;1,85845432786357e-51;3,72126100778303e-50;"SLC7A2";"8";17494349;17570568;"+";76220;"protein_coding";"solute carrier family 7 member 2 [Source:HGNC Symbol;Acc:HGNC:11060]"
"ENSG00000004059";1,15881276173114;3,13589766683842e-33;3,78165374491798e-32;"ARF5";"7";127588352;127591705;"+";3354;"protein_coding";"ARF GTPase 5 [Source:HGNC Symbol;Acc:HGNC:658]"
"ENSG00000004139";-5,02292529641514;2,21841227235968e-56;4,90114339242254e-55;"SARM1";"17";28371662;28401045;"+";29384;"protein_coding";"sterile alpha and TIR motif containing 1 [Source:HGNC Symbol;Acc:HGNC:17074]"
