"gene_id";"log2FoldChange";"pvalue";"padj";"gene_name";"gene_chr";"gene_start";"gene_end";"gene_strand";"gene_length";"gene_biotype";"gene_description"
"ENSG00000000003";-1,50974854569458;6,04982258021287e-38;8,38346565005187e-37;"TSPAN6";"X";100627108;100637104;"-";9997;"protein_coding";"tetraspanin 6 [Source:HGNC Symbol;Acc:HGNC:11858]"
"ENSG00000000419";-2,12129386844681;2,70903362905078e-39;3,88954450518626e-38;"DPM1";"20";50934855;50958564;"-";23710;"protein_coding";"dolichyl-phosphate mannosyltransferase subunit 1, catalytic [Source:HGNC Symbol;Acc:HGNC:3005]"
"ENSG00000000460";-1,03938832179431;5,87260288319837e-08;2,0229957554934e-07;"C1orf112";"1";169794730;169854080;"+";59351;"protein_coding";"FIGNL1 interacting regulator of recombination and mitosis [Source:HGNC Symbol;Acc:HGNC:25565]"
"ENSG00000001626";-8,37057386005739;3,31401250093601e-82;1,18804221731668e-80;"CFTR";"7";117479963;117668665;"+";188703;"protein_coding";"CF transmembrane conductance regulator [Source:HGNC Symbol;Acc:HGNC:1884]"
"ENSG00000002587";-3,25923648880699;0,0234210560895744;0,0411064414586597;"HS3ST1";"4";11393150;11434398;"-";41249;"protein_coding";"heparan sulfate-glucosamine 3-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5194]"
"ENSG00000002746";-3,19729676936423;0,0246843140227234;0,0431420451541875;"HECW1";"7";43112580;43566001;"+";453422;"protein_coding";"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:22195]"
"ENSG00000002919";-1,08973094602002;7,96884260827384e-13;3,90786373964676e-12;"SNX11";"17";48107533;48123601;"+";16069;"protein_coding";"sorting nexin 11 [Source:HGNC Symbol;Acc:HGNC:14975]"
"ENSG00000002933";-7,28937725024838;2,63655213611118e-05;7,07882580114637e-05;"TMEM176A";"7";150800543;150805120;"+";4578;"protein_coding";"transmembrane protein 176A [Source:HGNC Symbol;Acc:HGNC:24930]"
"ENSG00000003096";-2,22313810372916;9,85950974615098e-12;4,51762102516564e-11;"KLHL13";"X";117897813;118117340;"-";219528;"protein_coding";"kelch like family member 13 [Source:HGNC Symbol;Acc:HGNC:22931]"
"ENSG00000003393";-1,24980179497756;4,55094417791571e-23;3,73242903800281e-22;"ALS2";"2";201700263;201781172;"-";80910;"protein_coding";"alsin Rho guanine nucleotide exchange factor ALS2 [Source:HGNC Symbol;Acc:HGNC:443]"
"ENSG00000003400";-6,52679835737953;2,49453345529394e-15;1,42520955848735e-14;"CASP10";"2";201182881;201229406;"+";46526;"protein_coding";"caspase 10 [Source:HGNC Symbol;Acc:HGNC:1500]"
"ENSG00000003402";-1,62826036490566;1,10277308128345e-27;1,09002425953451e-26;"CFLAR";"2";201116104;201172688;"+";56585;"protein_coding";"CASP8 and FADD like apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:1876]"
"ENSG00000003509";-1,1358538986084;5,37895587447516e-08;1,85856022334866e-07;"NDUFAF7";"2";37231631;37271365;"+";39735;"protein_coding";"NADH:ubiquinone oxidoreductase complex assembly factor 7 [Source:HGNC Symbol;Acc:HGNC:28816]"
"ENSG00000004139";-5,02292529641514;2,21841227235968e-56;4,90114339242254e-55;"SARM1";"17";28371662;28401045;"+";29384;"protein_coding";"sterile alpha and TIR motif containing 1 [Source:HGNC Symbol;Acc:HGNC:17074]"
"ENSG00000004142";-2,06864608651072;7,15928897726271e-167;8,38519462405427e-165;"POLDIP2";"17";28346628;28357589;"-";10962;"protein_coding";"DNA polymerase delta interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:23781]"
"ENSG00000004660";-1,18441637870959;8,0041921445429e-05;0,000203043592451689;"CAMKK1";"17";3860315;3895633;"-";35319;"protein_coding";"calcium/calmodulin dependent protein kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:1469]"
"ENSG00000004700";-1,20110609909043;7,79385538093444e-21;5,83771033788782e-20;"RECQL";"12";21468910;21501669;"-";32760;"protein_coding";"RecQ like helicase [Source:HGNC Symbol;Acc:HGNC:9948]"
"ENSG00000005020";-1,20781151031916;2,43138107934922e-12;1,16006184310468e-11;"SKAP2";"7";26654772;26864743;"-";209972;"protein_coding";"src kinase associated phosphoprotein 2 [Source:HGNC Symbol;Acc:HGNC:15687]"
"ENSG00000005379";-8,61785432831258;3,49960692473193e-08;1,22604544996755e-07;"TSPOAP1";"17";58301227;58329030;"-";27804;"protein_coding";"TSPO associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16831]"
"ENSG00000005436";-1,03637795272503;3,86631018034798e-08;1,34788795278187e-07;"GCFC2";"2";75655606;75711642;"-";56037;"protein_coding";"GC-rich sequence DNA-binding factor 2 [Source:HGNC Symbol;Acc:HGNC:1317]"
