"gene_id";"log2FoldChange";"log2CPM";"pvalue";"FDR";"gene_name";"gene_chr";"gene_start";"gene_end";"gene_strand";"gene_length";"gene_biotype";"gene_description"
"ENSG00000003400";-5,13620338101897;4,4143492792376;0,00154779012964195;0,037868849099291;"CASP10";"2";201182881;201229406;"+";46526;"protein_coding";"caspase 10 [Source:HGNC Symbol;Acc:HGNC:1500]"
"ENSG00000005020";-7,67278537345601;4,70412991567799;4,3074717896495e-05;0,00297003443132538;"SKAP2";"7";26654772;26864743;"-";209972;"protein_coding";"src kinase associated phosphoprotein 2 [Source:HGNC Symbol;Acc:HGNC:15687]"
"ENSG00000005844";-9,27440727663892;1,35681606103771;0,000625935114582704;0,0190910400833217;"ITGAL";"16";30472662;30523185;"+";50524;"protein_coding";"integrin subunit alpha L [Source:HGNC Symbol;Acc:HGNC:6148]"
"ENSG00000005981";-10,956872340546;2,99267583994289;3,60864054166562e-05;0,00268114627673222;"ASB4";"7";95485439;95544738;"+";59300;"protein_coding";"ankyrin repeat and SOCS box containing 4 [Source:HGNC Symbol;Acc:HGNC:16009]"
"ENSG00000006016";-6,45646190382583;7,49320852804914;0,000153032941721333;0,00695545228003353;"CRLF1";"19";18593225;18606850;"-";13626;"protein_coding";"cytokine receptor like factor 1 [Source:HGNC Symbol;Acc:HGNC:2364]"
"ENSG00000009724";-6,96373234831871;3,60664792909226;0,000177455879441426;0,00771858870602694;"MASP2";"1";11026523;11047239;"-";20717;"protein_coding";"MBL associated serine protease 2 [Source:HGNC Symbol;Acc:HGNC:6902]"
"ENSG00000009950";-8,77353525924953;5,79776108566248;6,49141219532851e-06;0,000934096254478774;"MLXIPL";"7";73593194;73624543;"-";31350;"protein_coding";"MLX interacting protein like [Source:HGNC Symbol;Acc:HGNC:12744]"
"ENSG00000012171";-4,85936501553591;7,09243695681425;0,00218814422377423;0,0488122417957872;"SEMA3B";"3";50267558;50277171;"+";9614;"protein_coding";"semaphorin 3B [Source:HGNC Symbol;Acc:HGNC:10724]"
"ENSG00000012504";-8,55776115433416;4,63048889287583;1,64637600663438e-05;0,00165574488667214;"NR1H4";"12";100473773;100563867;"+";90095;"protein_coding";"nuclear receptor subfamily 1 group H member 4 [Source:HGNC Symbol;Acc:HGNC:7967]"
"ENSG00000012817";-8,99545815205119;5,06545383613942;7,75273932093484e-06;0,00106107604405246;"KDM5D";"Y";19705415;19745341;"-";39927;"protein_coding";"lysine demethylase 5D [Source:HGNC Symbol;Acc:HGNC:11115]"
"ENSG00000013297";-7,70156392085451;4,73264561389683;4,10597978681644e-05;0,00286914203682993;"CLDN11";"3";170418865;170434691;"+";15827;"protein_coding";"claudin 11 [Source:HGNC Symbol;Acc:HGNC:8514]"
"ENSG00000015133";-7,34818482227962;4,38288352765351;7,51357610109085e-05;0,00424786294110724;"CCDC88C";"14";91271323;91417844;"-";146522;"protein_coding";"coiled-coil domain containing 88C [Source:HGNC Symbol;Acc:HGNC:19967]"
"ENSG00000015413";-12,1230652455101;4,14697576302437;4,86016631735052e-06;0,000822973092788199;"DPEP1";"16";89613308;89641540;"+";28233;"protein_coding";"dipeptidase 1 [Source:HGNC Symbol;Acc:HGNC:3002]"
"ENSG00000015520";-12,8983143709682;4,91823314956759;1,27362583295778e-06;0,000386396850622173;"NPC1L1";"7";44512440;44541651;"-";29212;"protein_coding";"NPC1 like intracellular cholesterol transporter 1 [Source:HGNC Symbol;Acc:HGNC:7898]"
"ENSG00000016391";-6,23625612463151;6,2355341482445;0,000236549170459068;0,00950059318629194;"CHDH";"3";53812335;53846464;"-";34130;"protein_coding";"choline dehydrogenase [Source:HGNC Symbol;Acc:HGNC:24288]"
"ENSG00000017483";-7,1634923076212;5,8632899836222;6,16115367012302e-05;0,0037136251740811;"SLC38A5";"X";48458537;48470256;"-";11720;"protein_coding";"solute carrier family 38 member 5 [Source:HGNC Symbol;Acc:HGNC:18070]"
"ENSG00000019582";-5,21010816491669;6,51044535924169;0,00125649730462396;0,0326509927709778;"CD74";"5";150401637;150412936;"-";11300;"protein_coding";"CD74 molecule [Source:HGNC Symbol;Acc:HGNC:1697]"
"ENSG00000021300";-5,41408757830597;5,38394250821933;0,000948475844373895;0,0262188394762916;"PLEKHB1";"11";73646178;73662819;"+";16642;"protein_coding";"pleckstrin homology domain containing B1 [Source:HGNC Symbol;Acc:HGNC:19079]"
"ENSG00000023839";-7,77721072234928;8,80363948657698;1,59080997765067e-05;0,00162226969317508;"ABCC2";"10";99782598;99853741;"+";71144;"protein_coding";"ATP binding cassette subfamily C member 2 [Source:HGNC Symbol;Acc:HGNC:53]"
"ENSG00000033627";-5,44112121426477;5,04391665172158;0,000916688968078273;0,0255340310419722;"ATP6V0A1";"17";42458844;42522579;"+";63736;"protein_coding";"ATPase H+ transporting V0 subunit a1 [Source:HGNC Symbol;Acc:HGNC:865]"
"ENSG00000039068";-5,117047724342;6,2643997243428;0,00146485003760789;0,0362537936568;"CDH1";"16";68737290;68835542;"+";98253;"protein_coding";"cadherin 1 [Source:HGNC Symbol;Acc:HGNC:1748]"
"ENSG00000043355";-10,1106516489079;2,16342765818962;0,000152281028252253;0,00693860214587173;"ZIC2";"13";99981756;99986773;"+";5018;"protein_coding";"Zic family member 2 [Source:HGNC Symbol;Acc:HGNC:12873]"
