"node1_protein";"node2_protein";"node1_gene";"node2_gene";"score"
"ENSP00000274721";"ENSP00000347942";"ENSG00000146013";"ENSG00000165731";999
"ENSP00000332164";"ENSP00000417335";"ENSG00000184347";"ENSG00000185008";999
"ENSP00000261751";"ENSP00000315602";"ENSG00000117971";"ENSG00000080644";998
"ENSP00000359073";"ENSP00000364898";"ENSG00000134215";"ENSG00000165025";997
"ENSP00000221166";"ENSP00000358865";"ENSG00000104722";"ENSG00000148798";996
"ENSP00000302548";"ENSP00000386498";"ENSG00000170166";"ENSG00000128652";996
"ENSP00000216492";"ENSP00000368244";"ENSG00000100604";"ENSG00000089199";994
"ENSP00000221166";"ENSP00000311997";"ENSG00000104722";"ENSG00000100285";993
"ENSP00000233242";"ENSP00000350425";"ENSG00000084674";"ENSG00000110244";992
"ENSP00000216492";"ENSP00000220478";"ENSG00000100604";"ENSG00000104112";990
"ENSP00000351807";"ENSP00000378957";"ENSG00000049540";"ENSG00000166482";990
"ENSP00000311997";"ENSP00000358865";"ENSG00000100285";"ENSG00000148798";988
"ENSP00000376776";"ENSP00000403644";"ENSG00000123454";"ENSG00000132437";984
"ENSP00000334448";"ENSP00000354859";"ENSG00000186469";"ENSG00000149295";981
"ENSP00000345824";"ENSP00000428417";"ENSG00000005379";"ENSG00000079841";977
"ENSP00000266744";"ENSP00000317333";"ENSG00000139352";"ENSG00000178403";976
"ENSP00000266744";"ENSP00000329170";"ENSG00000139352";"ENSG00000184486";971
"ENSP00000233242";"ENSP00000417138";"ENSG00000084674";"ENSG00000100979";964
"ENSP00000261655";"ENSP00000428417";"ENSG00000060709";"ENSG00000079841";963
"ENSP00000315602";"ENSP00000357461";"ENSG00000080644";"ENSG00000160716";962
"ENSP00000314151";"ENSP00000323036";"ENSG00000142515";"ENSG00000014257";956
"ENSP00000282928";"ENSP00000435509";"ENSG00000152977";"ENSG00000174963";951
"ENSP00000319281";"ENSP00000478061";"ENSG00000176788";"ENSG00000277443";946
"ENSP00000482245";"ENSP00000496255";"ENSG00000276644";"ENSG00000104313";942
"ENSP00000307766";"ENSP00000334448";"ENSG00000168830";"ENSG00000186469";940
"ENSP00000285311";"ENSP00000363081";"ENSG00000155011";"ENSG00000107984";938
"ENSP00000220478";"ENSP00000368244";"ENSG00000104112";"ENSG00000089199";937
"ENSP00000350844";"ENSP00000365720";"ENSG00000196092";"ENSG00000106829";936
"ENSP00000334448";"ENSP00000394624";"ENSG00000186469";"ENSG00000112038";935
"ENSP00000365016";"ENSP00000481249";"ENSG00000185950";"ENSG00000120833";928
"ENSP00000222390";"ENSP00000288135";"ENSG00000019991";"ENSG00000157404";925
"ENSP00000334329";"ENSP00000386135";"ENSG00000107731";"ENSG00000196730";923
"ENSP00000340292";"ENSP00000497482";"ENSG00000185559";"ENSG00000254656";920
"ENSP00000300873";"ENSP00000386884";"ENSG00000167414";"ENSG00000121966";918
"ENSP00000334448";"ENSP00000386884";"ENSG00000186469";"ENSG00000121966";917
