"gene_id";"log2FoldChange";"log2CPM";"pvalue";"FDR";"gene_name";"gene_chr";"gene_start";"gene_end";"gene_strand";"gene_length";"gene_biotype";"gene_description"
"ENSG00000003147";9,83445228176444;1,09304861165622;0,000276614014001243;0,017582829046311;"ICA1";"7";8113184;8262687;"-";149504;"protein_coding";"islet cell autoantigen 1 [Source:HGNC Symbol;Acc:HGNC:5343]"
"ENSG00000003989";7,1985250444256;3,10744114289293;0,000122343335000053;0,00998661760989221;"SLC7A2";"8";17494349;17570568;"+";76220;"protein_coding";"solute carrier family 7 member 2 [Source:HGNC Symbol;Acc:HGNC:11060]"
"ENSG00000004799";10,1925585689033;1,444817260248;0,000152281028252253;0,0115982073526182;"PDK4";"7";95583497;95596613;"-";13117;"protein_coding";"pyruvate dehydrogenase kinase 4 [Source:HGNC Symbol;Acc:HGNC:8812]"
"ENSG00000005249";6,05073874926742;1,58782429426831;0,000918876906489553;0,0426148186721766;"PRKAR2B";"7";107044728;107161811;"+";121914;"protein_coding";"protein kinase cAMP-dependent type II regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:9392]"
"ENSG00000006468";8,02914014964834;5,69458246445575;1,37030548949161e-05;0,00241001650485177;"ETV1";"7";13891229;13991425;"-";100197;"protein_coding";"ETS variant transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3490]"
"ENSG00000006606";6,02568031591723;1,95494831374931;0,000892735718890618;0,0418287472096935;"CCL26";"7";75769524;75791583;"-";22060;"protein_coding";"C-C motif chemokine ligand 26 [Source:HGNC Symbol;Acc:HGNC:10625]"
"ENSG00000006638";9,79701915970363;1,05637980955994;0,000296179873874128;0,0184635693292149;"TBXA2R";"19";3594506;3608749;"-";14244;"protein_coding";"thromboxane A2 receptor [Source:HGNC Symbol;Acc:HGNC:11608]"
"ENSG00000006747";10,9490783764339;2,19233685996155;4,16479571944957e-05;0,00503153862803717;"SCIN";"7";12570363;12653603;"+";83241;"protein_coding";"scinderin [Source:HGNC Symbol;Acc:HGNC:21695]"
"ENSG00000007038";-11,4406505760738;2,69422549307189;1,78107325011902e-05;0,00283151758706694;"PRSS21";"16";2817163;2821722;"+";5329;"protein_coding";"serine protease 21 [Source:HGNC Symbol;Acc:HGNC:9485]"
"ENSG00000008394";10,272546719079;6,73288378628792;3,76417236633062e-07;0,000291571189720494;"MGST1";"12";16347142;16377189;"+";30048;"protein_coding";"microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:7061]"
"ENSG00000010438";6,21301772513612;7,89485212113722;0,000221621840233061;0,0150654805971451;"PRSS3";"9";33750466;33799231;"+";48766;"protein_coding";"serine protease 3 [Source:HGNC Symbol;Acc:HGNC:9486]"
