"gene_id";"log2FoldChange";"pvalue";"padj";"gene_name";"gene_chr";"gene_start";"gene_end";"gene_strand";"gene_length";"gene_biotype";"gene_description"
"ENSG00000000003";1,08225258901084;9,84094205634052e-24;9,07717531613498e-23;"TSPAN6";"X";100627108;100637104;"-";9997;"protein_coding";"tetraspanin 6 [Source:HGNC Symbol;Acc:HGNC:11858]"
"ENSG00000000419";1,80808073116819;5,17020807393673e-28;5,60328214230739e-27;"DPM1";"20";50934855;50958564;"-";23710;"protein_coding";"dolichyl-phosphate mannosyltransferase subunit 1, catalytic [Source:HGNC Symbol;Acc:HGNC:3005]"
"ENSG00000000971";-9,07656150652549;8,74775653956103e-06;2,67956448537496e-05;"CFH";"1";196651878;196747504;"+";95627;"protein_coding";"complement factor H [Source:HGNC Symbol;Acc:HGNC:4883]"
"ENSG00000001084";-2,71239638911093;1,24791501623182e-207;1,6659181778704e-205;"GCLC";"6";53497341;53545129;"-";47789;"protein_coding";"glutamate-cysteine ligase catalytic subunit [Source:HGNC Symbol;Acc:HGNC:4311]"
"ENSG00000001461";-1,95404675260541;2,96921126983624e-19;2,24562087298419e-18;"NIPAL3";"1";24413360;24472983;"+";59624;"protein_coding";"NIPA like domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25233]"
"ENSG00000001497";-1,04181615957192;9,74985776757232e-28;1,0467724477267e-26;"LAS1L";"X";65512582;65534806;"-";22225;"protein_coding";"LAS1 like ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:25726]"
"ENSG00000001617";1,09907577204485;0,000862978517031197;0,00204786455033681;"SEMA3F";"3";50155045;50189075;"+";34031;"protein_coding";"semaphorin 3F [Source:HGNC Symbol;Acc:HGNC:10728]"
"ENSG00000001626";8,23544449510154;8,48848486542288e-68;2,54226431073821e-66;"CFTR";"7";117479963;117668665;"+";188703;"protein_coding";"CF transmembrane conductance regulator [Source:HGNC Symbol;Acc:HGNC:1884]"
"ENSG00000001630";1,24032622666594;1,09070017790594e-41;1,77700546487401e-40;"CYP51A1";"7";92112149;92134745;"-";22597;"protein_coding";"cytochrome P450 family 51 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2649]"
"ENSG00000002586";1,09510713385571;1,55005522374887e-16;1,04230773167432e-15;"CD99";"X";2691133;2741309;"+";100354;"protein_coding";"CD99 molecule (Xg blood group) [Source:HGNC Symbol;Acc:HGNC:7082]"
"ENSG00000002587";-2,49943204335252;2,02534671694096e-05;5,93171697490481e-05;"HS3ST1";"4";11393150;11434398;"-";41249;"protein_coding";"heparan sulfate-glucosamine 3-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5194]"
"ENSG00000002746";-4,53963667422109;1,46792353131888e-34;1,96724600255584e-33;"HECW1";"7";43112580;43566001;"+";453422;"protein_coding";"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:22195]"
"ENSG00000002834";-1,80127552536013;5,74891868004967e-138;4,2858064324301e-136;"LASP1";"17";38869859;38921770;"+";51912;"protein_coding";"LIM and SH3 protein 1 [Source:HGNC Symbol;Acc:HGNC:6513]"
"ENSG00000002933";6,91093110385526;7,99708261337553e-05;0,000217529236589701;"TMEM176A";"7";150800543;150805120;"+";4578;"protein_coding";"transmembrane protein 176A [Source:HGNC Symbol;Acc:HGNC:24930]"
"ENSG00000003096";3,95888998540089;4,65852573747867e-21;3,83482178418356e-20;"KLHL13";"X";117897813;118117340;"-";219528;"protein_coding";"kelch like family member 13 [Source:HGNC Symbol;Acc:HGNC:22931]"
"ENSG00000003137";-1,4334938849842;0,000478104597062153;0,00117586964667343;"CYP26B1";"2";72129238;72147862;"-";18625;"protein_coding";"cytochrome P450 family 26 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:20581]"
"ENSG00000003393";1,16623850605632;1,11088608211217e-20;9,01110184646896e-20;"ALS2";"2";201700263;201781172;"-";80910;"protein_coding";"alsin Rho guanine nucleotide exchange factor ALS2 [Source:HGNC Symbol;Acc:HGNC:443]"
"ENSG00000003436";-3,89986679481292;0,000127174098356117;0,000336777663815269;"TFPI";"2";187464230;187554505;"-";90276;"protein_coding";"tissue factor pathway inhibitor [Source:HGNC Symbol;Acc:HGNC:11760]"
"ENSG00000003989";2,17034942362044;2,40009744202565e-35;3,29339267323695e-34;"SLC7A2";"8";17494349;17570568;"+";76220;"protein_coding";"solute carrier family 7 member 2 [Source:HGNC Symbol;Acc:HGNC:11060]"
"ENSG00000004139";2,9924526439437;1,85433819153004e-34;2,47931350903252e-33;"SARM1";"17";28371662;28401045;"+";29384;"protein_coding";"sterile alpha and TIR motif containing 1 [Source:HGNC Symbol;Acc:HGNC:17074]"
"ENSG00000004142";1,6399750892901;9,82242177640505e-143;7,83110765793849e-141;"POLDIP2";"17";28346628;28357589;"-";10962;"protein_coding";"DNA polymerase delta interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:23781]"
"ENSG00000004399";-2,35335686835285;1,54826909595102e-118;9,42146364006098e-117;"PLXND1";"3";129555213;129606739;"-";51527;"protein_coding";"plexin D1 [Source:HGNC Symbol;Acc:HGNC:9107]"
