"gene_id";"log2FoldChange";"pvalue";"padj";"gene_name";"gene_chr";"gene_start";"gene_end";"gene_strand";"gene_length";"gene_biotype";"gene_description"
"ENSG00000000003";1,08225258901084;9,84094205634052e-24;9,07717531613498e-23;"TSPAN6";"X";100627108;100637104;"-";9997;"protein_coding";"tetraspanin 6 [Source:HGNC Symbol;Acc:HGNC:11858]"
"ENSG00000000419";1,80808073116819;5,17020807393673e-28;5,60328214230739e-27;"DPM1";"20";50934855;50958564;"-";23710;"protein_coding";"dolichyl-phosphate mannosyltransferase subunit 1, catalytic [Source:HGNC Symbol;Acc:HGNC:3005]"
"ENSG00000001617";1,09907577204485;0,000862978517031197;0,00204786455033681;"SEMA3F";"3";50155045;50189075;"+";34031;"protein_coding";"semaphorin 3F [Source:HGNC Symbol;Acc:HGNC:10728]"
"ENSG00000001626";8,23544449510154;8,48848486542288e-68;2,54226431073821e-66;"CFTR";"7";117479963;117668665;"+";188703;"protein_coding";"CF transmembrane conductance regulator [Source:HGNC Symbol;Acc:HGNC:1884]"
"ENSG00000001630";1,24032622666594;1,09070017790594e-41;1,77700546487401e-40;"CYP51A1";"7";92112149;92134745;"-";22597;"protein_coding";"cytochrome P450 family 51 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2649]"
"ENSG00000002586";1,09510713385571;1,55005522374887e-16;1,04230773167432e-15;"CD99";"X";2691133;2741309;"+";100354;"protein_coding";"CD99 molecule (Xg blood group) [Source:HGNC Symbol;Acc:HGNC:7082]"
"ENSG00000002933";6,91093110385526;7,99708261337553e-05;0,000217529236589701;"TMEM176A";"7";150800543;150805120;"+";4578;"protein_coding";"transmembrane protein 176A [Source:HGNC Symbol;Acc:HGNC:24930]"
"ENSG00000003096";3,95888998540089;4,65852573747867e-21;3,83482178418356e-20;"KLHL13";"X";117897813;118117340;"-";219528;"protein_coding";"kelch like family member 13 [Source:HGNC Symbol;Acc:HGNC:22931]"
"ENSG00000003393";1,16623850605632;1,11088608211217e-20;9,01110184646896e-20;"ALS2";"2";201700263;201781172;"-";80910;"protein_coding";"alsin Rho guanine nucleotide exchange factor ALS2 [Source:HGNC Symbol;Acc:HGNC:443]"
"ENSG00000003989";2,17034942362044;2,40009744202565e-35;3,29339267323695e-34;"SLC7A2";"8";17494349;17570568;"+";76220;"protein_coding";"solute carrier family 7 member 2 [Source:HGNC Symbol;Acc:HGNC:11060]"
"ENSG00000004139";2,9924526439437;1,85433819153004e-34;2,47931350903252e-33;"SARM1";"17";28371662;28401045;"+";29384;"protein_coding";"sterile alpha and TIR motif containing 1 [Source:HGNC Symbol;Acc:HGNC:17074]"
"ENSG00000004142";1,6399750892901;9,82242177640505e-143;7,83110765793849e-141;"POLDIP2";"17";28346628;28357589;"-";10962;"protein_coding";"DNA polymerase delta interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:23781]"
"ENSG00000005001";7,98862390855553;5,61560866113929e-07;1,92335713511296e-06;"PRSS22";"16";2852727;2858630;"-";11328;"protein_coding";"serine protease 22 [Source:HGNC Symbol;Acc:HGNC:14368]"
"ENSG00000005379";4,22048345310736;4,45073730322929e-07;1,53938837314544e-06;"TSPOAP1";"17";58301227;58329030;"-";27804;"protein_coding";"TSPO associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16831]"
"ENSG00000006042";3,40146859851762;1,37853024113144e-185;1,64858814461976e-183;"TMEM98";"17";32927910;32941649;"+";13740;"protein_coding";"transmembrane protein 98 [Source:HGNC Symbol;Acc:HGNC:24529]"
"ENSG00000006047";5,4397706491757;1,78585961449282e-29;2,04211742504521e-28;"YBX2";"17";7288252;7294557;"-";6306;"protein_coding";"Y-box binding protein 2 [Source:HGNC Symbol;Acc:HGNC:17948]"
"ENSG00000006210";1,68149748021137;0,00348048595835219;0,0074931177258136;"CX3CL1";"16";57372458;57385048;"+";12591;"protein_coding";"C-X3-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10647]"
"ENSG00000006451";1,26295259621829;4,48407069224765e-19;3,36178412673908e-18;"RALA";"7";39622955;39708124;"+";85170;"protein_coding";"RAS like proto-oncogene A [Source:HGNC Symbol;Acc:HGNC:9839]"
"ENSG00000006555";9,14257744771662;1,47545798149311e-09;6,35221547482323e-09;"TTC22";"1";54779696;54802379;"-";22684;"protein_coding";"tetratricopeptide repeat domain 22 [Source:HGNC Symbol;Acc:HGNC:26067]"
"ENSG00000006611";5,75824058236244;4,44259547024326e-143;3,59182800906382e-141;"USH1C";"11";17493895;17544416;"-";50522;"protein_coding";"USH1 protein network component harmonin [Source:HGNC Symbol;Acc:HGNC:12597]"
"ENSG00000007062";11,4047061864759;9,45340548146649e-29;1,05506867009938e-27;"PROM1";"4";15968226;16084059;"-";115834;"protein_coding";"prominin 1 [Source:HGNC Symbol;Acc:HGNC:9454]"
"ENSG00000007171";7,15204102455532;8,9902930171335e-39;1,35215577334547e-37;"NOS2";"17";27756766;27800529;"-";43764;"protein_coding";"nitric oxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:7873]"
"ENSG00000007216";2,30191984525585;0,0268386829951012;0,0487386860549023;"SLC13A2";"17";28473357;28497781;"+";24425;"protein_coding";"solute carrier family 13 member 2 [Source:HGNC Symbol;Acc:HGNC:10917]"
