"node1_protein";"node2_protein";"node1_gene";"node2_gene";"score"
"ENSP00000263388";"ENSP00000328169";"ENSG00000074181";"ENSG00000184916";999
"ENSP00000223642";"ENSP00000347197";"ENSG00000106804";"ENSG00000197405";999
"ENSP00000288139";"ENSP00000349320";"ENSG00000157388";"ENSG00000153956";999
"ENSP00000269571";"ENSP00000362680";"ENSG00000141736";"ENSG00000197122";999
"ENSP00000349577";"ENSP00000364490";"ENSG00000100033";"ENSG00000159423";999
"ENSP00000363921";"ENSP00000367830";"ENSG00000148498";"ENSG00000067606";999
"ENSP00000349131";"ENSP00000368516";"ENSG00000146374";"ENSG00000205213";999
"ENSP00000270776";"ENSP00000377192";"ENSG00000142657";"ENSG00000160211";999
"ENSP00000261769";"ENSP00000377508";"ENSG00000039068";"ENSG00000173801";999
"ENSP00000369129";"ENSP00000377508";"ENSG00000096696";"ENSG00000173801";999
"ENSP00000362680";"ENSP00000380638";"ENSG00000197122";"ENSG00000120899";999
"ENSP00000362082";"ENSP00000384849";"ENSG00000112576";"ENSG00000124762";999
"ENSP00000245451";"ENSP00000401907";"ENSG00000125378";"ENSG00000138696";999
"ENSP00000269571";"ENSP00000403459";"ENSG00000141736";"ENSG00000141738";999
"ENSP00000377192";"ENSP00000405573";"ENSG00000160211";"ENSG00000105220";999
"ENSP00000362680";"ENSP00000409581";"ENSG00000197122";"ENSG00000137486";999
"ENSP00000287820";"ENSP00000419692";"ENSG00000132170";"ENSG00000186350";999
"ENSP00000373489";"ENSP00000449404";"ENSG00000111057";"ENSG00000170421";999
"ENSP00000431984";"ENSP00000464849";"ENSG00000014216";"ENSG00000126247";999
"ENSP00000340510";"ENSP00000465630";"ENSG00000118898";"ENSG00000167880";999
"ENSP00000354207";"ENSP00000467537";"ENSG00000140538";"ENSG00000105426";999
"ENSP00000264144";"ENSP00000324532";"ENSG00000058085";"ENSG00000053747";998
"ENSP00000332973";"ENSP00000351905";"ENSG00000166949";"ENSG00000163513";998
"ENSP00000280904";"ENSP00000369129";"ENSG00000134755";"ENSG00000096696";998
"ENSP00000370129";"ENSP00000370254";"ENSG00000151632";"ENSG00000187134";998
"ENSP00000244869";"ENSP00000379097";"ENSG00000124882";"ENSG00000109321";998
"ENSP00000369927";"ENSP00000370129";"ENSG00000196139";"ENSG00000151632";997
"ENSP00000391481";"ENSP00000405573";"ENSG00000163931";"ENSG00000105220";997
"ENSP00000308430";"ENSP00000419970";"ENSG00000103018";"ENSG00000127948";997
"ENSP00000357040";"ENSP00000470248";"ENSG00000162738";"ENSG00000012211";997
"ENSP00000363553";"ENSP00000497260";"ENSG00000198121";"ENSG00000127955";997
"ENSP00000358719";"ENSP00000498994";"ENSG00000065833";"ENSG00000173599";997
"ENSP00000283871";"ENSP00000451976";"ENSG00000113924";"ENSG00000100577";996
"ENSP00000295522";"ENSP00000465419";"ENSG00000163347";"ENSG00000105289";996
"ENSP00000362680";"ENSP00000497069";"ENSG00000197122";"ENSG00000140443";996
"ENSP00000262094";"ENSP00000264605";"ENSG00000041353";"ENSG00000115648";995
"ENSP00000226218";"ENSP00000296181";"ENSG00000109072";"ENSG00000082781";995
"ENSP00000261499";"ENSP00000334844";"ENSG00000108641";"ENSG00000187049";995
"ENSP00000369927";"ENSP00000370254";"ENSG00000196139";"ENSG00000187134";995
"ENSP00000299299";"ENSP00000438804";"ENSG00000166228";"ENSG00000135100";995
"ENSP00000367830";"ENSP00000376333";"ENSG00000067606";"ENSG00000073350";994
"ENSP00000262662";"ENSP00000362082";"ENSG00000123080";"ENSG00000112576";993
"ENSP00000265709";"ENSP00000455507";"ENSG00000029534";"ENSG00000154358";993
"ENSP00000292147";"ENSP00000456019";"ENSG00000105755";"ENSG00000137767";993
"ENSP00000312442";"ENSP00000465685";"ENSG00000213983";"ENSG00000129354";993
"ENSP00000269571";"ENSP00000497069";"ENSG00000141736";"ENSG00000140443";993
"ENSP00000254301";"ENSP00000497185";"ENSG00000131981";"ENSG00000221926";993
"ENSP00000269159";"ENSP00000337746";"ENSG00000141401";"ENSG00000105655";992
