"node1_protein";"node2_protein";"node1_gene";"node2_gene";"score"
"ENSP00000249501";"ENSP00000249504";"ENSG00000128710";"ENSG00000128713";999
"ENSP00000254958";"ENSP00000256646";"ENSG00000101384";"ENSG00000134250";999
"ENSP00000227507";"ENSP00000265734";"ENSG00000110092";"ENSG00000105810";999
"ENSP00000261597";"ENSP00000271452";"ENSG00000080986";"ENSG00000143228";999
"ENSP00000230050";"ENSP00000272317";"ENSG00000112306";"ENSG00000143947";999
"ENSP00000263238";"ENSP00000294742";"ENSG00000115091";"ENSG00000162704";999
"ENSP00000230461";"ENSP00000332756";"ENSG00000112697";"ENSG00000101974";999
"ENSP00000319417";"ENSP00000333433";"ENSG00000165480";"ENSG00000182628";999
"ENSP00000173229";"ENSP00000334329";"ENSG00000065320";"ENSG00000107731";999
"ENSP00000260356";"ENSP00000346839";"ENSG00000137801";"ENSG00000115414";999
"ENSP00000230050";"ENSP00000355315";"ENSG00000112306";"ENSG00000198918";999
"ENSP00000286428";"ENSP00000356989";"ENSG00000155959";"ENSG00000143256";999
"ENSP00000326119";"ENSP00000358022";"ENSG00000141682";"ENSG00000143384";999
"ENSP00000307850";"ENSP00000359295";"ENSG00000175550";"ENSG00000117505";999
"ENSP00000310170";"ENSP00000360266";"ENSG00000175592";"ENSG00000177606";999
"ENSP00000276201";"ENSP00000360525";"ENSG00000125351";"ENSG00000162385";999
"ENSP00000229758";"ENSP00000361540";"ENSG00000112029";"ENSG00000117399";999
"ENSP00000264552";"ENSP00000361540";"ENSG00000108106";"ENSG00000117399";999
"ENSP00000346839";"ENSP00000361818";"ENSG00000115414";"ENSG00000124145";999
"ENSP00000284818";"ENSP00000363089";"ENSG00000154589";"ENSG00000136869";999
"ENSP00000353654";"ENSP00000364979";"ENSG00000134871";"ENSG00000187498";999
"ENSP00000346839";"ENSP00000370542";"ENSG00000115414";"ENSG00000115884";999
"ENSP00000215631";"ENSP00000375986";"ENSG00000099860";"ENSG00000085511";999
"ENSP00000360025";"ENSP00000375986";"ENSG00000116717";"ENSG00000085511";999
"ENSP00000371321";"ENSP00000376272";"ENSG00000035928";"ENSG00000163918";999
"ENSP00000300305";"ENSP00000376436";"ENSG00000159216";"ENSG00000134954";999
"ENSP00000230050";"ENSP00000379506";"ENSG00000112306";"ENSG00000188846";999
"ENSP00000272317";"ENSP00000379506";"ENSG00000143947";"ENSG00000188846";999
"ENSP00000355315";"ENSP00000379506";"ENSG00000198918";"ENSG00000188846";999
"ENSP00000346839";"ENSP00000380227";"ENSG00000115414";"ENSG00000115232";999
"ENSP00000326119";"ENSP00000381185";"ENSG00000141682";"ENSG00000171791";999
"ENSP00000343896";"ENSP00000386593";"ENSG00000127616";"ENSG00000163939";999
"ENSP00000343896";"ENSP00000397552";"ENSG00000127616";"ENSG00000136518";999
"ENSP00000386593";"ENSP00000397552";"ENSG00000163939";"ENSG00000136518";999
"ENSP00000346839";"ENSP00000398632";"ENSG00000115414";"ENSG00000026508";999
"ENSP00000362153";"ENSP00000402338";"ENSG00000134697";"ENSG00000197498";999
"ENSP00000173229";"ENSP00000406022";"ENSG00000065320";"ENSG00000182168";999
"ENSP00000347591";"ENSP00000409007";"ENSG00000151892";"ENSG00000168621";999
"ENSP00000230050";"ENSP00000414321";"ENSG00000112306";"ENSG00000138326";999
"ENSP00000272317";"ENSP00000414321";"ENSG00000143947";"ENSG00000138326";999
"ENSP00000355315";"ENSP00000414321";"ENSG00000198918";"ENSG00000138326";999
"ENSP00000379506";"ENSP00000414321";"ENSG00000188846";"ENSG00000138326";999
"ENSP00000300305";"ENSP00000415151";"ENSG00000159216";"ENSG00000067955";999
"ENSP00000360493";"ENSP00000415151";"ENSG00000124813";"ENSG00000067955";999
"ENSP00000326381";"ENSP00000416255";"ENSG00000156976";"ENSG00000114867";999
"ENSP00000261799";"ENSP00000422464";"ENSG00000113721";"ENSG00000145431";999
"ENSP00000343896";"ENSP00000430432";"ENSG00000127616";"ENSG00000196591";999
"ENSP00000345206";"ENSP00000434552";"ENSG00000168214";"ENSG00000184384";999
"ENSP00000371936";"ENSP00000442736";"ENSG00000112902";"ENSG00000198753";999
"ENSP00000263923";"ENSP00000451040";"ENSG00000128052";"ENSG00000119630";999
"ENSP00000381185";"ENSP00000460475";"ENSG00000171791";"ENSG00000091592";999
"ENSP00000230050";"ENSP00000464342";"ENSG00000112306";"ENSG00000130255";999
"ENSP00000272317";"ENSP00000464342";"ENSG00000143947";"ENSG00000130255";999
"ENSP00000355315";"ENSP00000464342";"ENSG00000198918";"ENSG00000130255";999
"ENSP00000379506";"ENSP00000464342";"ENSG00000188846";"ENSG00000130255";999
"ENSP00000414321";"ENSP00000464342";"ENSG00000138326";"ENSG00000130255";999
"ENSP00000230050";"ENSP00000472469";"ENSG00000112306";"ENSG00000233927";999
"ENSP00000272317";"ENSP00000472469";"ENSG00000143947";"ENSG00000233927";999
"ENSP00000355315";"ENSP00000472469";"ENSG00000198918";"ENSG00000233927";999
"ENSP00000379506";"ENSP00000472469";"ENSG00000188846";"ENSG00000233927";999
"ENSP00000414321";"ENSP00000472469";"ENSG00000138326";"ENSG00000233927";999
"ENSP00000464342";"ENSP00000472469";"ENSG00000130255";"ENSG00000233927";999
"ENSP00000234111";"ENSP00000473381";"ENSG00000115758";"ENSG00000104904";999
"ENSP00000263923";"ENSP00000480043";"ENSG00000128052";"ENSG00000150630";999
